RESPOND_ID,EXAMIN_BEGIN_DE,TOUR_CTPRVN_NM,TOUR_SIGNGU_NM,TOUR_BEGIN_DE,TOUR_PD_VALUE,TOUR_COM_NMPR_NM,COM_ONE_TY,COM_TWO_TY,COM_THREE_TY,COM_FOUR_TY,COM_FIVE_TY,COM_SIX_TY,TOUR_PURPS_NM,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,MRRG_AT_NM,CHLDRN_TY_NM,OCCP_NM,HSHLD_INCOME_DGREE_NM
53324749,20250421,강원도,고성군/속초시,20250328,2박 3일,5명 이상,배우자,부모/형제/자녀 등 가족,,,,,식도락 (지역 특색/제철 음식),M,50대,기혼,자녀 독립(막내 결혼),경영/관리/전문직,500~700만원 미만
53324848,20250421,경기도,용인시/화성시,20250329,2박 3일,2명,배우자,,,,,,휴식,M,60대 이상,기혼,자녀 독립(막내 결혼),경영/관리/전문직,700만원 이상
53325195,20250421,경상남도,거창군/밀양시/창원시,20250417,4박 5일,4명,배우자,부모/형제/자녀 등 가족,,,,,친지/친구/친척 만나기,M,50대,기혼,자녀 성인(막내 대학),사무/기술직,700만원 이상
53325332,20250421,경상남도,남해군,20250418,2박 3일,3명,친구,,,,,,식도락 (지역 특색/제철 음식),F,30대,미혼,미혼,사무/기술직,모름
53325433,20250421,서울시,모름,20250412,1박 2일,3명,배우자,부모/형제/자녀 등 가족,,,,,친지/친구/친척 만나기,M,50대,기혼,자녀 성인(막내 대학),자영업,300~500만원 미만
53325868,20250421,서울시,모름,20250227,2박 3일,3명,부모/형제/자녀 등 가족,,,,,,식도락 (지역 특색/제철 음식),F,30대,기혼,자녀 유아&성장(막내 입학전~초등생),자영업,500~700만원 미만
53325999,20250421,전라북도,고창군,20250419,1박 2일,4명,배우자,친구,,,,,휴식,M,50대,기혼,자녀 성인(막내 대학),사무/기술직,700만원 이상
53326031,20250421,부산시,모름,20250207,2박 3일,4명,부모/형제/자녀 등 가족,,,,,,휴식,M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),경영/관리/전문직,700만원 이상
53326064,20250421,전라북도,고창군,20250420,1박 2일,2명,친구,,,,,,축제-행사 참여,M,30대,미혼,미혼,사무/기술직,모름
53326168,20250421,경상북도,경주시,20250108,2박 3일,2명,친구,,,,,,휴식,F,40대,기혼,자녀 성장(막내 중고생),기능/숙련/일반작업직,모름
53326175,20250421,울산시,모름,20250419,1박 2일,5명 이상,부모/형제/자녀 등 가족,,,,,,자연 풍경 감상 (산/ 바다 등),F,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,모름
53326288,20250421,경기도,연천군,20250214,2박 3일,5명 이상,부모/형제/자녀 등 가족,,,,,,자연 풍경 감상 (산/ 바다 등),F,30대,기혼,자녀 유아&성장(막내 입학전~초등생),경영/관리/전문직,500~700만원 미만
53326504,20250421,강원도,삼척시,20250319,2박 3일,2명,연인,,,,,,휴식,F,50대,미혼,미혼,기타/무직,700만원 이상
53326519,20250421,전라남도,여수시,20250113,모름,3명,부모/형제/자녀 등 가족,,,,,,식도락 (지역 특색/제철 음식),M,40대,미혼,미혼,기타/무직,모름
53326674,20250421,경상북도,포항시,20250222,1박 2일,혼자서,혼자서,,,,,,자연 풍경 감상 (산/ 바다 등),M,50대,기혼,신혼기(자녀 없음),기능/숙련/일반작업직,모름
53327360,20250421,전라남도,구례군/순천시,20250115,2박 3일,2명,직장동료,,,,,,친지/친구/친척 만나기,M,50대,기혼,자녀 성인(막내 대학),자영업,300~500만원 미만
53327513,20250421,경상남도,통영시,20250221,2박 3일,5명 이상,직장동료,,,,,,자연 풍경 감상 (산/ 바다 등),F,50대,미혼,미혼,사무/기술직,300~500만원 미만
53327738,20250421,충청북도,영동군,20250328,1박 2일,4명,배우자,부모/형제/자녀 등 가족,,,,,휴식,F,30대,기혼,자녀 유아&성장(막내 입학전~초등생),전업주부,500~700만원 미만
53327834,20250421,충청남도,천안시,20250303,1박 2일,혼자서,혼자서,,,,,,친지/친구/친척 만나기,M,60대 이상,기혼,자녀 독립(막내 결혼),기타/무직,모름
53327998,20250421,전라북도,무주군,20250419,1박 2일,모름,친구,,,,,,놀이/테마공원-온천 등 즐기기,F,30대,기혼,자녀 유아&성장(막내 입학전~초등생),경영/관리/전문직,모름
53328259,20250421,강원도,속초시,20250203,2박 3일,혼자서,혼자서,,,,,,자연 풍경 감상 (산/ 바다 등),F,30대,미혼,미혼,사무/기술직,300~500만원 미만
53328286,20250421,전라남도,고흥군,20250329,1박 2일,4명,부모/형제/자녀 등 가족,,,,,,친지/친구/친척 만나기,M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,700만원 이상
53328396,20250421,강원도,속초시,20250314,2박 3일,3명,배우자,부모/형제/자녀 등 가족,,,,,자연 풍경 감상 (산/ 바다 등),F,50대,기혼,자녀 성인(막내 대학),판매/서비스직,700만원 이상
53328760,20250421,서울시,모름,20250222,1박 2일,혼자서,혼자서,,,,,,문화-예술 즐기기 (미술관/ 공연 등),F,30대,미혼,미혼,사무/기술직,모름
53328913,20250421,전라북도,군산시,20250321,1박 2일,3명,배우자,부모/형제/자녀 등 가족,,,,,자연 풍경 감상 (산/ 바다 등),M,30대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,모름
53329024,20250421,대전시,모름,20250204,1박 2일,3명,부모/형제/자녀 등 가족,,,,,,친지/친구/친척 만나기,M,50대,미혼,미혼,기타/무직,300만원 미만
53329033,20250421,울산시,모름,20250329,1박 2일,4명,친구,,,,,,자연 풍경 감상 (산/ 바다 등),M,50대,기혼,자녀 성인(막내 대학),기능/숙련/일반작업직,700만원 이상
53329098,20250421,서울시,모름,20250215,2박 3일,혼자서,혼자서,,,,,,놀이/테마공원-온천 등 즐기기,M,20대,미혼,미혼,대학/대학원생,모름
53329105,20250421,경상북도,경주시,20250329,1박 2일,2명,연인,,,,,,축제-행사 참여,M,30대,미혼,미혼,사무/기술직,300~500만원 미만
53329514,20250421,강원도,평창군,20250418,2박 3일,4명,배우자,부모/형제/자녀 등 가족,,,,,자연 풍경 감상 (산/ 바다 등),F,40대,기혼,자녀 유아&성장(막내 입학전~초등생),전업주부,500~700만원 미만
53329522,20250421,충청북도,음성군,20250301,모름,4명,부모/형제/자녀 등 가족,,,,,,휴식,M,60대 이상,기혼,자녀 성인(막내 대학),기능/숙련/일반작업직,모름
53329552,20250421,경상북도,경주시,20250125,1박 2일,2명,배우자,,,,,,식도락 (지역 특색/제철 음식),F,50대,기혼,자녀 성장(막내 중고생),사무/기술직,500~700만원 미만
53329981,20250421,강원도,강릉시/화천군,20250117,3박 4일,3명,배우자,부모/형제/자녀 등 가족,,,,,자연 풍경 감상 (산/ 바다 등),F,40대,기혼,자녀 유아&성장(막내 입학전~초등생),전업주부,300~500만원 미만
53330020,20250421,경기도,화성시,20250101,1박 2일,5명 이상,부모/형제/자녀 등 가족,,,,,,식도락 (지역 특색/제철 음식),F,30대,미혼,미혼,대학/대학원생,300~500만원 미만
53330097,20250421,전라남도,여수시,20250307,2박 3일,4명,직장동료,,,,,,자연 풍경 감상 (산/ 바다 등),F,50대,기혼,자녀 성인(막내 대학),기능/숙련/일반작업직,700만원 이상
53330211,20250421,경상북도,경주시,20250311,1박 2일,2명,배우자,,,,,,친지/친구/친척 만나기,M,60대 이상,기혼,자녀 독립(막내 결혼),기능/숙련/일반작업직,모름
53330378,20250421,경기도,이천시,20250412,1박 2일,5명 이상,친구,,,,,,식도락 (지역 특색/제철 음식),F,30대,미혼,미혼,사무/기술직,300만원 미만
53330559,20250421,충청남도,공주시/부여군/세종특별자치시,20250228,2박 3일,3명,부모/형제/자녀 등 가족,,,,,,역사-유적 감상 (유적지/ 박물관 등),M,50대,미혼,미혼,판매/서비스직,700만원 이상
53330862,20250421,전라남도,순천시,20250329,1박 2일,모름,친구,,,,,,휴식,M,30대,미혼,미혼,사무/기술직,300~500만원 미만
53330946,20250421,경상북도,경주시/포항시,20250210,2박 3일,4명,부모/형제/자녀 등 가족,,,,,,역사-유적 감상 (유적지/ 박물관 등),F,30대,미혼,미혼,사무/기술직,300~500만원 미만
53331344,20250421,전라북도,무주군,20250210,3박 4일,5명 이상,배우자,부모/형제/자녀 등 가족,,,,,식도락 (지역 특색/제철 음식),M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),기타/무직,모름
53332745,20250421,경기도,고양시,20250329,1박 2일,2명,부모/형제/자녀 등 가족,,,,,,축제-행사 참여,F,40대,기혼,자녀 성장(막내 중고생),사무/기술직,500~700만원 미만
53332836,20250421,전라남도,강진군/구례군,20250322,1박 2일,2명,배우자,,,,,,식도락 (지역 특색/제철 음식),M,50대,기혼,자녀 성장(막내 중고생),사무/기술직,700만원 이상
53333081,20250421,충청남도,보령시,20250104,1박 2일,5명 이상,부모/형제/자녀 등 가족,,,,,,식도락 (지역 특색/제철 음식),F,40대,기혼,자녀 성장(막내 중고생),자영업,700만원 이상
53333337,20250421,경기도,수원시,20250314,2박 3일,2명,연인,,,,,,식도락 (지역 특색/제철 음식),M,30대,미혼,미혼,사무/기술직,모름
53333349,20250421,경상북도,경주시,20250214,1박 2일,5명 이상,친구,,,,,,놀이/테마공원-온천 등 즐기기,M,20대,미혼,미혼,사무/기술직,500~700만원 미만
53333388,20250421,경상남도,창원시,20250329,1박 2일,2명,친구,,,,,,휴식,F,50대,기타,자녀 성인(막내 대학),사무/기술직,모름
53333470,20250421,대구시,모름,20250320,2박 3일,2명,부모/형제/자녀 등 가족,,,,,,축제-행사 참여,M,50대,미혼,미혼,사무/기술직,모름
53333577,20250421,울산시,모름,20250127,1박 2일,3명,부모/형제/자녀 등 가족,,,,,,식도락 (지역 특색/제철 음식),F,40대,기혼,자녀 성인(막내 대학),자영업,700만원 이상
53333828,20250421,강원도,강릉시,20250302,1박 2일,2명,연인,,,,,,자연 풍경 감상 (산/ 바다 등),M,30대,미혼,미혼,자영업,300만원 미만
53334122,20250421,경상남도,하동군,20250329,1박 2일,4명,배우자,친구,,,,,친지/친구/친척 만나기,M,60대 이상,기혼,자녀 성인(막내 대학),경영/관리/전문직,700만원 이상
53334430,20250421,서울시,모름,20250419,1박 2일,2명,부모/형제/자녀 등 가족,,,,,,문화-예술 즐기기 (미술관/ 공연 등),F,40대,기혼,자녀 유아&성장(막내 입학전~초등생),전업주부,700만원 이상
53334560,20250421,경기도,하남시,20250301,1박 2일,5명 이상,부모/형제/자녀 등 가족,,,,,,친지/친구/친척 만나기,F,40대,미혼,미혼,판매/서비스직,700만원 이상
53334934,20250421,서울시,모름,20250321,1박 2일,혼자서,혼자서,,,,,,기타,M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,700만원 이상
53335071,20250421,경상북도,상주시,20250208,3박 4일,3명,배우자,부모/형제/자녀 등 가족,,,,,식도락 (지역 특색/제철 음식),M,50대,기혼,자녀 성인(막내 대학),기능/숙련/일반작업직,모름
53335165,20250421,충청남도,아산시,20250223,2박 3일,3명,부모/형제/자녀 등 가족,,,,,,자연 풍경 감상 (산/ 바다 등),F,40대,기혼,자녀 성장(막내 중고생),전업주부,모름
53335190,20250421,경상남도,밀양시,20250301,1박 2일,3명,부모/형제/자녀 등 가족,,,,,,축제-행사 참여,M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),판매/서비스직,700만원 이상
53335197,20250421,강원도,영월군,20250302,2박 3일,2명,부모/형제/자녀 등 가족,,,,,,친지/친구/친척 만나기,M,60대 이상,기타,자녀 성인(막내 대학),자영업,700만원 이상
53335310,20250421,전라북도,익산시,20250331,1박 2일,혼자서,혼자서,,,,,,휴식,M,60대 이상,기혼,자녀 독립(막내 결혼),자영업,300~500만원 미만
53335576,20250421,서울시,모름,20250412,1박 2일,혼자서,혼자서,,,,,,친지/친구/친척 만나기,M,30대,미혼,미혼,기능/숙련/일반작업직,모름
53335743,20250421,전라남도,담양군,20250119,1박 2일,5명 이상,배우자,부모/형제/자녀 등 가족,,,,,친지/친구/친척 만나기,M,60대 이상,기혼,자녀 독립(막내 결혼),기타/무직,700만원 이상
53335920,20250421,전라남도,나주시,20250314,2박 3일,2명,배우자,,,,,,휴식,M,50대,기혼,자녀 성인(막내 대학),자영업,500~700만원 미만
53335937,20250421,서울시,모름,20250329,1박 2일,2명,부모/형제/자녀 등 가족,,,,,,문화-예술 즐기기 (미술관/ 공연 등),F,20대,미혼,미혼,대학/대학원생,700만원 이상
53336161,20250421,충청북도,옥천군,20250315,1박 2일,3명,부모/형제/자녀 등 가족,,,,,,역사-유적 감상 (유적지/ 박물관 등),F,40대,미혼,미혼,사무/기술직,300~500만원 미만
53336168,20250421,대전시,모름,20250314,1박 2일,혼자서,혼자서,,,,,,휴식,F,30대,기혼,자녀 유아&성장(막내 입학전~초등생),전업주부,500~700만원 미만
53336331,20250421,제주도,구좌읍/서귀포시(시내동)/성산읍/제주시(시내동)/조천읍,20250224,1박 2일,3명,부모/형제/자녀 등 가족,,,,,,자연 풍경 감상 (산/ 바다 등),F,40대,미혼,미혼,자영업,모름
53336439,20250421,경기도,평택시,20250313,2박 3일,혼자서,혼자서,,,,,,휴식,M,60대 이상,기혼,자녀 독립(막내 결혼),기능/숙련/일반작업직,300만원 미만
53336635,20250421,부산시,모름,20250120,4박 5일,3명,배우자,부모/형제/자녀 등 가족,,,,,휴식,M,60대 이상,기혼,자녀 성인(막내 대학),경영/관리/전문직,700만원 이상
53336842,20250421,강원도,춘천시,20250307,6박 7일 이상,2명,부모/형제/자녀 등 가족,,,,,,문화-예술 즐기기 (미술관/ 공연 등),F,40대,기혼,자녀 유아&성장(막내 입학전~초등생),자영업,300~500만원 미만
53337956,20250421,강원도,춘천시,20250117,2박 3일,3명,배우자,부모/형제/자녀 등 가족,,,,,자연 풍경 감상 (산/ 바다 등),M,50대,기혼,자녀 성인(막내 대학),자영업,모름
53338331,20250421,경기도,가평군/여주시,20250301,1박 2일,2명,배우자,,,,,,휴식,F,30대,기혼,신혼기(자녀 없음),사무/기술직,700만원 이상
53338630,20250421,경기도,양평군,20250308,1박 2일,2명,친구,,,,,,자연 풍경 감상 (산/ 바다 등),F,60대 이상,기혼,자녀 성인(막내 대학),판매/서비스직,300~500만원 미만
53338970,20250421,강원도,강릉시,20250419,1박 2일,3명,부모/형제/자녀 등 가족,,,,,,문화-예술 즐기기 (미술관/ 공연 등),M,50대,기혼,자녀 유아&성장(막내 입학전~초등생),경영/관리/전문직,300만원 미만
53339408,20250421,경상북도,경주시/안동시/포항시,20250301,1박 2일,2명,배우자,,,,,,자연 풍경 감상 (산/ 바다 등),F,30대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,500~700만원 미만
53339486,20250421,강원도,강릉시,20250119,2박 3일,2명,연인,,,,,,휴식,F,30대,미혼,미혼,사무/기술직,300만원 미만
53339516,20250421,서울시,모름,20250417,2박 3일,5명 이상,친구,,,,,,식도락 (지역 특색/제철 음식),M,60대 이상,기혼,자녀 독립(막내 결혼),기능/숙련/일반작업직,300~500만원 미만
53340084,20250421,제주도,구좌읍/대정읍/서귀포시(시내동)/성산읍/안덕면/제주시(시내동)/조천읍/한림읍,20250324,3박 4일,2명,배우자,,,,,,식도락 (지역 특색/제철 음식),F,40대,기혼,신혼기(자녀 없음),사무/기술직,300만원 미만
53340327,20250421,서울시,모름,20250327,4박 5일,2명,부모/형제/자녀 등 가족,,,,,,식도락 (지역 특색/제철 음식),M,20대,미혼,미혼,대학/대학원생,모름
53340482,20250421,강원도,영월군,20250328,2박 3일,혼자서,혼자서,,,,,,친지/친구/친척 만나기,F,60대 이상,기혼,자녀 독립(막내 결혼),전업주부,700만원 이상
53340618,20250421,경상북도,경주시,20250313,5박 6일,2명,연인,,,,,,휴식,F,30대,미혼,미혼,사무/기술직,모름
53340729,20250421,부산시,모름,20250405,1박 2일,2명,연인,,,,,,자연 풍경 감상 (산/ 바다 등),F,40대,미혼,미혼,자영업,500~700만원 미만
53340859,20250421,전라남도,여수시,20250310,4박 5일,2명,배우자,,,,,,자연 풍경 감상 (산/ 바다 등),F,50대,기혼,자녀 성인(막내 대학),전업주부,700만원 이상
53341062,20250421,충청남도,서천군/세종특별자치시,20250308,1박 2일,2명,부모/형제/자녀 등 가족,,,,,,도시 경관 감상 (건축물/ 거리 등),M,30대,미혼,미혼,사무/기술직,모름
53341064,20250421,충청남도,예산군,20250118,2박 3일,2명,배우자,,,,,,휴식,F,50대,기혼,자녀 성인(막내 대학),사무/기술직,300~500만원 미만
53341079,20250421,경기도,고양시,20250328,2박 3일,4명,배우자,부모/형제/자녀 등 가족,,,,,놀이/테마공원-온천 등 즐기기,M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),기타/무직,300~500만원 미만
53341370,20250421,강원도,속초시,20250101,2박 3일,3명,부모/형제/자녀 등 가족,,,,,,식도락 (지역 특색/제철 음식),F,50대,기혼,자녀 성인(막내 대학),사무/기술직,700만원 이상
53341408,20250421,부산시,모름,20250110,4박 5일,4명,배우자,부모/형제/자녀 등 가족,,,,,역사-유적 감상 (유적지/ 박물관 등),F,40대,기혼,자녀 성장(막내 중고생),사무/기술직,700만원 이상
53341426,20250421,서울시,모름,20250301,1박 2일,2명,배우자,,,,,,친지/친구/친척 만나기,F,50대,기혼,자녀 성인(막내 대학),사무/기술직,700만원 이상
53341441,20250421,전라남도,화순군,20250124,1박 2일,4명,부모/형제/자녀 등 가족,,,,,,휴식,F,50대,기혼,자녀 성장(막내 중고생),전업주부,700만원 이상
53341513,20250421,강원도,속초시,20250122,3박 4일,4명,부모/형제/자녀 등 가족,,,,,,식도락 (지역 특색/제철 음식),M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,700만원 이상
53341706,20250421,제주도,표선면,20250121,6박 7일 이상,4명,,,,,,,자연 풍경 감상 (산/ 바다 등),M,60대 이상,기혼,자녀 독립(막내 결혼),자영업,300~500만원 미만
53342119,20250421,경상남도,고성군,20250419,1박 2일,3명,부모/형제/자녀 등 가족,,,,,,자연 풍경 감상 (산/ 바다 등),M,30대,기타,자녀 유아&성장(막내 입학전~초등생),기타/무직,모름
53342760,20250421,제주도,서귀포시(시내동),20250101,2박 3일,3명,배우자,부모/형제/자녀 등 가족,,,,,자연 풍경 감상 (산/ 바다 등),M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,500~700만원 미만
53342871,20250421,경상북도,경주시,20250104,1박 2일,2명,친구,,,,,,역사-유적 감상 (유적지/ 박물관 등),F,50대,미혼,미혼,사무/기술직,모름
53343167,20250421,충청남도,예산군,20250228,2박 3일,3명,배우자,부모/형제/자녀 등 가족,,,,,휴식,M,30대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,300~500만원 미만
53343429,20250421,전라남도,담양군/보성군/장흥군,20250130,4박 5일,3명,친구,,,,,,자연 풍경 감상 (산/ 바다 등),F,40대,기혼,자녀 성인(막내 대학),사무/기술직,500~700만원 미만
53343550,20250421,경상북도,상주시,20250328,3박 4일,4명,부모/형제/자녀 등 가족,,,,,,친지/친구/친척 만나기,F,30대,미혼,미혼,자영업,모름
53343864,20250421,서울시,모름,20250315,1박 2일,4명,직장동료,,,,,,문화-예술 즐기기 (미술관/ 공연 등),M,40대,미혼,미혼,사무/기술직,300만원 미만
53343932,20250421,전라남도,구례군/해남군,20250405,2박 3일,4명,배우자,부모/형제/자녀 등 가족,,,,,자연 풍경 감상 (산/ 바다 등),F,50대,기혼,자녀 성인(막내 대학),전업주부,700만원 이상
53343957,20250421,경상남도,거제시,20250201,1박 2일,4명,친구,,,,,,휴식,M,50대,기타,자녀 성장(막내 중고생),사무/기술직,500~700만원 미만
53344120,20250421,충청남도,당진시,20250103,2박 3일,5명 이상,배우자,부모/형제/자녀 등 가족,,,,,친지/친구/친척 만나기,M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,500~700만원 미만
53344441,20250421,강원도,평창군,20250301,1박 2일,3명,부모/형제/자녀 등 가족,친구,,,,,친지/친구/친척 만나기,F,40대,기혼,자녀 유아&성장(막내 입학전~초등생),전업주부,300만원 미만
53344449,20250421,경기도,가평군,20250412,1박 2일,5명 이상,친구,,,,,,친지/친구/친척 만나기,M,30대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,모름
53344812,20250421,서울시,모름,20250301,1박 2일,2명,배우자,,,,,,취미-운동 활동 (등산/ 낚시/ 골프 등),F,50대,기혼,자녀 성인(막내 대학),사무/기술직,700만원 이상
53345083,20250421,충청남도,보령시,20250118,1박 2일,5명 이상,부모/형제/자녀 등 가족,,,,,,자연 풍경 감상 (산/ 바다 등),M,60대 이상,기혼,자녀 성인(막내 대학),기타/무직,500~700만원 미만
53345409,20250421,전라남도,목포시,20250329,1박 2일,2명,배우자,,,,,,식도락 (지역 특색/제철 음식),M,40대,기혼,신혼기(자녀 없음),사무/기술직,500~700만원 미만
53345541,20250421,강원도,강릉시,20250312,6박 7일 이상,3명,배우자,연인,,,,,식도락 (지역 특색/제철 음식),F,50대,기혼,자녀 성인(막내 대학),자영업,500~700만원 미만
53345610,20250421,경상북도,포항시,20250228,1박 2일,3명,부모/형제/자녀 등 가족,,,,,,자연 풍경 감상 (산/ 바다 등),F,40대,기혼,자녀 유아&성장(막내 입학전~초등생),전업주부,500~700만원 미만
53345663,20250421,경상북도,문경시,20250405,1박 2일,모름,,,,,,,역사-유적 감상 (유적지/ 박물관 등),M,60대 이상,기혼,자녀 성인(막내 대학),기타/무직,모름
53345664,20250421,제주도,서귀포시(시내동)/제주시(시내동),20250115,5박 6일,4명,배우자,부모/형제/자녀 등 가족,,,,,놀이/테마공원-온천 등 즐기기,M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,300~500만원 미만
53346052,20250421,강원도,강릉시,20250101,1박 2일,5명 이상,부모/형제/자녀 등 가족,,,,,,친지/친구/친척 만나기,F,60대 이상,기혼,자녀 성인(막내 대학),전업주부,500~700만원 미만
53346096,20250421,부산시,모름,20250216,1박 2일,4명,배우자,친구,,,,,식도락 (지역 특색/제철 음식),F,50대,기혼,자녀 유아&성장(막내 입학전~초등생),전업주부,500~700만원 미만
53346367,20250421,전라남도,광양시,20250301,1박 2일,2명,배우자,,,,,,자연 풍경 감상 (산/ 바다 등),F,50대,기혼,자녀 성인(막내 대학),사무/기술직,700만원 이상
53346626,20250421,대전시,모름,20250419,1박 2일,4명,배우자,부모/형제/자녀 등 가족,,,,,기타,F,30대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,500~700만원 미만
53347208,20250421,제주도,제주시(시내동)/한림읍,20250416,2박 3일,4명,친구,,,,,,취미-운동 활동 (등산/ 낚시/ 골프 등),M,60대 이상,기혼,자녀 성인(막내 대학),기타/무직,700만원 이상
53347238,20250421,강원도,속초시,20250315,1박 2일,5명 이상,친구,,,,,,휴식,M,50대,기타,자녀 성인(막내 대학),자영업,모름
53347396,20250421,충청남도,보령시,20250315,1박 2일,2명,배우자,,,,,,자연 풍경 감상 (산/ 바다 등),M,50대,기혼,자녀 성장(막내 중고생),사무/기술직,700만원 이상
53347823,20250421,충청남도,서천군,20250308,1박 2일,2명,연인,,,,,,휴식,F,20대,미혼,미혼,사무/기술직,모름
53347961,20250421,제주도,성산읍/애월읍/제주시(시내동),20250129,3박 4일,3명,배우자,부모/형제/자녀 등 가족,,,,,휴식,F,40대,기혼,자녀 유아&성장(막내 입학전~초등생),판매/서비스직,500~700만원 미만
53348404,20250421,전라북도,고창군,20250416,1박 2일,3명,부모/형제/자녀 등 가족,,,,,,휴식,F,30대,미혼,미혼,기타/무직,500~700만원 미만
53348782,20250421,부산시,모름,20250323,6박 7일 이상,2명,배우자,,,,,,자연 풍경 감상 (산/ 바다 등),F,50대,기혼,자녀 성인(막내 대학),전업주부,모름
53348838,20250421,강원도,영월군,20250321,1박 2일,2명,친구,,,,,,자연 풍경 감상 (산/ 바다 등),M,50대,기타,자녀 성장(막내 중고생),기타/무직,300만원 미만
53349190,20250421,경기도,용인시,20250328,2박 3일,혼자서,혼자서,,,,,,친지/친구/친척 만나기,M,60대 이상,기혼,자녀 성인(막내 대학),자영업,700만원 이상
53349305,20250421,부산시,모름,20250320,2박 3일,4명,친구,,,,,,식도락 (지역 특색/제철 음식),M,60대 이상,기혼,자녀 성인(막내 대학),기타/무직,모름
53349605,20250421,충청북도,충주시(구 청원군 포함),20250103,1박 2일,2명,배우자,,,,,,놀이/테마공원-온천 등 즐기기,F,50대,기혼,자녀 성인(막내 대학),사무/기술직,700만원 이상
53349854,20250421,강원도,홍천군,20250404,1박 2일,3명,부모/형제/자녀 등 가족,,,,,,놀이/테마공원-온천 등 즐기기,M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,700만원 이상
53349911,20250421,충청남도,태안군,20250418,2박 3일,5명 이상,배우자,부모/형제/자녀 등 가족,,,,,자연 풍경 감상 (산/ 바다 등),M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,700만원 이상
53349960,20250421,서울시,모름,20250308,1박 2일,2명,부모/형제/자녀 등 가족,,,,,,쇼핑,F,50대,기혼,자녀 성인(막내 대학),판매/서비스직,300~500만원 미만
53350211,20250421,강원도,강릉시,20250308,1박 2일,5명 이상,부모/형제/자녀 등 가족,,,,,,자연 풍경 감상 (산/ 바다 등),M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,700만원 이상
53350767,20250421,경상남도,거창군,20250405,1박 2일,2명,배우자,,,,,,휴식,M,30대,기혼,신혼기(자녀 없음),기능/숙련/일반작업직,500~700만원 미만
53350877,20250421,강원도,강릉시,20250303,3박 4일,4명,부모/형제/자녀 등 가족,,,,,,식도락 (지역 특색/제철 음식),F,30대,미혼,미혼,기타/무직,300~500만원 미만
53351007,20250421,전라남도,광양시,20250306,4박 5일,혼자서,혼자서,,,,,,취미-운동 활동 (등산/ 낚시/ 골프 등),M,60대 이상,기혼,자녀 독립(막내 결혼),사무/기술직,500~700만원 미만
53351136,20250421,경상북도,예천군,20250303,1박 2일,2명,친구,,,,,,친지/친구/친척 만나기,F,60대 이상,기혼,자녀 성인(막내 대학),기타/무직,모름
53351822,20250421,서울시,모름,20250322,1박 2일,5명 이상,친구,,,,,,취미-운동 활동 (등산/ 낚시/ 골프 등),F,60대 이상,기혼,자녀 성인(막내 대학),전업주부,300~500만원 미만
53352002,20250421,경상북도,예천군,20250306,6박 7일 이상,5명 이상,직장동료,,,,,,자연 풍경 감상 (산/ 바다 등),F,50대,기혼,자녀 유아&성장(막내 입학전~초등생),기능/숙련/일반작업직,300만원 미만
53352090,20250421,강원도,강릉시/동해시,20250417,2박 3일,3명,친구,,,,,,자연 풍경 감상 (산/ 바다 등),M,60대 이상,기혼,자녀 성인(막내 대학),기타/무직,모름
53352200,20250421,강원도,홍천군,20250101,3박 4일,5명 이상,친구,,,,,,휴식,F,40대,기혼,자녀 성장(막내 중고생),사무/기술직,700만원 이상
53352314,20250421,전라남도,강진군/화순군,20250106,4박 5일,4명,부모/형제/자녀 등 가족,,,,,,축제-행사 참여,M,30대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,500~700만원 미만
53352389,20250421,전라남도,강진군/고흥군/순천시/장흥군,20250315,1박 2일,4명,친구,,,,,,자연 풍경 감상 (산/ 바다 등),F,60대 이상,기혼,자녀 독립(막내 결혼),전업주부,500~700만원 미만
53352757,20250421,강원도,강릉시/동해시/속초시/양양군/인제군/정선군,20250405,1박 2일,4명,부모/형제/자녀 등 가족,,,,,,식도락 (지역 특색/제철 음식),M,50대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,700만원 이상
