RESPOND_ID,EXAMIN_BEGIN_DE,TOUR_CTPRVN_NM,TOUR_SIGNGU_NM,TOUR_BEGIN_DE,TOUR_PD_VALUE,TOUR_COM_NMPR_NM,COM_ONE_TY,COM_TWO_TY,COM_THREE_TY,COM_FOUR_TY,COM_FIVE_TY,COM_SIX_TY,TOUR_PURPS_NM,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,MRRG_AT_NM,CHLDRN_TY_NM,OCCP_NM,HSHLD_INCOME_DGREE_NM
130808,20251117,인천시,모름,20250810,6박 7일 이상,2명,배우자,,,,,,자연 풍경 감상 (산/ 바다 등),F,60대 이상,기혼,자녀 독립(막내 결혼),기타/무직,300~500만원 미만
151677,20251117,경기도,광주시,20251028,1박 2일,2명,배우자,,,,,,자연 풍경 감상 (산/ 바다 등),F,60대 이상,기혼,자녀 성인(막내 대학),사무/기술직,700만원 이상
156439,20251117,충청북도,단양군/제천시/충주시(구 청원군 포함),20250908,6박 7일 이상,혼자서,혼자서,,,,,,문화-예술 즐기기 (미술관/ 공연 등),M,30대,미혼,미혼,사무/기술직,500~700만원 미만
245007,20251117,전라남도,구체적인 지역 모름,20251008,2박 3일,4명,배우자,부모/형제/자녀 등 가족,,,,,자연 풍경 감상 (산/ 바다 등),F,40대,기혼,자녀 성장(막내 중고생),기타/무직,모름
321410,20251117,경상북도,청도군,20251114,2박 3일,2명,친구,,,,,,휴식,F,20대,미혼,미혼,사무/기술직,300만원 미만
333273,20251117,대구시,모름,20251003,2박 3일,2명,배우자,,,,,,놀이/테마공원-온천 등 즐기기,M,20대,기혼,신혼기(자녀 없음),기능/숙련/일반작업직,300~500만원 미만
342927,20251117,서울시,모름,20250901,3박 4일,2명,부모/형제/자녀 등 가족,,,,,,역사-유적 감상 (유적지/ 박물관 등),F,60대 이상,기혼,자녀 성인(막내 대학),기타/무직,300~500만원 미만
350087,20251117,충청남도,아산시/천안시,20250816,1박 2일,혼자서,혼자서,,,,,,휴식,M,20대,미혼,미혼,기타/무직,500~700만원 미만
367713,20251117,부산시,모름,20250813,2박 3일,3명,친구,,,,,,휴식,F,60대 이상,기타,자녀 독립(막내 결혼),기타/무직,300만원 미만
400936,20251117,경기도,화성시,20251025,1박 2일,2명,직장동료,,,,,,휴식,M,20대,미혼,미혼,사무/기술직,모름
408809,20251117,충청남도,공주시/부여군,20251003,2박 3일,2명,배우자,,,,,,문화-예술 즐기기 (미술관/ 공연 등),M,30대,미혼,미혼,경영/관리/전문직,300~500만원 미만
410802,20251117,강원도,강릉시,20251007,3박 4일,2명,배우자,,,,,,자연 풍경 감상 (산/ 바다 등),M,20대,미혼,미혼,대학/대학원생,300~500만원 미만
411481,20251117,경상남도,거창군/창원시,20251020,1박 2일,2명,배우자,,,,,,자연 풍경 감상 (산/ 바다 등),F,60대 이상,기혼,자녀 독립(막내 결혼),전업주부,모름
411884,20251117,경기도,가평군/수원시/양평군,20251001,6박 7일 이상,2명,연인,,,,,,식도락 (지역 특색/제철 음식),M,30대,미혼,미혼,대학/대학원생,모름
412110,20251117,부산시,모름,20251113,1박 2일,2명,친구,,,,,,문화-예술 즐기기 (미술관/ 공연 등),M,20대,미혼,미혼,기능/숙련/일반작업직,300만원 미만
413000,20251117,제주도,대정읍/애월읍/제주시(시내동),20251008,3박 4일,3명,배우자,부모/형제/자녀 등 가족,,,,,휴식,M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,700만원 이상
418156,20251117,전라남도,광양시,20251011,1박 2일,2명,배우자,,,,,,친지/친구/친척 만나기,F,60대 이상,기혼,자녀 성인(막내 대학),판매/서비스직,300~500만원 미만
419168,20251117,경기도,가평군,20250801,2박 3일,3명,부모/형제/자녀 등 가족,친구,,,,,기타,M,30대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,700만원 이상
424197,20251117,경기도,수원시,20251019,1박 2일,2명,연인,,,,,,식도락 (지역 특색/제철 음식),M,20대,미혼,미혼,대학/대학원생,700만원 이상
425066,20251117,부산시,모름,20251002,1박 2일,혼자서,혼자서,,,,,,휴식,M,20대,미혼,미혼,대학/대학원생,모름
425383,20251117,부산시,모름,20250801,1박 2일,4명,부모/형제/자녀 등 가족,,,,,,놀이/테마공원-온천 등 즐기기,M,20대,미혼,미혼,사무/기술직,500~700만원 미만
429940,20251117,서울시,모름,20251024,1박 2일,3명,직장동료,,,,,,쇼핑,M,20대,미혼,미혼,기능/숙련/일반작업직,모름
430700,20251117,경기도,안양시,20250815,1박 2일,3명,부모/형제/자녀 등 가족,,,,,,자연 풍경 감상 (산/ 바다 등),M,20대,미혼,미혼,대학/대학원생,700만원 이상
435086,20251117,전라북도,전주시,20251003,1박 2일,혼자서,혼자서,,,,,,친지/친구/친척 만나기,F,20대,미혼,미혼,대학/대학원생,모름
439130,20251117,강원도,홍천군,20251010,2박 3일,3명,배우자,부모/형제/자녀 등 가족,,,,,취미-운동 활동 (등산/ 낚시/ 골프 등),M,30대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,300~500만원 미만
449080,20251117,경상남도,남해군,20251005,2박 3일,3명,부모/형제/자녀 등 가족,친구,,,,,휴식,F,60대 이상,미혼,미혼,기타/무직,700만원 이상
452135,20251117,대전시,모름,20250921,1박 2일,2명,배우자,,,,,,식도락 (지역 특색/제철 음식),M,30대,기혼,신혼기(자녀 없음),사무/기술직,700만원 이상
453308,20251117,경상북도,영주시/포항시,20250823,2박 3일,2명,배우자,,,,,,자연 풍경 감상 (산/ 바다 등),F,60대 이상,기혼,자녀 독립(막내 결혼),전업주부,500~700만원 미만
453634,20251117,강원도,원주시,20251006,2박 3일,5명 이상,부모/형제/자녀 등 가족,,,,,,놀이/테마공원-온천 등 즐기기,F,60대 이상,기타,자녀 성인(막내 대학),기타/무직,300만원 미만
454802,20251117,강원도,정선군,20251025,1박 2일,2명,배우자,,,,,,자연 풍경 감상 (산/ 바다 등),F,60대 이상,기혼,자녀 성인(막내 대학),사무/기술직,700만원 이상
455393,20251117,전라남도,순천시,20251004,1박 2일,혼자서,혼자서,,,,,,친지/친구/친척 만나기,F,20대,미혼,미혼,사무/기술직,모름
455801,20251117,제주도,구체적인 지역 모름,20251003,2박 3일,혼자서,혼자서,,,,,,식도락 (지역 특색/제철 음식),M,20대,미혼,미혼,판매/서비스직,300~500만원 미만
458064,20251117,제주도,제주시(시내동),20251022,6박 7일 이상,2명,연인,,,,,,휴식,F,20대,미혼,미혼,대학/대학원생,모름
458670,20251117,인천시,모름,20251018,1박 2일,4명,친구,,,,,,휴식,M,20대,미혼,미혼,판매/서비스직,700만원 이상
458694,20251117,울산시,모름,20250815,1박 2일,2명,친구,,,,,,친지/친구/친척 만나기,M,20대,미혼,미혼,대학/대학원생,300~500만원 미만
458782,20251117,경기도,파주시,20250822,1박 2일,2명,부모/형제/자녀 등 가족,,,,,,휴식,M,20대,미혼,미혼,사무/기술직,300만원 미만
459028,20251117,전라북도,전주시,20250926,2박 3일,3명,친구,,,,,,휴식,F,20대,미혼,미혼,판매/서비스직,500~700만원 미만
459689,20251117,서울시,모름,20250808,3박 4일,4명,부모/형제/자녀 등 가족,,,,,,휴식,M,20대,미혼,미혼,기타/무직,모름
459747,20251117,울산시,모름,20250920,1박 2일,3명,친구,,,,,,휴식,M,20대,미혼,미혼,사무/기술직,모름
459768,20251117,부산시,모름,20251001,6박 7일 이상,혼자서,혼자서,,,,,,축제-행사 참여,F,20대,미혼,미혼,사무/기술직,모름
463266,20251117,서울시,모름,20251013,4박 5일,2명,친구,,,,,,쇼핑,F,20대,미혼,미혼,대학/대학원생,모름
464226,20251117,전라남도,구례군,20251101,1박 2일,혼자서,혼자서,,,,,,친지/친구/친척 만나기,F,20대,미혼,미혼,판매/서비스직,300만원 미만
467477,20251117,강원도,화천군,20250807,1박 2일,2명,배우자,,,,,,축제-행사 참여,M,20대,미혼,미혼,대학/대학원생,500~700만원 미만
469030,20251117,강원도,강릉시/속초시,20251114,4박 5일,2명,연인,,,,,,식도락 (지역 특색/제철 음식),M,20대,미혼,미혼,기능/숙련/일반작업직,모름
471195,20251117,서울시,모름,20251010,6박 7일 이상,2명,연인,,,,,,식도락 (지역 특색/제철 음식),M,20대,미혼,미혼,자영업,모름
471994,20251117,경상북도,경주시,20251015,1박 2일,2명,부모/형제/자녀 등 가족,,,,,,도시 경관 감상 (건축물/ 거리 등),M,20대,미혼,미혼,기능/숙련/일반작업직,모름
474900,20251117,서울시,모름,20251013,2박 3일,2명,친구,,,,,,문화-예술 즐기기 (미술관/ 공연 등),F,20대,미혼,미혼,기타/무직,모름
477378,20251117,경상북도,경주시,20251003,1박 2일,2명,연인,,,,,,식도락 (지역 특색/제철 음식),M,20대,미혼,미혼,사무/기술직,300만원 미만
478938,20251117,인천시,모름,20251006,2박 3일,2명,친구,,,,,,취미-운동 활동 (등산/ 낚시/ 골프 등),M,30대,미혼,미혼,자영업,모름
479148,20251117,충청남도,세종특별자치시,20251001,1박 2일,2명,직장동료,,,,,,식도락 (지역 특색/제철 음식),M,20대,미혼,미혼,기능/숙련/일반작업직,300~500만원 미만
479274,20251117,충청북도,청주시,20250815,2박 3일,2명,연인,,,,,,식도락 (지역 특색/제철 음식),M,30대,미혼,미혼,사무/기술직,300~500만원 미만
479275,20251117,강원도,춘천시,20251025,1박 2일,2명,연인,,,,,,휴식,M,20대,미혼,미혼,사무/기술직,모름
479332,20251117,전라북도,부안군,20250927,1박 2일,5명 이상,부모/형제/자녀 등 가족,,,,,,휴식,F,60대 이상,기혼,자녀 성인(막내 대학),전업주부,700만원 이상
479664,20251117,경상남도,창원시,20251016,5박 6일,5명 이상,부모/형제/자녀 등 가족,,,,,,쇼핑,F,20대,미혼,미혼,대학/대학원생,700만원 이상
480000,20251117,인천시,모름,20251107,2박 3일,3명,부모/형제/자녀 등 가족,,,,,,놀이/테마공원-온천 등 즐기기,F,20대,미혼,미혼,사무/기술직,300만원 미만
48008,20251117,부산시,모름,20251003,3박 4일,4명,부모/형제/자녀 등 가족,,,,,,문화-예술 즐기기 (미술관/ 공연 등),F,50대,기혼,자녀 성장(막내 중고생),사무/기술직,500~700만원 미만
484853,20251117,경상남도,김해시,20250813,4박 5일,혼자서,혼자서,,,,,,역사-유적 감상 (유적지/ 박물관 등),M,20대,미혼,미혼,사무/기술직,모름
485485,20251117,전라남도,순천시,20250822,2박 3일,2명,배우자,,,,,,식도락 (지역 특색/제철 음식),F,60대 이상,기혼,자녀 성인(막내 대학),자영업,500~700만원 미만
485530,20251117,경기도,성남시,20251106,4박 5일,2명,부모/형제/자녀 등 가족,,,,,,친지/친구/친척 만나기,F,60대 이상,기혼,신혼기(자녀 없음),전업주부,300~500만원 미만
51631,20251117,강원도,평창군,20251101,1박 2일,3명,부모/형제/자녀 등 가족,,,,,,자연 풍경 감상 (산/ 바다 등),M,40대,미혼,미혼,사무/기술직,300~500만원 미만
53322866,20251117,경기도,연천군,20250824,1박 2일,3명,배우자,부모/형제/자녀 등 가족,,,,,축제-행사 참여,M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,300~500만원 미만
53322896,20251117,부산시,모름,20251010,2박 3일,2명,친구,,,,,,문화-예술 즐기기 (미술관/ 공연 등),F,50대,기혼,신혼기(자녀 없음),사무/기술직,700만원 이상
53323087,20251117,경상남도,합천군,20250913,1박 2일,모름,부모/형제/자녀 등 가족,,,,,,역사-유적 감상 (유적지/ 박물관 등),F,50대,기혼,자녀 성인(막내 대학),전업주부,500~700만원 미만
53323543,20251117,충청북도,제천시,20251114,1박 2일,2명,배우자,,,,,,자연 풍경 감상 (산/ 바다 등),M,30대,기혼,신혼기(자녀 없음),사무/기술직,500~700만원 미만
53324145,20251117,경상남도,밀양시/창원시/통영시,20251018,2박 3일,2명,배우자,,,,,,자연 풍경 감상 (산/ 바다 등),F,50대,기혼,자녀 성인(막내 대학),전업주부,300~500만원 미만
53324297,20251117,경기도,양평군,20251028,3박 4일,2명,부모/형제/자녀 등 가족,,,,,,문화-예술 즐기기 (미술관/ 공연 등),F,60대 이상,기혼,자녀 독립(막내 결혼),기타/무직,300만원 미만
53324449,20251117,경상북도,울진군,20250823,2박 3일,2명,배우자,,,,,,놀이/테마공원-온천 등 즐기기,F,30대,기혼,신혼기(자녀 없음),사무/기술직,700만원 이상
53324630,20251117,경상남도,창원시,20250816,6박 7일 이상,2명,배우자,,,,,,친지/친구/친척 만나기,M,60대 이상,기혼,자녀 성인(막내 대학),기능/숙련/일반작업직,300~500만원 미만
53324751,20251117,강원도,속초시/양양군,20251005,1박 2일,4명,부모/형제/자녀 등 가족,,,,,,휴식,F,60대 이상,기혼,자녀 성인(막내 대학),기타/무직,700만원 이상
53325055,20251117,인천시,모름,20251009,1박 2일,2명,연인,,,,,,휴식,F,30대,미혼,미혼,사무/기술직,모름
53325079,20251117,강원도,강릉시/고성군/동해시/삼척시/속초시/인제군,20250920,3박 4일,5명 이상,친구,,,,,,자연 풍경 감상 (산/ 바다 등),M,60대 이상,기혼,자녀 성인(막내 대학),판매/서비스직,500~700만원 미만
53325249,20251117,인천시,모름,20250816,1박 2일,3명,부모/형제/자녀 등 가족,,,,,,식도락 (지역 특색/제철 음식),M,60대 이상,기혼,자녀 성인(막내 대학),기타/무직,700만원 이상
53325448,20251117,경상남도,창원시,20251011,1박 2일,2명,배우자,,,,,,자연 풍경 감상 (산/ 바다 등),F,50대,기혼,자녀 성인(막내 대학),판매/서비스직,300만원 미만
53325835,20251117,광주시,모름,20250925,2박 3일,2명,연인,,,,,,역사-유적 감상 (유적지/ 박물관 등),M,60대 이상,기혼,자녀 성인(막내 대학),사무/기술직,300~500만원 미만
53325870,20251117,강원도,영월군,20250804,1박 2일,5명 이상,배우자,부모/형제/자녀 등 가족,친구,,,,취미-운동 활동 (등산/ 낚시/ 골프 등),F,50대,기혼,자녀 성인(막내 대학),기능/숙련/일반작업직,700만원 이상
53325932,20251117,전라남도,광양시,20250830,1박 2일,2명,배우자,,,,,,친지/친구/친척 만나기,M,60대 이상,기혼,자녀 독립(막내 결혼),사무/기술직,모름
53325949,20251117,충청북도,단양군,20251114,2박 3일,5명 이상,부모/형제/자녀 등 가족,,,,,,자연 풍경 감상 (산/ 바다 등),F,40대,기혼,자녀 유아&성장(막내 입학전~초등생),전업주부,700만원 이상
53325996,20251117,경상남도,남해군,20250816,모름,혼자서,혼자서,,,,,,역사-유적 감상 (유적지/ 박물관 등),F,50대,기혼,자녀 성장(막내 중고생),자영업,700만원 이상
53326003,20251117,전라남도,고흥군/구례군/순천시,20250910,3박 4일,2명,배우자,,,,,,자연 풍경 감상 (산/ 바다 등),M,60대 이상,기혼,자녀 독립(막내 결혼),기타/무직,500~700만원 미만
53326056,20251117,강원도,속초시,20251024,2박 3일,5명 이상,직장동료,,,,,,식도락 (지역 특색/제철 음식),F,50대,기혼,자녀 성장(막내 중고생),사무/기술직,700만원 이상
53326147,20251117,전라남도,목포시,20250804,1박 2일,4명,부모/형제/자녀 등 가족,,,,,,도시 경관 감상 (건축물/ 거리 등),F,20대,미혼,미혼,자영업,500~700만원 미만
53326199,20251117,경상남도,산청군,20251117,1박 2일,2명,배우자,,,,,,자연 풍경 감상 (산/ 바다 등),F,50대,기혼,자녀 성인(막내 대학),전업주부,300~500만원 미만
53326630,20251117,경상북도,문경시,20250919,1박 2일,5명 이상,친구,,,,,,자연 풍경 감상 (산/ 바다 등),M,60대 이상,기타,자녀 성인(막내 대학),경영/관리/전문직,500~700만원 미만
53326656,20251117,강원도,속초시,20251024,3박 4일,2명,배우자,,,,,,자연 풍경 감상 (산/ 바다 등),M,60대 이상,기혼,자녀 독립(막내 결혼),기타/무직,500~700만원 미만
53327196,20251117,강원도,홍천군,20251006,2박 3일,4명,부모/형제/자녀 등 가족,,,,,,자연 풍경 감상 (산/ 바다 등),M,50대,기혼,자녀 성인(막내 대학),기능/숙련/일반작업직,500~700만원 미만
53327735,20251117,전라남도,여수시,20250816,2박 3일,3명,부모/형제/자녀 등 가족,,,,,,식도락 (지역 특색/제철 음식),F,50대,기혼,자녀 성인(막내 대학),사무/기술직,700만원 이상
53327850,20251117,부산시,모름,20251024,4박 5일,3명,배우자,부모/형제/자녀 등 가족,,,,,휴식,M,50대,기혼,자녀 성인(막내 대학),판매/서비스직,500~700만원 미만
53328047,20251117,제주도,한림읍,20250811,6박 7일 이상,2명,배우자,,,,,,휴식,M,60대 이상,기혼,자녀 독립(막내 결혼),기능/숙련/일반작업직,300~500만원 미만
53328346,20251117,제주도,서귀포시(시내동)/조천읍,20251006,2박 3일,5명 이상,부모/형제/자녀 등 가족,,,,,,자연 풍경 감상 (산/ 바다 등),M,50대,기혼,자녀 성장(막내 중고생),경영/관리/전문직,700만원 이상
53329654,20251117,경기도,수원시,20251017,2박 3일,2명,연인,,,,,,쇼핑,F,20대,미혼,미혼,사무/기술직,500~700만원 미만
53329666,20251117,울산시,모름,20251025,1박 2일,3명,직장동료,,,,,,자연 풍경 감상 (산/ 바다 등),F,50대,미혼,미혼,기능/숙련/일반작업직,300만원 미만
53329779,20251117,인천시,모름,20251013,1박 2일,3명,친구,,,,,,놀이/테마공원-온천 등 즐기기,F,30대,미혼,미혼,사무/기술직,모름
53329982,20251117,강원도,속초시,20250912,3박 4일,2명,배우자,,,,,,자연 풍경 감상 (산/ 바다 등),M,60대 이상,기혼,자녀 독립(막내 결혼),자영업,300~500만원 미만
53329988,20251117,강원도,강릉시,20250826,1박 2일,혼자서,혼자서,,,,,,식도락 (지역 특색/제철 음식),M,30대,미혼,미혼,자영업,300만원 미만
53330036,20251117,전라북도,정읍시,20251009,2박 3일,4명,배우자,부모/형제/자녀 등 가족,,,,,식도락 (지역 특색/제철 음식),F,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,모름
53330105,20251117,경기도,김포시,20251009,1박 2일,2명,배우자,,,,,,기타,M,50대,기혼,자녀 성인(막내 대학),사무/기술직,700만원 이상
53330421,20251117,경상북도,영주시,20251006,1박 2일,4명,부모/형제/자녀 등 가족,,,,,,친지/친구/친척 만나기,F,30대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,700만원 이상
53330538,20251117,제주도,서귀포시(시내동)/성산읍/우도면/한림읍,20251024,3박 4일,5명 이상,부모/형제/자녀 등 가족,,,,,,자연 풍경 감상 (산/ 바다 등),F,50대,미혼,미혼,사무/기술직,300~500만원 미만
53331074,20251117,경상북도,영주시,20251114,2박 3일,4명,부모/형제/자녀 등 가족,,,,,,친지/친구/친척 만나기,F,40대,미혼,미혼,사무/기술직,700만원 이상
53331078,20251117,경기도,포천시,20251115,1박 2일,2명,연인,,,,,,취미-운동 활동 (등산/ 낚시/ 골프 등),M,40대,기타,신혼기(자녀 없음),사무/기술직,500~700만원 미만
53331344,20251117,전라남도,나주시,20250911,1박 2일,4명,배우자,부모/형제/자녀 등 가족,,,,,식도락 (지역 특색/제철 음식),M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),기타/무직,모름
53331412,20251117,충청남도,천안시,20251030,1박 2일,2명,연인,,,,,,친지/친구/친척 만나기,F,20대,미혼,미혼,사무/기술직,300만원 미만
53331660,20251117,부산시,모름,20251010,1박 2일,5명 이상,친구,,,,,,친지/친구/친척 만나기,M,60대 이상,기혼,자녀 성인(막내 대학),사무/기술직,300~500만원 미만
53331843,20251117,부산시,모름,20251103,1박 2일,4명,배우자,부모/형제/자녀 등 가족,,,,,친지/친구/친척 만나기,M,50대,기혼,자녀 성인(막내 대학),경영/관리/전문직,700만원 이상
53331914,20251117,경기도,포천시,20250814,2박 3일,4명,배우자,부모/형제/자녀 등 가족,,,,,휴식,F,60대 이상,기혼,자녀 성인(막내 대학),사무/기술직,모름
53332240,20251117,충청북도,진천군,20251115,1박 2일,5명 이상,부모/형제/자녀 등 가족,,,,,,기타,F,40대,미혼,미혼,경영/관리/전문직,700만원 이상
53332430,20251117,부산시,모름,20251017,1박 2일,2명,배우자,,,,,,자연 풍경 감상 (산/ 바다 등),F,20대,기혼,신혼기(자녀 없음),사무/기술직,500~700만원 미만
53332452,20251117,충청북도,단양군/제천시,20251011,2박 3일,혼자서,혼자서,,,,,,친지/친구/친척 만나기,M,50대,기타,자녀 성인(막내 대학),자영업,300~500만원 미만
53332633,20251117,경상북도,경주시,20251115,1박 2일,2명,연인,,,,,,역사-유적 감상 (유적지/ 박물관 등),F,30대,미혼,미혼,판매/서비스직,모름
53332743,20251117,부산시,모름,20250802,1박 2일,2명,연인,,,,,,기타,F,30대,기혼,신혼기(자녀 없음),기타/무직,500~700만원 미만
53333155,20251117,전라북도,전주시,20250921,1박 2일,4명,배우자,부모/형제/자녀 등 가족,,,,,역사-유적 감상 (유적지/ 박물관 등),M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,500~700만원 미만
53333434,20251117,경상북도,청도군/포항시,20250902,1박 2일,4명,연인,친구,,,,,쇼핑,F,20대,미혼,미혼,자영업,700만원 이상
53333839,20251117,전라남도,목포시/순천시,20251016,6박 7일 이상,2명,부모/형제/자녀 등 가족,,,,,,취미-운동 활동 (등산/ 낚시/ 골프 등),F,20대,미혼,미혼,기능/숙련/일반작업직,모름
53333935,20251117,서울시,모름,20251029,1박 2일,혼자서,혼자서,,,,,,축제-행사 참여,M,40대,기혼,자녀 성장(막내 중고생),경영/관리/전문직,300~500만원 미만
53334135,20251117,전라남도,여수시,20251017,4박 5일,2명,배우자,,,,,,놀이/테마공원-온천 등 즐기기,M,50대,기혼,자녀 성인(막내 대학),사무/기술직,300~500만원 미만
53334666,20251117,경상남도,통영시,20251015,4박 5일,2명,배우자,,,,,,자연 풍경 감상 (산/ 바다 등),M,60대 이상,기혼,자녀 독립(막내 결혼),판매/서비스직,700만원 이상
53335071,20251117,충청남도,서산시/아산시,20251114,3박 4일,2명,배우자,,,,,,역사-유적 감상 (유적지/ 박물관 등),M,50대,기혼,자녀 성인(막내 대학),기능/숙련/일반작업직,700만원 이상
53335082,20251117,충청남도,보령시,20250906,1박 2일,5명 이상,직장동료,,,,,,자연 풍경 감상 (산/ 바다 등),M,30대,미혼,미혼,사무/기술직,모름
53335094,20251117,강원도,양양군,20251105,1박 2일,5명 이상,친구,,,,,,식도락 (지역 특색/제철 음식),F,50대,기혼,자녀 성인(막내 대학),사무/기술직,모름
53335128,20251117,강원도,양구군,20251024,2박 3일,4명,부모/형제/자녀 등 가족,,,,,,자연 풍경 감상 (산/ 바다 등),M,40대,기혼,자녀 성장(막내 중고생),사무/기술직,500~700만원 미만
53335277,20251117,부산시,모름,20250917,1박 2일,2명,배우자,,,,,,자연 풍경 감상 (산/ 바다 등),M,60대 이상,기혼,자녀 성인(막내 대학),기능/숙련/일반작업직,700만원 이상
53335931,20251117,강원도,평창군,20250822,1박 2일,2명,배우자,,,,,,자연 풍경 감상 (산/ 바다 등),F,30대,기혼,신혼기(자녀 없음),사무/기술직,500~700만원 미만
53336187,20251117,강원도,속초시,20251006,1박 2일,혼자서,혼자서,,,,,,휴식,M,50대,미혼,미혼,기타/무직,300만원 미만
53336244,20251117,충청남도,서천군,20251018,1박 2일,2명,부모/형제/자녀 등 가족,,,,,,친지/친구/친척 만나기,F,40대,기혼,자녀 성장(막내 중고생),자영업,700만원 이상
53336721,20251117,제주도,구좌읍/제주시(시내동),20251101,2박 3일,3명,부모/형제/자녀 등 가족,,,,,,자연 풍경 감상 (산/ 바다 등),F,60대 이상,기혼,자녀 독립(막내 결혼),자영업,300~500만원 미만
53336893,20251117,서울시,모름,20251025,1박 2일,5명 이상,친구,,,,,,식도락 (지역 특색/제철 음식),F,30대,미혼,미혼,사무/기술직,모름
53336912,20251117,전라남도,구례군/순천시/여수시/화순군,20251110,2박 3일,2명,배우자,,,,,,자연 풍경 감상 (산/ 바다 등),F,50대,기혼,자녀 성인(막내 대학),전업주부,700만원 이상
53336959,20251117,충청북도,옥천군,20251024,2박 3일,5명 이상,배우자,친구,,,,,식도락 (지역 특색/제철 음식),F,60대 이상,기혼,자녀 성인(막내 대학),전업주부,500~700만원 미만
53337027,20251117,전라남도,순천시/신안군/해남군,20250815,2박 3일,2명,배우자,,,,,,식도락 (지역 특색/제철 음식),M,60대 이상,기혼,자녀 독립(막내 결혼),사무/기술직,500~700만원 미만
53337113,20251117,경기도,양평군,20251115,1박 2일,5명 이상,연인,친구,,,,,휴식,F,20대,미혼,미혼,사무/기술직,모름
53337294,20251117,경상북도,경주시,20251007,2박 3일,2명,배우자,,,,,,역사-유적 감상 (유적지/ 박물관 등),F,50대,기혼,자녀 성인(막내 대학),기능/숙련/일반작업직,500~700만원 미만
53337470,20251117,인천시,모름,20251024,1박 2일,4명,배우자,부모/형제/자녀 등 가족,,,,,휴식,F,40대,기혼,자녀 유아&성장(막내 입학전~초등생),판매/서비스직,500~700만원 미만
53337821,20251117,대전시,모름,20250801,2박 3일,2명,연인,,,,,,식도락 (지역 특색/제철 음식),F,20대,미혼,미혼,대학/대학원생,모름
53337987,20251117,강원도,평창군,20251003,2박 3일,2명,배우자,,,,,,도시 경관 감상 (건축물/ 거리 등),M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),기능/숙련/일반작업직,700만원 이상
53338080,20251117,강원도,평창군,20250913,1박 2일,4명,연인,부모/형제/자녀 등 가족,,,,,자연 풍경 감상 (산/ 바다 등),F,20대,미혼,미혼,기능/숙련/일반작업직,500~700만원 미만
53338295,20251117,강원도,평창군,20251025,1박 2일,4명,부모/형제/자녀 등 가족,,,,,,자연 풍경 감상 (산/ 바다 등),F,50대,기혼,자녀 성인(막내 대학),전업주부,300~500만원 미만
53338478,20251117,서울시,모름,20251108,1박 2일,2명,배우자,,,,,,친지/친구/친척 만나기,M,60대 이상,기혼,자녀 독립(막내 결혼),기타/무직,300~500만원 미만
53338644,20251117,충청남도,천안시/태안군,20251013,2박 3일,3명,직장동료,,,,,,식도락 (지역 특색/제철 음식),F,40대,미혼,미혼,사무/기술직,모름
53338901,20251117,대전시,모름,20251010,2박 3일,2명,배우자,,,,,,식도락 (지역 특색/제철 음식),F,30대,기혼,신혼기(자녀 없음),전업주부,모름
53339106,20251117,강원도,속초시/평창군,20251007,2박 3일,5명 이상,부모/형제/자녀 등 가족,,,,,,자연 풍경 감상 (산/ 바다 등),F,60대 이상,기타,자녀 독립(막내 결혼),기타/무직,모름
53339316,20251117,부산시,모름,20251108,4박 5일,2명,배우자,,,,,,식도락 (지역 특색/제철 음식),M,50대,기혼,자녀 성장(막내 중고생),사무/기술직,700만원 이상
53339357,20251117,전라남도,고흥군/여수시,20250915,4박 5일,5명 이상,친구,,,,,,식도락 (지역 특색/제철 음식),M,60대 이상,기혼,자녀 독립(막내 결혼),기타/무직,300만원 미만
53339489,20251117,강원도,속초시,20250920,1박 2일,5명 이상,배우자,부모/형제/자녀 등 가족,,,,,휴식,M,40대,기혼,자녀 성장(막내 중고생),사무/기술직,700만원 이상
53339929,20251117,경상북도,상주시,20251001,4박 5일,4명,부모/형제/자녀 등 가족,,,,,,자연 풍경 감상 (산/ 바다 등),F,30대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,700만원 이상
53339995,20251117,강원도,평창군,20251022,1박 2일,5명 이상,부모/형제/자녀 등 가족,,,,,,자연 풍경 감상 (산/ 바다 등),F,50대,기혼,자녀 성인(막내 대학),판매/서비스직,500~700만원 미만
53339998,20251117,강원도,고성군/속초시,20250809,1박 2일,3명,배우자,부모/형제/자녀 등 가족,,,,,휴식,M,50대,기혼,자녀 성인(막내 대학),사무/기술직,500~700만원 미만
53340125,20251117,서울시,모름,20250919,1박 2일,혼자서,혼자서,,,,,,도시 경관 감상 (건축물/ 거리 등),F,20대,미혼,미혼,사무/기술직,모름
