RESPOND_ID,EXAMIN_YM,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,ANSWRR_OC_AREA_NM,HSHLD_INCOME_DGREE_NM,DMSTC_TOUR_TY_VALUE,OVSEA_TOUR_TY_VALUE
53339328,202412,F,50대,경기도,700만원 이상,개별 여행,단체 패키지 여행
53339408,202412,F,30대,경상북도,500이상700만원 미만,개별 여행,여행경험없음
53339489,202412,M,40대,경기도,700만원 이상,개별 여행,여행경험없음
53339500,202412,F,30대,경기도,700만원 이상,개별 여행,여행경험없음
53339545,202412,F,30대,경기도,300만원 미만,여행경험없음,개별 여행
53339555,202412,M,40대,경상남도,500이상700만원 미만,개별 여행,단체 패키지 여행
53339576,202412,M,50대,경상북도,500이상700만원 미만,개별 여행,여행경험없음
53339598,202412,F,40대,전라남도,모름,개별 여행,여행경험없음
53339606,202412,F,30대,경상북도,300이상500만원 미만,개별 여행,여행경험없음
53339608,202412,F,60대,서울특별시,500이상700만원 미만,개별 여행,개별 여행
53339615,202412,M,50대,부산광역시,700만원 이상,개별 여행,여행경험없음
53339631,202412,F,40대,인천광역시,300이상500만원 미만,개별 여행,여행경험없음
53339647,202412,M,40대,충청북도,300이상500만원 미만,개별 여행,개별 여행
53339651,202412,M,40대,부산광역시,700만원 이상,개별 여행,개별 여행
53339653,202412,M,40대,충청북도,500이상700만원 미만,개별 여행,여행경험없음
53339796,202412,M,50대,경기도,500이상700만원 미만,여행경험없음,개별 여행
53339832,202412,F,40대,경기도,700만원 이상,개별 여행,에어텔 또는 에어카텔 패키지 여행
53339864,202412,M,50대,경기도,700만원 이상,개별 여행,여행경험없음
53339869,202412,F,50대,부산광역시,300만원 미만,개별 여행,여행경험없음
53339877,202412,M,60대,경기도,300만원 미만,개별 여행,여행경험없음
53339888,202412,F,50대,경상남도,모름,단체 패키지 여행,여행경험없음
53339891,202412,F,30대,경기도,모름,여행경험없음,개별 여행
53339900,202412,F,50대,경기도,700만원 이상,여행경험없음,에어텔 또는 에어카텔 패키지 여행
53339951,202412,M,50대,서울특별시,300이상500만원 미만,개별 여행,여행경험없음
53339959,202412,F,50대,충청북도,모름,개별 여행,여행경험없음
53340006,202412,F,30대,서울특별시,300만원 미만,여행경험없음,개별 여행
53340282,202412,M,30대,경상남도,700만원 이상,개별 여행,여행경험없음
53340359,202412,F,40대,대전광역시,500이상700만원 미만,개별 여행,여행경험없음
53340458,202412,M,50대,경기도,300이상500만원 미만,개별 여행,단체 패키지 여행
53340502,202412,M,50대,서울특별시,모름,개별 여행,여행경험없음
53340512,202412,M,40대,경기도,300이상500만원 미만,개별 여행,여행경험없음
53340533,202412,M,50대,경기도,300만원 미만,개별 여행,여행경험없음
53340548,202412,F,40대,인천광역시,500이상700만원 미만,개별 여행,개별 여행
53340552,202412,F,40대,경상북도,500이상700만원 미만,개별 여행,여행경험없음
53340571,202412,M,40대,경기도,700만원 이상,개별 여행,여행경험없음
53340595,202412,M,40대,인천광역시,700만원 이상,여행경험없음,단체 패키지 여행
53340614,202412,M,30대,경상남도,300이상500만원 미만,개별 여행,여행경험없음
53340625,202412,F,30대,충청남도(세종시 포함),모름,여행경험없음,개별 여행
53340635,202412,M,50대,경상남도,700만원 이상,개별 여행,개별 여행
53340690,202412,F,50대,충청북도,모름,개별 여행,여행경험없음
53340696,202412,M,50대,경기도,700만원 이상,개별 여행,여행경험없음
53340765,202412,F,30대,경기도,모름,개별 여행,여행경험없음
53340807,202412,M,50대,서울특별시,500이상700만원 미만,개별 여행,여행경험없음
53340823,202412,M,60대,경기도,300만원 미만,개별 여행,여행경험없음
53340856,202412,F,40대,서울특별시,500이상700만원 미만,개별 여행,여행경험없음
53340897,202412,F,40대,경상남도,500이상700만원 미만,개별 여행,에어텔 또는 에어카텔 패키지 여행
53340916,202412,F,30대,경기도,500이상700만원 미만,개별 여행,개별 여행
53340958,202412,M,40대,경기도,700만원 이상,개별 여행,여행경험없음
53341000,202412,M,60대,강원도,300이상500만원 미만,개별 여행,여행경험없음
53341041,202412,F,40대,인천광역시,300이상500만원 미만,개별 여행,개별 여행
53341057,202412,M,40대,서울특별시,모름,여행경험없음,단체 패키지 여행
53341081,202412,F,40대,서울특별시,700만원 이상,개별 여행,여행경험없음
53341176,202412,M,40대,서울특별시,300이상500만원 미만,개별 여행,여행경험없음
53341204,202412,F,60대,대구광역시,500이상700만원 미만,여행경험없음,단체 패키지 여행
53341210,202412,M,50대,서울특별시,500이상700만원 미만,개별 여행,여행경험없음
53341221,202412,M,50대,경기도,모름,개별 여행,여행경험없음
53341227,202412,M,30대,경기도,500이상700만원 미만,개별 여행,개별 여행
53341278,202412,M,50대,서울특별시,700만원 이상,여행경험없음,개별 여행
53341299,202412,F,60대,서울특별시,300만원 미만,개별 여행,여행경험없음
53341341,202412,F,30대,전라남도,500이상700만원 미만,개별 여행,여행경험없음
53341367,202412,F,20대,인천광역시,모름,개별 여행,개별 여행
53341384,202412,M,30대,서울특별시,모름,개별 여행,여행경험없음
53341386,202412,M,40대,대구광역시,500이상700만원 미만,여행경험없음,개별 여행
53341403,202412,F,40대,경기도,500이상700만원 미만,개별 여행,여행경험없음
53341440,202412,M,50대,경상북도,500이상700만원 미만,개별 여행,여행경험없음
53341483,202412,F,20대,전라남도,모름,개별 여행,여행경험없음
53341491,202412,M,40대,경기도,500이상700만원 미만,개별 여행,개별 여행
53341517,202412,F,50대,부산광역시,300이상500만원 미만,개별 여행,여행경험없음
53341556,202412,F,60대,경기도,700만원 이상,개별 여행,단체 패키지 여행
53341688,202412,F,30대,부산광역시,300만원 미만,여행경험없음,개별 여행
53341691,202412,F,30대,제주도,300이상500만원 미만,개별 여행,여행경험없음
53341707,202412,M,30대,경상남도,300이상500만원 미만,개별 여행,여행경험없음
53341755,202412,M,40대,대구광역시,700만원 이상,개별 여행,여행경험없음
53341770,202412,F,40대,경상남도,700만원 이상,개별 여행,개별 여행
53341795,202412,M,50대,대구광역시,500이상700만원 미만,개별 여행,여행경험없음
53341796,202412,M,20대,인천광역시,모름,개별 여행,개별 여행
53341801,202412,M,40대,전라남도,모름,개별 여행,여행경험없음
53341956,202412,M,30대,경상북도,500이상700만원 미만,개별 여행,여행경험없음
53341999,202412,F,30대,충청남도(세종시 포함),500이상700만원 미만,개별 여행,개별 여행
53342010,202412,M,30대,충청남도(세종시 포함),모름,개별 여행,여행경험없음
53342055,202412,F,40대,대전광역시,300이상500만원 미만,개별 여행,여행경험없음
53342068,202412,F,50대,전라남도,300만원 미만,개별 여행,여행경험없음
53342095,202412,F,40대,서울특별시,700만원 이상,여행경험없음,개별 여행
53342137,202412,F,40대,경기도,300이상500만원 미만,개별 여행,여행경험없음
53342163,202412,F,30대,경상남도,모름,개별 여행,개별 여행
53342203,202412,M,60대,전라남도,700만원 이상,개별 여행,여행경험없음
53342206,202412,M,50대,충청남도(세종시 포함),700만원 이상,개별 여행,개별 여행
53342209,202412,F,40대,경상남도,500이상700만원 미만,개별 여행,여행경험없음
53342262,202412,F,30대,부산광역시,700만원 이상,개별 여행,여행경험없음
53342277,202412,M,20대,서울특별시,모름,여행경험없음,개별 여행
53342328,202412,M,40대,제주도,모름,개별 여행,여행경험없음
53342330,202412,M,50대,서울특별시,700만원 이상,개별 여행,여행경험없음
53342343,202412,M,30대,충청남도(세종시 포함),300이상500만원 미만,개별 여행,개별 여행
53342377,202412,M,30대,충청남도(세종시 포함),500이상700만원 미만,개별 여행,여행경험없음
53342391,202412,F,20대,충청남도(세종시 포함),모름,개별 여행,개별 여행
53342398,202412,F,40대,경기도,300만원 미만,개별 여행,단체 패키지 여행
53342411,202412,F,20대,경상남도,모름,개별 여행,여행경험없음
53342452,202412,F,50대,경기도,700만원 이상,개별 여행,여행경험없음
53342481,202412,M,60대,경상남도,300이상500만원 미만,여행경험없음,단체 패키지 여행
53342557,202412,F,20대,전라남도,모름,개별 여행,여행경험없음
53342560,202412,M,40대,서울특별시,모름,개별 여행,여행경험없음
53342561,202412,F,50대,경기도,모름,개별 여행,개별 여행
53342564,202412,F,40대,전라북도,모름,여행경험없음,개별 여행
53342652,202412,F,20대,서울특별시,모름,여행경험없음,개별 여행
53342673,202412,F,30대,부산광역시,700만원 이상,개별 여행,여행경험없음
53342696,202412,F,20대,대구광역시,모름,개별 여행,개별 여행
53342727,202412,F,40대,경기도,700만원 이상,개별 여행,여행경험없음
53342791,202412,F,40대,경기도,700만원 이상,개별 여행,여행경험없음
53342877,202412,M,50대,대전광역시,500이상700만원 미만,개별 여행,여행경험없음
53342899,202412,M,30대,서울특별시,700만원 이상,개별 여행,개별 여행
53342908,202412,F,60대,경기도,700만원 이상,개별 여행,단체 패키지 여행
53342960,202412,F,40대,대전광역시,300이상500만원 미만,개별 여행,여행경험없음
53342976,202412,M,30대,경상북도,모름,개별 여행,여행경험없음
53343042,202412,F,60대,경기도,모름,여행경험없음,개별 여행
53343213,202412,F,20대,서울특별시,모름,에어텔 또는 에어카텔 패키지 여행,개별 여행
53343242,202412,M,30대,충청북도,모름,개별 여행,개별 여행
53343263,202412,M,20대,서울특별시,모름,여행경험없음,개별 여행
53343282,202412,M,30대,경기도,500이상700만원 미만,에어텔 또는 에어카텔 패키지 여행,개별 여행
53343351,202412,F,40대,인천광역시,700만원 이상,개별 여행,개별 여행
53343365,202412,M,50대,경기도,500이상700만원 미만,개별 여행,에어텔 또는 에어카텔 패키지 여행
53343383,202412,F,30대,서울특별시,300만원 미만,개별 여행,여행경험없음
53343397,202412,F,20대,서울특별시,300이상500만원 미만,여행경험없음,개별 여행
53343424,202412,M,60대,충청북도,300이상500만원 미만,개별 여행,여행경험없음
53343442,202412,M,40대,서울특별시,700만원 이상,개별 여행,개별 여행
53343449,202412,M,20대,서울특별시,300이상500만원 미만,개별 여행,여행경험없음
53343450,202412,M,60대,경기도,700만원 이상,개별 여행,여행경험없음
53343464,202412,F,50대,대전광역시,모름,개별 여행,개별 여행
53343471,202412,M,30대,경기도,모름,개별 여행,개별 여행
53343492,202412,F,30대,인천광역시,모름,개별 여행,여행경험없음
53343510,202412,M,60대,경상남도,300만원 미만,개별 여행,단체 패키지 여행
53343541,202412,F,20대,서울특별시,모름,여행경험없음,개별 여행
53343671,202412,M,50대,인천광역시,700만원 이상,개별 여행,여행경험없음
53343705,202412,F,30대,경기도,500이상700만원 미만,에어텔 또는 에어카텔 패키지 여행,여행경험없음
53343781,202412,M,50대,부산광역시,모름,개별 여행,여행경험없음
53343791,202412,F,40대,충청남도(세종시 포함),500이상700만원 미만,개별 여행,여행경험없음
53343820,202412,F,30대,대구광역시,모름,개별 여행,개별 여행
53343827,202412,M,60대,광주광역시,300이상500만원 미만,개별 여행,단체 패키지 여행
53343854,202412,F,50대,경기도,300이상500만원 미만,개별 여행,여행경험없음
53343857,202412,M,30대,경기도,700만원 이상,개별 여행,여행경험없음
53343935,202412,M,20대,서울특별시,모름,단체 패키지 여행,에어텔 또는 에어카텔 패키지 여행
53344074,202412,M,30대,서울특별시,모름,여행경험없음,단체 패키지 여행
53344087,202412,F,40대,부산광역시,700만원 이상,개별 여행,개별 여행
53344092,202412,M,30대,경기도,500이상700만원 미만,개별 여행,여행경험없음
53344095,202412,F,20대,강원도,모름,개별 여행,여행경험없음
53344101,202412,M,30대,충청북도,모름,개별 여행,여행경험없음
53344178,202412,F,40대,제주도,모름,개별 여행,여행경험없음
53344197,202412,M,30대,경기도,500이상700만원 미만,개별 여행,여행경험없음
53344211,202412,M,30대,경상남도,300이상500만원 미만,개별 여행,여행경험없음
53344242,202412,M,50대,인천광역시,모름,단체 패키지 여행,여행경험없음
53344243,202412,F,50대,경기도,300이상500만원 미만,개별 여행,여행경험없음
53344247,202412,F,60대,경기도,700만원 이상,개별 여행,여행경험없음
53344301,202412,M,30대,전라북도,모름,여행경험없음,개별 여행
53344363,202412,M,60대,충청북도,700만원 이상,개별 여행,여행경험없음
53344431,202412,M,40대,경기도,300이상500만원 미만,개별 여행,여행경험없음
53344467,202412,M,20대,충청북도,300이상500만원 미만,개별 여행,개별 여행
53344474,202412,M,20대,광주광역시,500이상700만원 미만,개별 여행,개별 여행
53344489,202412,F,40대,경상남도,300이상500만원 미만,개별 여행,여행경험없음
53344497,202412,M,30대,강원도,모름,개별 여행,여행경험없음
53344499,202412,F,40대,부산광역시,300이상500만원 미만,여행경험없음,단체 패키지 여행
53344521,202412,F,30대,부산광역시,300만원 미만,여행경험없음,개별 여행
53344566,202412,M,30대,대구광역시,300이상500만원 미만,여행경험없음,개별 여행
53344578,202412,F,40대,경기도,300만원 미만,단체 패키지 여행,에어텔 또는 에어카텔 패키지 여행
53344589,202412,F,30대,충청남도(세종시 포함),700만원 이상,개별 여행,개별 여행
53344596,202412,F,40대,경기도,모름,에어텔 또는 에어카텔 패키지 여행,여행경험없음
53344621,202412,M,50대,경기도,700만원 이상,개별 여행,여행경험없음
53344638,202412,F,40대,대구광역시,모름,개별 여행,여행경험없음
53344701,202412,F,30대,충청남도(세종시 포함),700만원 이상,개별 여행,여행경험없음
53344708,202412,M,50대,충청남도(세종시 포함),700만원 이상,개별 여행,여행경험없음
53344760,202412,M,60대,서울특별시,300이상500만원 미만,개별 여행,에어텔 또는 에어카텔 패키지 여행
53344786,202412,M,60대,서울특별시,700만원 이상,여행경험없음,단체 패키지 여행
53344789,202412,M,30대,경기도,300이상500만원 미만,여행경험없음,에어텔 또는 에어카텔 패키지 여행
53344825,202412,M,20대,경기도,300이상500만원 미만,단체 패키지 여행,여행경험없음
53344871,202412,F,20대,충청남도(세종시 포함),모름,개별 여행,여행경험없음
53344901,202412,M,30대,경상남도,500이상700만원 미만,개별 여행,에어텔 또는 에어카텔 패키지 여행
53344958,202412,M,40대,경기도,300이상500만원 미만,개별 여행,여행경험없음
53344982,202412,F,60대,서울특별시,500이상700만원 미만,여행경험없음,단체 패키지 여행
53344998,202412,M,30대,부산광역시,500이상700만원 미만,개별 여행,여행경험없음
53345000,202412,F,40대,부산광역시,모름,개별 여행,개별 여행
53345006,202412,M,30대,경기도,500이상700만원 미만,여행경험없음,개별 여행
53345019,202412,F,50대,강원도,700만원 이상,개별 여행,여행경험없음
53345056,202412,F,20대,서울특별시,300만원 미만,개별 여행,에어텔 또는 에어카텔 패키지 여행
53345115,202412,F,30대,인천광역시,500이상700만원 미만,개별 여행,개별 여행
53345136,202412,M,50대,경기도,700만원 이상,개별 여행,여행경험없음
53345153,202412,F,30대,강원도,300만원 미만,개별 여행,여행경험없음
53345265,202412,M,40대,경기도,300이상500만원 미만,개별 여행,여행경험없음
53345304,202412,F,60대,경기도,300만원 미만,개별 여행,여행경험없음
53345308,202412,F,20대,서울특별시,모름,여행경험없음,개별 여행
53345346,202412,M,50대,경기도,500이상700만원 미만,여행경험없음,개별 여행
53345355,202412,M,50대,경상북도,300이상500만원 미만,개별 여행,여행경험없음
53345383,202412,F,40대,충청남도(세종시 포함),700만원 이상,개별 여행,여행경험없음
53345387,202412,M,50대,경기도,500이상700만원 미만,개별 여행,여행경험없음
53345395,202412,M,20대,전라남도,모름,개별 여행,여행경험없음
53345407,202412,M,20대,경기도,500이상700만원 미만,개별 여행,여행경험없음
53345420,202412,F,40대,경기도,300만원 미만,개별 여행,여행경험없음
53345432,202412,M,30대,경기도,500이상700만원 미만,개별 여행,여행경험없음
53345479,202412,F,60대,부산광역시,300이상500만원 미만,개별 여행,개별 여행
53345499,202412,F,50대,부산광역시,500이상700만원 미만,개별 여행,여행경험없음
53345535,202412,M,60대,광주광역시,모름,개별 여행,여행경험없음
53345554,202412,M,30대,경기도,모름,개별 여행,여행경험없음
53345579,202412,F,50대,경기도,500이상700만원 미만,개별 여행,단체 패키지 여행
53345606,202412,F,20대,충청남도(세종시 포함),700만원 이상,여행경험없음,개별 여행
53345616,202412,M,60대,부산광역시,500이상700만원 미만,개별 여행,여행경험없음
53345674,202412,M,50대,강원도,300이상500만원 미만,개별 여행,여행경험없음
53345676,202412,M,60대,경기도,700만원 이상,개별 여행,단체 패키지 여행
53345706,202412,F,60대,서울특별시,500이상700만원 미만,개별 여행,여행경험없음
53345723,202412,M,50대,부산광역시,500이상700만원 미만,개별 여행,여행경험없음
53345740,202412,M,50대,경기도,300이상500만원 미만,개별 여행,여행경험없음
53345766,202412,F,30대,전라남도,300이상500만원 미만,개별 여행,개별 여행
53345820,202412,F,40대,대전광역시,500이상700만원 미만,여행경험없음,개별 여행
53345846,202412,F,50대,경기도,700만원 이상,개별 여행,개별 여행
53345865,202412,M,60대,서울특별시,300이상500만원 미만,개별 여행,단체 패키지 여행
53345919,202412,F,20대,인천광역시,300만원 미만,개별 여행,여행경험없음
53345997,202412,M,60대,경기도,500이상700만원 미만,개별 여행,단체 패키지 여행
53346066,202412,F,30대,광주광역시,모름,개별 여행,여행경험없음
53346093,202412,F,30대,충청남도(세종시 포함),700만원 이상,여행경험없음,개별 여행
53346099,202412,F,40대,충청북도,300만원 미만,에어텔 또는 에어카텔 패키지 여행,여행경험없음
53346100,202412,F,20대,충청북도,500이상700만원 미만,개별 여행,여행경험없음
53346109,202412,M,40대,경상북도,300이상500만원 미만,여행경험없음,단체 패키지 여행
53346177,202412,M,60대,경기도,500이상700만원 미만,개별 여행,여행경험없음
53346182,202412,F,20대,인천광역시,모름,개별 여행,개별 여행
53346196,202412,M,20대,경기도,모름,개별 여행,여행경험없음
53346209,202412,M,60대,경기도,700만원 이상,단체 패키지 여행,단체 패키지 여행
53346254,202412,M,30대,인천광역시,300이상500만원 미만,개별 여행,여행경험없음
53346304,202412,F,50대,전라북도,700만원 이상,개별 여행,여행경험없음
53346309,202412,F,50대,인천광역시,300만원 미만,에어텔 또는 에어카텔 패키지 여행,여행경험없음
53346350,202412,M,40대,경기도,700만원 이상,단체 패키지 여행,여행경험없음
53346351,202412,M,60대,인천광역시,700만원 이상,개별 여행,여행경험없음
53346431,202412,M,20대,경기도,모름,개별 여행,여행경험없음
53346466,202412,F,60대,인천광역시,모름,개별 여행,여행경험없음
53346469,202412,F,20대,전라북도,모름,개별 여행,여행경험없음
53346522,202412,M,60대,인천광역시,700만원 이상,개별 여행,여행경험없음
53346544,202412,M,60대,경기도,700만원 이상,개별 여행,단체 패키지 여행
53346545,202412,M,30대,제주도,300이상500만원 미만,에어텔 또는 에어카텔 패키지 여행,개별 여행
53346564,202412,M,40대,경상남도,700만원 이상,개별 여행,여행경험없음
53346590,202412,M,50대,부산광역시,700만원 이상,개별 여행,개별 여행
53346616,202412,M,60대,강원도,700만원 이상,개별 여행,단체 패키지 여행
53346646,202412,M,30대,서울특별시,700만원 이상,개별 여행,여행경험없음
53346690,202412,F,60대,경기도,700만원 이상,개별 여행,여행경험없음
53346700,202412,M,60대,인천광역시,700만원 이상,개별 여행,여행경험없음
53346745,202412,M,40대,경기도,500이상700만원 미만,개별 여행,여행경험없음
53346759,202412,F,40대,서울특별시,500이상700만원 미만,개별 여행,여행경험없음
53346768,202412,M,20대,충청북도,모름,여행경험없음,개별 여행
53346786,202412,M,40대,서울특별시,700만원 이상,에어텔 또는 에어카텔 패키지 여행,여행경험없음
53346827,202412,F,20대,대구광역시,700만원 이상,개별 여행,개별 여행
53346839,202412,M,30대,경상북도,300만원 미만,개별 여행,여행경험없음
53346845,202412,M,50대,대전광역시,500이상700만원 미만,단체 패키지 여행,단체 패키지 여행
53346859,202412,F,20대,경기도,500이상700만원 미만,개별 여행,여행경험없음
53346866,202412,M,20대,경기도,모름,개별 여행,에어텔 또는 에어카텔 패키지 여행
53346883,202412,F,50대,경상북도,300이상500만원 미만,개별 여행,여행경험없음
53346894,202412,M,30대,대구광역시,500이상700만원 미만,개별 여행,여행경험없음
53346930,202412,F,40대,경상북도,500이상700만원 미만,여행경험없음,에어텔 또는 에어카텔 패키지 여행
53347072,202412,M,50대,경기도,모름,개별 여행,여행경험없음
53347080,202412,M,30대,부산광역시,500이상700만원 미만,개별 여행,여행경험없음
53347091,202412,M,60대,서울특별시,모름,개별 여행,여행경험없음
53347097,202412,M,20대,경상북도,모름,개별 여행,여행경험없음
53347125,202412,M,50대,광주광역시,500이상700만원 미만,개별 여행,여행경험없음
53347132,202412,F,40대,경기도,300만원 미만,개별 여행,여행경험없음
53347148,202412,M,50대,경기도,700만원 이상,개별 여행,여행경험없음
53347153,202412,F,50대,경기도,500이상700만원 미만,개별 여행,여행경험없음
53347173,202412,F,30대,부산광역시,700만원 이상,개별 여행,여행경험없음
53347178,202412,F,20대,대구광역시,모름,개별 여행,여행경험없음
53347307,202412,M,40대,경기도,모름,개별 여행,여행경험없음
53347334,202412,F,30대,경상북도,모름,여행경험없음,단체 패키지 여행
53347350,202412,M,30대,경기도,500이상700만원 미만,개별 여행,개별 여행
53347371,202412,F,50대,서울특별시,700만원 이상,개별 여행,개별 여행
53347382,202412,F,60대,강원도,모름,개별 여행,여행경험없음
53347385,202412,F,50대,서울특별시,500이상700만원 미만,단체 패키지 여행,여행경험없음
53347396,202412,M,40대,경기도,700만원 이상,개별 여행,여행경험없음
53347398,202412,F,30대,서울특별시,모름,여행경험없음,단체 패키지 여행
53347517,202412,F,30대,서울특별시,모름,개별 여행,여행경험없음
53347566,202412,M,40대,경기도,500이상700만원 미만,개별 여행,여행경험없음
53347572,202412,M,40대,서울특별시,500이상700만원 미만,여행경험없음,개별 여행
53347617,202412,F,30대,경기도,300만원 미만,단체 패키지 여행,여행경험없음
53347646,202412,M,40대,인천광역시,700만원 이상,개별 여행,여행경험없음
53347659,202412,M,40대,경상남도,700만원 이상,개별 여행,여행경험없음
53347664,202412,F,40대,서울특별시,500이상700만원 미만,개별 여행,여행경험없음
53347693,202412,M,50대,경기도,700만원 이상,개별 여행,개별 여행
53347753,202412,F,50대,강원도,300만원 미만,여행경험없음,단체 패키지 여행
53347760,202412,F,50대,경기도,300만원 미만,에어텔 또는 에어카텔 패키지 여행,개별 여행
53347763,202412,F,40대,대구광역시,모름,개별 여행,여행경험없음
53347810,202412,F,40대,경기도,500이상700만원 미만,개별 여행,개별 여행
53347818,202412,F,30대,서울특별시,700만원 이상,개별 여행,여행경험없음
53347819,202412,F,50대,서울특별시,500이상700만원 미만,개별 여행,여행경험없음
53347831,202412,F,50대,대구광역시,700만원 이상,개별 여행,여행경험없음
53347880,202412,M,50대,제주도,500이상700만원 미만,에어텔 또는 에어카텔 패키지 여행,여행경험없음
53347909,202412,F,60대,경기도,300이상500만원 미만,여행경험없음,단체 패키지 여행
53347929,202412,F,60대,부산광역시,700만원 이상,개별 여행,개별 여행
53347932,202412,M,40대,전라북도,500이상700만원 미만,개별 여행,여행경험없음
53347950,202412,M,40대,대구광역시,모름,개별 여행,여행경험없음
53347959,202412,M,40대,대전광역시,700만원 이상,개별 여행,개별 여행
53347981,202412,M,30대,부산광역시,700만원 이상,개별 여행,여행경험없음
53347992,202412,M,50대,경상남도,300만원 미만,개별 여행,여행경험없음
53348006,202412,F,30대,대전광역시,300만원 미만,개별 여행,단체 패키지 여행
53348015,202412,F,40대,충청남도(세종시 포함),모름,개별 여행,여행경험없음
53348016,202412,F,50대,서울특별시,700만원 이상,여행경험없음,개별 여행
53348030,202412,M,60대,부산광역시,500이상700만원 미만,여행경험없음,단체 패키지 여행
53348035,202412,F,40대,충청북도,500이상700만원 미만,개별 여행,개별 여행
53348038,202412,M,30대,인천광역시,모름,에어텔 또는 에어카텔 패키지 여행,개별 여행
53348090,202412,M,50대,서울특별시,700만원 이상,개별 여행,개별 여행
53348146,202412,F,30대,울산광역시,700만원 이상,개별 여행,여행경험없음
53348177,202412,M,40대,충청남도(세종시 포함),300만원 미만,개별 여행,단체 패키지 여행
53348208,202412,F,50대,강원도,700만원 이상,개별 여행,여행경험없음
53348237,202412,M,30대,전라북도,500이상700만원 미만,개별 여행,여행경험없음
53348244,202412,M,50대,경상북도,300만원 미만,에어텔 또는 에어카텔 패키지 여행,여행경험없음
53348278,202412,M,20대,경기도,모름,개별 여행,여행경험없음
53348285,202412,F,50대,경상남도,500이상700만원 미만,개별 여행,여행경험없음
53348294,202412,F,20대,충청남도(세종시 포함),모름,여행경험없음,개별 여행
53348298,202412,M,50대,경상북도,500이상700만원 미만,개별 여행,여행경험없음
53348316,202412,M,60대,서울특별시,700만원 이상,여행경험없음,개별 여행
53348322,202412,M,30대,충청북도,500이상700만원 미만,여행경험없음,개별 여행
53348324,202412,M,50대,부산광역시,500이상700만원 미만,개별 여행,여행경험없음
53348327,202412,M,30대,서울특별시,700만원 이상,여행경험없음,에어텔 또는 에어카텔 패키지 여행
53348360,202412,F,50대,서울특별시,700만원 이상,에어텔 또는 에어카텔 패키지 여행,여행경험없음
53348381,202412,F,40대,대구광역시,300이상500만원 미만,개별 여행,개별 여행
53348387,202412,M,40대,충청북도,700만원 이상,개별 여행,여행경험없음
53348402,202412,F,40대,경상남도,700만원 이상,개별 여행,여행경험없음
53348419,202412,F,30대,경기도,500이상700만원 미만,개별 여행,여행경험없음
53348433,202412,F,20대,경상남도,모름,개별 여행,여행경험없음
53348486,202412,M,50대,서울특별시,700만원 이상,개별 여행,개별 여행
53348494,202412,M,60대,서울특별시,300이상500만원 미만,여행경험없음,단체 패키지 여행
53348508,202412,M,60대,강원도,500이상700만원 미만,개별 여행,여행경험없음
53348522,202412,F,50대,인천광역시,700만원 이상,개별 여행,여행경험없음
53348562,202412,F,40대,경기도,모름,개별 여행,단체 패키지 여행
53348564,202412,F,30대,인천광역시,300이상500만원 미만,개별 여행,여행경험없음
53348653,202412,M,40대,대전광역시,500이상700만원 미만,개별 여행,여행경험없음
53348681,202412,M,50대,전라남도,700만원 이상,개별 여행,여행경험없음
53348709,202412,M,50대,서울특별시,300만원 미만,에어텔 또는 에어카텔 패키지 여행,개별 여행
53348744,202412,M,40대,경기도,500이상700만원 미만,개별 여행,에어텔 또는 에어카텔 패키지 여행
53348759,202412,F,20대,경상남도,500이상700만원 미만,개별 여행,여행경험없음
53348846,202412,F,50대,충청남도(세종시 포함),300이상500만원 미만,개별 여행,여행경험없음
53348860,202412,F,40대,대구광역시,모름,개별 여행,개별 여행
53348875,202412,M,40대,서울특별시,500이상700만원 미만,개별 여행,개별 여행
53348883,202412,M,60대,경기도,300이상500만원 미만,개별 여행,개별 여행
53348914,202412,F,60대,인천광역시,모름,개별 여행,여행경험없음
53348980,202412,M,20대,경기도,모름,개별 여행,여행경험없음
53349045,202412,F,50대,서울특별시,700만원 이상,개별 여행,여행경험없음
53349066,202412,M,50대,대전광역시,500이상700만원 미만,에어텔 또는 에어카텔 패키지 여행,여행경험없음
53349077,202412,M,30대,경기도,300만원 미만,여행경험없음,에어텔 또는 에어카텔 패키지 여행
53349092,202412,F,20대,광주광역시,500이상700만원 미만,개별 여행,개별 여행
53349098,202412,M,40대,부산광역시,700만원 이상,개별 여행,여행경험없음
53349105,202412,M,50대,서울특별시,300이상500만원 미만,개별 여행,여행경험없음
53349112,202412,M,30대,전라남도,모름,여행경험없음,개별 여행
53349181,202412,M,60대,충청남도(세종시 포함),모름,개별 여행,여행경험없음
53349209,202412,M,60대,충청남도(세종시 포함),500이상700만원 미만,개별 여행,개별 여행
53349225,202412,M,60대,울산광역시,500이상700만원 미만,개별 여행,개별 여행
53349269,202412,M,40대,광주광역시,500이상700만원 미만,개별 여행,여행경험없음
53349318,202412,F,50대,경기도,300이상500만원 미만,개별 여행,여행경험없음
53349335,202412,F,60대,경상북도,300이상500만원 미만,개별 여행,여행경험없음
53349348,202412,M,30대,대구광역시,700만원 이상,개별 여행,여행경험없음
53349357,202412,F,40대,부산광역시,모름,개별 여행,여행경험없음
53349365,202412,M,30대,충청남도(세종시 포함),500이상700만원 미만,개별 여행,개별 여행
53349371,202412,F,50대,서울특별시,700만원 이상,개별 여행,에어텔 또는 에어카텔 패키지 여행
