RESPOND_ID,EXAMIN_YM,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,ANSWRR_OC_AREA_NM,HSHLD_INCOME_DGREE_NM,DMSTC_TOUR_TY_VALUE,OVSEA_TOUR_TY_VALUE
53376306,202404,F,30대,충청남도(세종시 포함),500이상700만원 미만,개별 여행,여행경험없음
53376332,202404,M,40대,대구광역시,700만원 이상,개별 여행,여행경험없음
53376368,202404,M,40대,서울특별시,700만원 이상,개별 여행,개별 여행
53376432,202404,F,40대,경기도,300이상500만원 미만,개별 여행,여행경험없음
53376495,202404,M,40대,서울특별시,700만원 이상,개별 여행,여행경험없음
53376521,202404,M,20대,경기도,500이상700만원 미만,개별 여행,여행경험없음
53376609,202404,F,60대,전라북도,300만원 미만,단체 패키지 여행,여행경험없음
53376612,202404,F,30대,광주광역시,500이상700만원 미만,개별 여행,여행경험없음
53376640,202404,M,50대,충청남도(세종시 포함),500이상700만원 미만,개별 여행,여행경험없음
53376653,202404,F,50대,경기도,500이상700만원 미만,개별 여행,여행경험없음
53376657,202404,M,40대,경기도,700만원 이상,개별 여행,여행경험없음
53376684,202404,M,60대,경기도,700만원 이상,개별 여행,여행경험없음
53376762,202404,F,50대,경기도,500이상700만원 미만,개별 여행,여행경험없음
53376775,202404,M,20대,전라남도,300이상500만원 미만,개별 여행,여행경험없음
53376779,202404,F,20대,경기도,700만원 이상,개별 여행,여행경험없음
53376787,202404,F,40대,경기도,500이상700만원 미만,개별 여행,여행경험없음
53376822,202404,F,40대,서울특별시,300이상500만원 미만,여행경험없음,단체 패키지 여행
53376878,202404,M,40대,강원도,700만원 이상,개별 여행,여행경험없음
53376952,202404,M,60대,경기도,300이상500만원 미만,개별 여행,여행경험없음
53376964,202404,F,50대,서울특별시,300만원 미만,개별 여행,여행경험없음
53377179,202404,F,50대,경상북도,500이상700만원 미만,여행경험없음,단체 패키지 여행
53377219,202404,F,50대,인천광역시,700만원 이상,여행경험없음,단체 패키지 여행
53377293,202404,M,50대,인천광역시,700만원 이상,개별 여행,여행경험없음
53377336,202404,F,60대,경기도,모름,개별 여행,개별 여행
53377342,202404,F,50대,인천광역시,700만원 이상,여행경험없음,단체 패키지 여행
53377478,202404,F,60대,경기도,700만원 이상,단체 패키지 여행,여행경험없음
1481,202405,F,60대,경기도,500이상700만원 미만,개별 여행,여행경험없음
5004,202405,F,60대,경기도,300이상500만원 미만,여행경험없음,단체 패키지 여행
5759,202405,F,60대,강원도,500이상700만원 미만,개별 여행,단체 패키지 여행
13421,202405,F,60대,전라남도,300만원 미만,개별 여행,여행경험없음
52942,202405,F,60대,서울특별시,500이상700만원 미만,여행경험없음,단체 패키지 여행
55334,202405,F,60대,강원도,500이상700만원 미만,개별 여행,여행경험없음
121770,202405,F,60대,전라남도,700만원 이상,여행경험없음,개별 여행
130115,202405,M,60대,전라남도,300만원 미만,개별 여행,여행경험없음
130808,202405,F,60대,강원도,500이상700만원 미만,개별 여행,단체 패키지 여행
145430,202405,M,60대,전라남도,500이상700만원 미만,개별 여행,여행경험없음
148821,202405,F,60대,경상남도,500이상700만원 미만,개별 여행,개별 여행
158119,202405,F,50대,전라남도,300이상500만원 미만,개별 여행,단체 패키지 여행
169292,202405,M,20대,경기도,300이상500만원 미만,개별 여행,여행경험없음
171378,202405,M,30대,충청남도(세종시 포함),700만원 이상,개별 여행,개별 여행
177611,202405,M,30대,전라남도,500이상700만원 미만,개별 여행,개별 여행
190016,202405,M,30대,전라북도,300이상500만원 미만,개별 여행,에어텔 또는 에어카텔 패키지 여행
194739,202405,M,20대,울산광역시,300만원 미만,개별 여행,개별 여행
202885,202405,M,60대,전라남도,300만원 미만,개별 여행,여행경험없음
217358,202405,M,20대,경기도,모름,개별 여행,여행경험없음
221903,202405,M,20대,서울특별시,300이상500만원 미만,여행경험없음,개별 여행
251792,202405,M,30대,경상북도,300이상500만원 미만,여행경험없음,개별 여행
256669,202405,F,60대,서울특별시,500이상700만원 미만,여행경험없음,단체 패키지 여행
274050,202405,M,30대,경상북도,300이상500만원 미만,개별 여행,여행경험없음
280203,202405,F,60대,경기도,700만원 이상,개별 여행,여행경험없음
282205,202405,F,60대,서울특별시,300이상500만원 미만,개별 여행,여행경험없음
302165,202405,M,30대,전라남도,300만원 미만,개별 여행,여행경험없음
309319,202405,F,60대,경상북도,500이상700만원 미만,개별 여행,단체 패키지 여행
313304,202405,M,20대,경기도,500이상700만원 미만,개별 여행,여행경험없음
317980,202405,F,60대,대전광역시,700만원 이상,개별 여행,개별 여행
330194,202405,M,60대,전라남도,500이상700만원 미만,개별 여행,단체 패키지 여행
333664,202405,F,20대,경상북도,300이상500만원 미만,개별 여행,개별 여행
333925,202405,F,60대,경기도,700만원 이상,개별 여행,개별 여행
335924,202405,M,30대,경상남도,500이상700만원 미만,개별 여행,여행경험없음
335997,202405,F,20대,경기도,700만원 이상,개별 여행,개별 여행
337589,202405,M,20대,서울특별시,500이상700만원 미만,여행경험없음,개별 여행
339762,202405,F,60대,경기도,300이상500만원 미만,개별 여행,여행경험없음
351129,202405,F,60대,경상남도,300만원 미만,개별 여행,개별 여행
353798,202405,F,60대,경상남도,700만원 이상,개별 여행,개별 여행
360699,202405,M,20대,경기도,700만원 이상,개별 여행,개별 여행
361815,202405,F,60대,경상북도,300이상500만원 미만,개별 여행,단체 패키지 여행
365837,202405,M,30대,강원도,500이상700만원 미만,개별 여행,여행경험없음
366248,202405,F,20대,경기도,700만원 이상,개별 여행,여행경험없음
366631,202405,M,20대,충청북도,700만원 이상,개별 여행,여행경험없음
369515,202405,M,20대,인천광역시,300만원 미만,개별 여행,개별 여행
380583,202405,M,20대,서울특별시,300이상500만원 미만,개별 여행,여행경험없음
384959,202405,F,60대,경상남도,700만원 이상,개별 여행,개별 여행
385477,202405,M,60대,경상북도,300만원 미만,개별 여행,개별 여행
388978,202405,M,20대,경기도,700만원 이상,개별 여행,여행경험없음
389201,202405,F,60대,경기도,300만원 미만,개별 여행,개별 여행
390366,202405,M,30대,경상북도,700만원 이상,개별 여행,개별 여행
391939,202405,F,60대,전라북도,700만원 이상,개별 여행,에어텔 또는 에어카텔 패키지 여행
392124,202405,F,60대,경상북도,300이상500만원 미만,개별 여행,여행경험없음
394153,202405,M,20대,경기도,700만원 이상,개별 여행,개별 여행
394718,202405,M,60대,전라남도,500이상700만원 미만,개별 여행,여행경험없음
394745,202405,F,60대,전라북도,700만원 이상,개별 여행,여행경험없음
394778,202405,M,20대,서울특별시,300만원 미만,개별 여행,여행경험없음
395492,202405,M,20대,경기도,300이상500만원 미만,개별 여행,여행경험없음
398067,202405,F,60대,제주도,300이상500만원 미만,개별 여행,여행경험없음
401039,202405,M,20대,경기도,300이상500만원 미만,개별 여행,개별 여행
402170,202405,M,20대,경기도,모름,여행경험없음,개별 여행
407268,202405,M,30대,경상북도,500이상700만원 미만,개별 여행,여행경험없음
408277,202405,F,60대,제주도,300이상500만원 미만,개별 여행,여행경험없음
409938,202405,M,30대,경상북도,700만원 이상,여행경험없음,개별 여행
411463,202405,M,20대,경상북도,300만원 미만,개별 여행,여행경험없음
411711,202405,M,20대,광주광역시,300이상500만원 미만,에어텔 또는 에어카텔 패키지 여행,여행경험없음
414333,202405,M,20대,경기도,300이상500만원 미만,여행경험없음,개별 여행
419174,202405,M,30대,강원도,700만원 이상,개별 여행,개별 여행
420159,202405,F,60대,경상북도,500이상700만원 미만,개별 여행,개별 여행
421518,202405,M,20대,경기도,700만원 이상,개별 여행,개별 여행
422345,202405,M,20대,서울특별시,700만원 이상,에어텔 또는 에어카텔 패키지 여행,에어텔 또는 에어카텔 패키지 여행
422816,202405,M,20대,인천광역시,300이상500만원 미만,여행경험없음,개별 여행
423595,202405,F,60대,경상남도,700만원 이상,개별 여행,여행경험없음
423995,202405,M,20대,전라남도,300만원 미만,개별 여행,개별 여행
424037,202405,M,20대,부산광역시,500이상700만원 미만,여행경험없음,개별 여행
424682,202405,M,20대,경기도,700만원 이상,여행경험없음,개별 여행
425066,202405,M,20대,서울특별시,700만원 이상,개별 여행,개별 여행
425233,202405,F,20대,전라남도,300만원 미만,개별 여행,여행경험없음
426614,202405,M,20대,서울특별시,700만원 이상,개별 여행,여행경험없음
426975,202405,M,20대,경기도,500이상700만원 미만,개별 여행,여행경험없음
427161,202405,M,20대,광주광역시,500이상700만원 미만,개별 여행,개별 여행
427475,202405,M,20대,경기도,300만원 미만,에어텔 또는 에어카텔 패키지 여행,에어텔 또는 에어카텔 패키지 여행
428033,202405,M,20대,서울특별시,500이상700만원 미만,개별 여행,여행경험없음
429389,202405,M,20대,경기도,300이상500만원 미만,개별 여행,개별 여행
429783,202405,M,20대,경기도,300만원 미만,단체 패키지 여행,여행경험없음
430618,202405,M,20대,전라북도,300만원 미만,개별 여행,개별 여행
430752,202405,F,20대,전라남도,300만원 미만,개별 여행,여행경험없음
431072,202405,M,20대,서울특별시,700만원 이상,에어텔 또는 에어카텔 패키지 여행,개별 여행
431781,202405,M,20대,경상북도,모름,개별 여행,여행경험없음
431855,202405,F,20대,전라남도,300만원 미만,개별 여행,여행경험없음
431968,202405,F,20대,경상북도,모름,여행경험없음,단체 패키지 여행
434348,202405,M,20대,경기도,모름,개별 여행,개별 여행
434377,202405,F,60대,전라남도,700만원 이상,개별 여행,여행경험없음
435330,202405,F,60대,대구광역시,300이상500만원 미만,여행경험없음,단체 패키지 여행
438678,202405,F,60대,대구광역시,300이상500만원 미만,개별 여행,여행경험없음
439844,202405,F,60대,경기도,300이상500만원 미만,여행경험없음,개별 여행
444111,202405,F,60대,경상남도,300이상500만원 미만,여행경험없음,단체 패키지 여행
444544,202405,F,20대,전라남도,300만원 미만,개별 여행,여행경험없음
445447,202405,F,60대,서울특별시,300만원 미만,여행경험없음,단체 패키지 여행
446475,202405,M,20대,인천광역시,300이상500만원 미만,개별 여행,여행경험없음
446484,202405,M,20대,전라남도,700만원 이상,여행경험없음,에어텔 또는 에어카텔 패키지 여행
447283,202405,F,60대,경상남도,700만원 이상,개별 여행,여행경험없음
449445,202405,M,30대,경상남도,300이상500만원 미만,개별 여행,개별 여행
450903,202405,M,20대,경상북도,500이상700만원 미만,개별 여행,여행경험없음
451221,202405,F,60대,경상북도,300만원 미만,개별 여행,단체 패키지 여행
451371,202405,M,30대,울산광역시,300이상500만원 미만,개별 여행,여행경험없음
451958,202405,M,20대,서울특별시,300이상500만원 미만,개별 여행,에어텔 또는 에어카텔 패키지 여행
452011,202405,M,20대,인천광역시,700만원 이상,개별 여행,여행경험없음
452077,202405,F,20대,서울특별시,500이상700만원 미만,개별 여행,여행경험없음
452906,202405,M,20대,인천광역시,300이상500만원 미만,개별 여행,개별 여행
452914,202405,M,20대,부산광역시,500이상700만원 미만,개별 여행,여행경험없음
453630,202405,M,20대,경상남도,700만원 이상,개별 여행,여행경험없음
453775,202405,M,20대,서울특별시,700만원 이상,개별 여행,여행경험없음
454425,202405,M,20대,전라남도,300이상500만원 미만,여행경험없음,개별 여행
454802,202405,F,60대,강원도,700만원 이상,개별 여행,여행경험없음
454988,202405,M,20대,인천광역시,300만원 미만,여행경험없음,개별 여행
456790,202405,M,20대,경기도,700만원 이상,개별 여행,여행경험없음
456931,202405,F,20대,경상남도,300만원 미만,개별 여행,개별 여행
457196,202405,M,20대,인천광역시,500이상700만원 미만,개별 여행,여행경험없음
457775,202405,F,20대,서울특별시,700만원 이상,여행경험없음,개별 여행
458250,202405,F,60대,강원도,300이상500만원 미만,개별 여행,여행경험없음
458261,202405,M,20대,서울특별시,300이상500만원 미만,개별 여행,여행경험없음
458288,202405,M,20대,경기도,700만원 이상,여행경험없음,개별 여행
458377,202405,M,20대,경기도,700만원 이상,개별 여행,여행경험없음
458569,202405,M,20대,서울특별시,500이상700만원 미만,개별 여행,개별 여행
458827,202405,M,20대,경기도,모름,여행경험없음,개별 여행
459028,202405,F,20대,경기도,500이상700만원 미만,여행경험없음,개별 여행
459203,202405,M,20대,서울특별시,700만원 이상,개별 여행,개별 여행
459747,202405,M,20대,대구광역시,700만원 이상,개별 여행,여행경험없음
461215,202405,M,20대,서울특별시,모름,개별 여행,개별 여행
461442,202405,F,20대,강원도,500이상700만원 미만,개별 여행,여행경험없음
462146,202405,M,20대,서울특별시,300이상500만원 미만,개별 여행,여행경험없음
462515,202405,M,20대,충청남도(세종시 포함),700만원 이상,개별 여행,여행경험없음
462622,202405,M,20대,서울특별시,500이상700만원 미만,개별 여행,단체 패키지 여행
463013,202405,M,20대,광주광역시,500이상700만원 미만,여행경험없음,개별 여행
463088,202405,M,20대,인천광역시,300만원 미만,개별 여행,개별 여행
463157,202405,M,20대,서울특별시,300이상500만원 미만,에어텔 또는 에어카텔 패키지 여행,에어텔 또는 에어카텔 패키지 여행
463216,202405,M,20대,경기도,700만원 이상,여행경험없음,개별 여행
463260,202405,M,20대,경상북도,700만원 이상,개별 여행,여행경험없음
463711,202405,M,20대,경기도,300만원 미만,개별 여행,개별 여행
463916,202405,M,20대,경기도,300이상500만원 미만,단체 패키지 여행,단체 패키지 여행
463962,202405,F,20대,충청북도,500이상700만원 미만,개별 여행,여행경험없음
464469,202405,M,20대,전라남도,모름,개별 여행,여행경험없음
465320,202405,M,20대,서울특별시,700만원 이상,개별 여행,여행경험없음
465760,202405,M,20대,부산광역시,300이상500만원 미만,단체 패키지 여행,에어텔 또는 에어카텔 패키지 여행
467107,202405,M,30대,경상북도,300이상500만원 미만,개별 여행,여행경험없음
467471,202405,M,20대,부산광역시,300이상500만원 미만,개별 여행,여행경험없음
467912,202405,M,20대,충청남도(세종시 포함),500이상700만원 미만,개별 여행,여행경험없음
468022,202405,M,20대,경기도,300만원 미만,개별 여행,여행경험없음
468208,202405,M,20대,경기도,300이상500만원 미만,개별 여행,여행경험없음
468235,202405,M,20대,대전광역시,300이상500만원 미만,개별 여행,개별 여행
468266,202405,M,20대,서울특별시,500이상700만원 미만,개별 여행,개별 여행
468532,202405,M,20대,서울특별시,300만원 미만,개별 여행,여행경험없음
468547,202405,F,60대,경상북도,500이상700만원 미만,개별 여행,여행경험없음
468789,202405,M,20대,경기도,300이상500만원 미만,개별 여행,여행경험없음
469479,202405,M,20대,서울특별시,300이상500만원 미만,개별 여행,여행경험없음
469489,202405,M,20대,경기도,300이상500만원 미만,개별 여행,단체 패키지 여행
469754,202405,M,20대,경기도,모름,개별 여행,개별 여행
469944,202405,M,20대,서울특별시,300이상500만원 미만,여행경험없음,단체 패키지 여행
470225,202405,M,20대,경상남도,300만원 미만,개별 여행,여행경험없음
470528,202405,M,20대,경기도,300이상500만원 미만,개별 여행,개별 여행
471100,202405,M,20대,경기도,300만원 미만,개별 여행,여행경험없음
471263,202405,M,20대,전라북도,500이상700만원 미만,에어텔 또는 에어카텔 패키지 여행,에어텔 또는 에어카텔 패키지 여행
471485,202405,M,20대,서울특별시,300만원 미만,개별 여행,여행경험없음
471661,202405,M,20대,충청남도(세종시 포함),모름,개별 여행,개별 여행
472408,202405,M,20대,대구광역시,300만원 미만,개별 여행,여행경험없음
472532,202405,M,20대,경상남도,500이상700만원 미만,개별 여행,개별 여행
472856,202405,M,20대,대구광역시,700만원 이상,여행경험없음,개별 여행
473192,202405,M,20대,대전광역시,모름,개별 여행,여행경험없음
473330,202405,M,20대,부산광역시,700만원 이상,개별 여행,개별 여행
473445,202405,M,20대,서울특별시,300이상500만원 미만,개별 여행,여행경험없음
53322184,202405,M,40대,서울특별시,700만원 이상,개별 여행,여행경험없음
53322190,202405,M,50대,서울특별시,700만원 이상,개별 여행,여행경험없음
53322197,202405,M,30대,서울특별시,300이상500만원 미만,개별 여행,여행경험없음
53322214,202405,M,30대,서울특별시,700만원 이상,여행경험없음,개별 여행
53322231,202405,M,20대,서울특별시,모름,개별 여행,단체 패키지 여행
53322274,202405,F,50대,인천광역시,700만원 이상,개별 여행,여행경험없음
53322289,202405,M,30대,서울특별시,700만원 이상,여행경험없음,개별 여행
53322306,202405,M,40대,서울특별시,300이상500만원 미만,여행경험없음,단체 패키지 여행
53322317,202405,F,50대,서울특별시,300만원 미만,개별 여행,여행경험없음
53322364,202405,F,50대,경기도,700만원 이상,여행경험없음,개별 여행
53322432,202405,M,50대,서울특별시,500이상700만원 미만,개별 여행,단체 패키지 여행
53322446,202405,M,50대,서울특별시,300이상500만원 미만,개별 여행,여행경험없음
53322638,202405,M,40대,경기도,500이상700만원 미만,개별 여행,여행경험없음
53322654,202405,F,50대,서울특별시,700만원 이상,개별 여행,단체 패키지 여행
53322673,202405,F,60대,서울특별시,300이상500만원 미만,개별 여행,여행경험없음
53322811,202405,F,30대,서울특별시,700만원 이상,개별 여행,개별 여행
53322843,202405,F,50대,서울특별시,300이상500만원 미만,개별 여행,여행경험없음
53322951,202405,M,50대,서울특별시,500이상700만원 미만,개별 여행,여행경험없음
53322973,202405,M,60대,서울특별시,300이상500만원 미만,개별 여행,여행경험없음
53322977,202405,F,60대,서울특별시,500이상700만원 미만,개별 여행,단체 패키지 여행
53323065,202405,F,50대,서울특별시,700만원 이상,개별 여행,단체 패키지 여행
53323111,202405,M,60대,서울특별시,700만원 이상,개별 여행,개별 여행
53323200,202405,F,50대,서울특별시,300이상500만원 미만,개별 여행,개별 여행
53323203,202405,M,40대,서울특별시,300이상500만원 미만,개별 여행,여행경험없음
53323239,202405,F,50대,서울특별시,500이상700만원 미만,여행경험없음,개별 여행
53323333,202405,M,30대,서울특별시,500이상700만원 미만,개별 여행,개별 여행
53323363,202405,M,60대,서울특별시,500이상700만원 미만,개별 여행,단체 패키지 여행
53323366,202405,F,60대,서울특별시,300이상500만원 미만,개별 여행,개별 여행
53323412,202405,M,50대,서울특별시,700만원 이상,여행경험없음,개별 여행
53323488,202405,M,40대,서울특별시,700만원 이상,개별 여행,여행경험없음
53323537,202405,F,40대,서울특별시,700만원 이상,개별 여행,단체 패키지 여행
53323550,202405,M,40대,서울특별시,300이상500만원 미만,개별 여행,여행경험없음
53323591,202405,M,40대,서울특별시,500이상700만원 미만,개별 여행,여행경험없음
53323616,202405,F,20대,서울특별시,300이상500만원 미만,개별 여행,개별 여행
53323636,202405,F,40대,서울특별시,300이상500만원 미만,개별 여행,여행경험없음
53323674,202405,M,30대,서울특별시,700만원 이상,개별 여행,개별 여행
53323685,202405,F,30대,서울특별시,500이상700만원 미만,개별 여행,단체 패키지 여행
53323743,202405,M,60대,서울특별시,500이상700만원 미만,개별 여행,여행경험없음
53323765,202405,F,60대,서울특별시,500이상700만원 미만,개별 여행,여행경험없음
53323784,202405,F,50대,서울특별시,700만원 이상,개별 여행,단체 패키지 여행
53323813,202405,F,40대,서울특별시,300이상500만원 미만,여행경험없음,개별 여행
53323865,202405,M,60대,서울특별시,300이상500만원 미만,단체 패키지 여행,단체 패키지 여행
53323866,202405,F,40대,서울특별시,700만원 이상,개별 여행,여행경험없음
53324006,202405,M,60대,서울특별시,500이상700만원 미만,개별 여행,개별 여행
53324011,202405,F,50대,서울특별시,300이상500만원 미만,개별 여행,여행경험없음
53324067,202405,M,60대,서울특별시,700만원 이상,개별 여행,여행경험없음
53324072,202405,M,60대,서울특별시,700만원 이상,개별 여행,개별 여행
53324128,202405,F,60대,서울특별시,700만원 이상,단체 패키지 여행,단체 패키지 여행
53324145,202405,F,50대,서울특별시,300이상500만원 미만,개별 여행,여행경험없음
53324175,202405,M,50대,서울특별시,700만원 이상,개별 여행,개별 여행
53324210,202405,F,50대,서울특별시,700만원 이상,단체 패키지 여행,단체 패키지 여행
53324242,202405,M,30대,서울특별시,300이상500만원 미만,개별 여행,개별 여행
53324278,202405,F,30대,서울특별시,500이상700만원 미만,개별 여행,여행경험없음
53324289,202405,M,60대,서울특별시,300이상500만원 미만,개별 여행,여행경험없음
53324326,202405,M,50대,서울특별시,300이상500만원 미만,개별 여행,여행경험없음
53324410,202405,F,40대,서울특별시,300만원 미만,개별 여행,개별 여행
53324419,202405,F,20대,서울특별시,300이상500만원 미만,개별 여행,개별 여행
53324597,202405,M,50대,서울특별시,500이상700만원 미만,개별 여행,여행경험없음
53324689,202405,M,40대,서울특별시,700만원 이상,개별 여행,여행경험없음
53324810,202405,F,60대,서울특별시,300만원 미만,개별 여행,개별 여행
53324825,202405,F,30대,서울특별시,300이상500만원 미만,개별 여행,여행경험없음
53324830,202405,M,60대,서울특별시,700만원 이상,여행경험없음,에어텔 또는 에어카텔 패키지 여행
53324841,202405,F,20대,서울특별시,300이상500만원 미만,여행경험없음,개별 여행
53324844,202405,M,60대,서울특별시,700만원 이상,개별 여행,여행경험없음
53324913,202405,M,60대,서울특별시,500이상700만원 미만,개별 여행,여행경험없음
53324978,202405,F,60대,서울특별시,300만원 미만,여행경험없음,개별 여행
53325038,202405,F,50대,서울특별시,300이상500만원 미만,개별 여행,여행경험없음
53325115,202405,M,30대,경기도,700만원 이상,여행경험없음,개별 여행
53325147,202405,F,60대,서울특별시,500이상700만원 미만,개별 여행,여행경험없음
53325178,202405,M,20대,서울특별시,300만원 미만,개별 여행,개별 여행
53325233,202405,M,60대,서울특별시,700만원 이상,개별 여행,개별 여행
53325266,202405,M,50대,서울특별시,700만원 이상,개별 여행,단체 패키지 여행
53325411,202405,M,30대,충청북도,500이상700만원 미만,개별 여행,여행경험없음
53325432,202405,F,50대,전라북도,700만원 이상,여행경험없음,단체 패키지 여행
53325476,202405,F,50대,경기도,모름,개별 여행,개별 여행
53325478,202405,M,30대,경기도,700만원 이상,개별 여행,여행경험없음
53325516,202405,M,60대,인천광역시,700만원 이상,개별 여행,단체 패키지 여행
53325546,202405,M,50대,부산광역시,300이상500만원 미만,여행경험없음,단체 패키지 여행
53325639,202405,M,30대,인천광역시,700만원 이상,에어텔 또는 에어카텔 패키지 여행,에어텔 또는 에어카텔 패키지 여행
53325725,202405,F,50대,경기도,300이상500만원 미만,개별 여행,여행경험없음
53325730,202405,F,30대,인천광역시,300이상500만원 미만,개별 여행,여행경험없음
53325797,202405,M,50대,울산광역시,500이상700만원 미만,개별 여행,개별 여행
53325858,202405,F,20대,서울특별시,500이상700만원 미만,개별 여행,여행경험없음
53325876,202405,F,30대,충청북도,300이상500만원 미만,개별 여행,여행경험없음
53325910,202405,F,20대,경기도,500이상700만원 미만,개별 여행,개별 여행
53325939,202405,M,60대,인천광역시,700만원 이상,개별 여행,여행경험없음
53325983,202405,M,40대,서울특별시,모름,여행경험없음,개별 여행
53325988,202405,M,60대,경상남도,300만원 미만,개별 여행,단체 패키지 여행
53326008,202405,M,20대,부산광역시,300이상500만원 미만,개별 여행,여행경험없음
53326009,202405,M,50대,인천광역시,500이상700만원 미만,개별 여행,여행경험없음
53326025,202405,F,40대,경기도,500이상700만원 미만,개별 여행,에어텔 또는 에어카텔 패키지 여행
53326064,202405,M,30대,전라남도,300만원 미만,개별 여행,개별 여행
53326144,202405,F,40대,인천광역시,300이상500만원 미만,개별 여행,여행경험없음
53326146,202405,M,30대,경상남도,300이상500만원 미만,개별 여행,여행경험없음
53326158,202405,F,20대,경기도,300이상500만원 미만,개별 여행,개별 여행
53326168,202405,F,40대,경상남도,500이상700만원 미만,개별 여행,여행경험없음
53326182,202405,F,40대,전라북도,700만원 이상,개별 여행,여행경험없음
53326244,202405,M,40대,부산광역시,300만원 미만,개별 여행,여행경험없음
53326254,202405,M,30대,광주광역시,300이상500만원 미만,개별 여행,여행경험없음
53326302,202405,F,50대,대구광역시,500이상700만원 미만,에어텔 또는 에어카텔 패키지 여행,여행경험없음
53326313,202405,M,30대,서울특별시,500이상700만원 미만,개별 여행,여행경험없음
53326317,202405,M,30대,서울특별시,500이상700만원 미만,여행경험없음,에어텔 또는 에어카텔 패키지 여행
53326332,202405,M,40대,경상남도,300이상500만원 미만,개별 여행,여행경험없음
53326339,202405,M,50대,경기도,700만원 이상,개별 여행,개별 여행
53326350,202405,M,50대,서울특별시,700만원 이상,개별 여행,개별 여행
53326406,202405,M,30대,경기도,700만원 이상,개별 여행,여행경험없음
53326508,202405,F,60대,충청북도,700만원 이상,개별 여행,여행경험없음
53326509,202405,F,50대,경기도,500이상700만원 미만,개별 여행,여행경험없음
53326548,202405,F,60대,인천광역시,700만원 이상,개별 여행,개별 여행
53326554,202405,F,30대,인천광역시,500이상700만원 미만,개별 여행,여행경험없음
53326575,202405,F,40대,서울특별시,700만원 이상,여행경험없음,개별 여행
53326588,202405,M,60대,인천광역시,500이상700만원 미만,개별 여행,여행경험없음
53326639,202405,M,40대,서울특별시,700만원 이상,개별 여행,개별 여행
53326647,202405,F,40대,인천광역시,300만원 미만,개별 여행,여행경험없음
53326683,202405,M,30대,광주광역시,300이상500만원 미만,개별 여행,여행경험없음
53326713,202405,F,40대,울산광역시,300이상500만원 미만,여행경험없음,단체 패키지 여행
53326745,202405,F,40대,대전광역시,700만원 이상,개별 여행,여행경험없음
53326747,202405,M,60대,충청남도(세종시 포함),300이상500만원 미만,여행경험없음,개별 여행
53326752,202405,F,60대,전라북도,300이상500만원 미만,여행경험없음,단체 패키지 여행
53326788,202405,F,30대,대전광역시,700만원 이상,개별 여행,여행경험없음
53326820,202405,M,30대,서울특별시,700만원 이상,개별 여행,여행경험없음
53326843,202405,F,50대,강원도,500이상700만원 미만,개별 여행,여행경험없음
53327012,202405,F,50대,충청남도(세종시 포함),700만원 이상,개별 여행,개별 여행
53327018,202405,M,50대,경상남도,300이상500만원 미만,개별 여행,여행경험없음
53327097,202405,M,40대,울산광역시,700만원 이상,개별 여행,여행경험없음
53327098,202405,F,50대,대구광역시,700만원 이상,개별 여행,여행경험없음
53327120,202405,M,50대,부산광역시,500이상700만원 미만,개별 여행,여행경험없음
53327164,202405,F,60대,충청북도,300만원 미만,개별 여행,여행경험없음
53327210,202405,F,20대,부산광역시,모름,개별 여행,여행경험없음
53327236,202405,M,60대,경기도,700만원 이상,개별 여행,여행경험없음
53327241,202405,F,30대,경기도,300이상500만원 미만,개별 여행,개별 여행
53327254,202405,M,40대,강원도,500이상700만원 미만,개별 여행,여행경험없음
53327272,202405,M,40대,부산광역시,500이상700만원 미만,여행경험없음,개별 여행
53327355,202405,M,40대,경상남도,700만원 이상,개별 여행,에어텔 또는 에어카텔 패키지 여행
53327366,202405,M,60대,충청북도,300만원 미만,개별 여행,여행경험없음
53327466,202405,F,30대,서울특별시,모름,여행경험없음,개별 여행
53327548,202405,M,50대,서울특별시,500이상700만원 미만,개별 여행,여행경험없음
53327630,202405,M,50대,대전광역시,700만원 이상,여행경험없음,개별 여행
53327634,202405,M,50대,전라남도,700만원 이상,개별 여행,여행경험없음
53327697,202405,F,40대,인천광역시,500이상700만원 미만,개별 여행,여행경험없음
53327761,202405,M,50대,부산광역시,700만원 이상,개별 여행,단체 패키지 여행
53327777,202405,F,30대,강원도,300만원 미만,여행경험없음,개별 여행
53327830,202405,F,40대,부산광역시,300만원 미만,여행경험없음,개별 여행
53327843,202405,M,40대,경상남도,500이상700만원 미만,개별 여행,여행경험없음
53327845,202405,F,30대,서울특별시,700만원 이상,개별 여행,여행경험없음
53327852,202405,F,60대,전라북도,700만원 이상,개별 여행,여행경험없음
53327935,202405,M,50대,경기도,700만원 이상,개별 여행,에어텔 또는 에어카텔 패키지 여행
53327953,202405,F,60대,서울특별시,300이상500만원 미만,개별 여행,개별 여행
53327955,202405,M,30대,경기도,500이상700만원 미만,여행경험없음,개별 여행
53327959,202405,F,30대,전라남도,500이상700만원 미만,에어텔 또는 에어카텔 패키지 여행,여행경험없음
53328042,202405,M,30대,경기도,모름,개별 여행,여행경험없음
53328047,202405,M,60대,경상남도,300이상500만원 미만,개별 여행,여행경험없음
53328055,202405,F,60대,강원도,700만원 이상,여행경험없음,단체 패키지 여행
53328059,202405,F,60대,서울특별시,300이상500만원 미만,개별 여행,개별 여행
