RESPOND_ID,EXAMIN_BEGIN_DE_x,TOUR_CTPRVN_NM_x,TOUR_SIGNGU_NM_x,TOUR_BEGIN_DE,TOUR_PD_VALUE_x,TOUR_COM_NMPR_NM_x,COM_ONE_TY,COM_TWO_TY,COM_THREE_TY,COM_FOUR_TY,COM_FIVE_TY,COM_SIX_TY,TOUR_PURPS_NM,SEXDSTN_FLAG_CD_x,AGRDE_FLAG_NM_x,MRRG_AT_NM_x,CHLDRN_TY_NM_x,OCCP_NM_x,HSHLD_INCOME_DGREE_NM_x,EXAMIN_BEGIN_DE_y,TOUR_TOT_CT_VALUE,TOUR_LDGMNT_CT_VALUE,TOUR_FOOD_CT_VALUE,TOUR_TRNSPORT_CT_VALUE,TOUR_SHOPNG_CT_VALUE,TOUR_ACTVTY_CT_VALUE,TOUR_ETC_CT_VALUE,TOUR_CTPRVN_NM_y,TOUR_SIGNGU_NM_y,TOUR_COM_NMPR_NM_y,TOUR_PD_VALUE_y,SEXDSTN_FLAG_CD_y,AGRDE_FLAG_NM_y,MRRG_AT_NM_y,CHLDRN_TY_NM_y,OCCP_NM_y,HSHLD_INCOME_DGREE_NM_y
53343480,20240722,강원도,동해시/평창군,20240616,1박 2일,4명,배우자,부모/형제/자녀 등 가족,,,,,휴식,F,60대 이상,기혼,자녀 독립(막내 결혼),전업주부,300~500만원 미만,20240722,10~20만원 미만,1만원 미만,5~7만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,강원도,동해시/평창군,4명,1박 2일,F,60대 이상,기혼,자녀 독립(막내 결혼),전업주부,300~500만원 미만
53343951,20240722,제주도,애월읍/제주시(시내동),20240415,4박 5일,3명,배우자,부모/형제/자녀 등 가족,,,,,놀이/테마공원-온천 등 즐기기,F,30대,기혼,자녀 유아&성장(막내 입학전~초등생),전업주부,500~700만원 미만,20240722,40만원 이상,5~7만원 미만,10만원 이상,5~7만원 미만,10만원 이상,10만원 이상,1만원 미만,제주도,애월읍/제주시(시내동),3명,4박 5일,F,30대,기혼,자녀 유아&성장(막내 입학전~초등생),전업주부,500~700만원 미만
53344063,20240722,강원도,고성군,20240719,2박 3일,5명 이상,친구,,,,,,취미-운동 활동 (등산/ 낚시/ 골프 등),F,40대,미혼,미혼,자영업,700만원 이상,20240722,40만원 이상,5~7만원 미만,10만원 이상,1만원 미만,1만원 미만,10만원 이상,1만원 미만,강원도,고성군,5명 이상,2박 3일,F,40대,미혼,미혼,자영업,700만원 이상
53344067,20240722,경기도,수원시,20240516,3박 4일,2명,친구,,,,,,자연 풍경 감상 (산/ 바다 등),F,20대,기혼,신혼기(자녀 없음),사무/기술직,300~500만원 미만,20240722,10~20만원 미만,1만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,3~5만원 미만,1~3만원 미만,경기도,수원시,2명,3박 4일,F,20대,기혼,신혼기(자녀 없음),사무/기술직,300~500만원 미만
53344390,20240722,강원도,인제군,20240601,1박 2일,모름,,,,,,,자연 풍경 감상 (산/ 바다 등),M,50대,기혼,자녀 성인(막내 대학),자영업,700만원 이상,20240722,10~20만원 미만,3~5만원 미만,5~7만원 미만,5~7만원 미만,1만원 미만,1~3만원 미만,1만원 미만,강원도,인제군,모름,1박 2일,M,50대,기혼,자녀 성인(막내 대학),자영업,700만원 이상
53344440,20240722,강원도,횡성군,20240721,1박 2일,4명,배우자,부모/형제/자녀 등 가족,,,,,놀이/테마공원-온천 등 즐기기,M,30대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,500~700만원 미만,20240722,10~20만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,5~7만원 미만,1만원 미만,강원도,횡성군,4명,1박 2일,M,30대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,500~700만원 미만
53344474,20240722,부산시,모름,20240716,2박 3일,2명,친구,,,,,,도시 경관 감상 (건축물/ 거리 등),M,20대,미혼,미혼,기타/무직,300~500만원 미만,20240722,40만원 이상,10만원 이상,10만원 이상,5~7만원 미만,5~7만원 미만,7~10만원 미만,1만원 미만,부산시,모름,2명,2박 3일,M,20대,미혼,미혼,기타/무직,300~500만원 미만
53344612,20240722,강원도,속초시,20240616,1박 2일,2명,배우자,,,,,,휴식,M,60대 이상,기혼,자녀 성인(막내 대학),기타/무직,300만원 미만,20240722,10~20만원 미만,5~7만원 미만,5~7만원 미만,1만원 미만,1만원 미만,1만원 미만,1만원 미만,강원도,속초시,2명,1박 2일,M,60대 이상,기혼,자녀 성인(막내 대학),기타/무직,300만원 미만
53344620,20240722,강원도,영월군,20240613,1박 2일,2명,배우자,,,,,,자연 풍경 감상 (산/ 바다 등),M,50대,기혼,자녀 성장(막내 중고생),경영/관리/전문직,700만원 이상,20240722,10~20만원 미만,7~10만원 미만,3~5만원 미만,5~7만원 미만,1만원 미만,1만원 미만,1만원 미만,강원도,영월군,2명,1박 2일,M,50대,기혼,자녀 성장(막내 중고생),경영/관리/전문직,700만원 이상
53344638,20240722,충청북도,제천시,20240608,1박 2일,4명,부모/형제/자녀 등 가족,,,,,,휴식,F,40대,미혼,미혼,경영/관리/전문직,500~700만원 미만,20240722,20~30만원 미만,10만원 이상,7~10만원 미만,1만원 미만,1만원 미만,3~5만원 미만,1만원 미만,충청북도,제천시,4명,1박 2일,F,40대,미혼,미혼,경영/관리/전문직,500~700만원 미만
53344662,20240722,충청북도,충주시(구 청원군 포함),20240517,1박 2일,2명,배우자,,,,,,취미-운동 활동 (등산/ 낚시/ 골프 등),F,50대,기혼,자녀 성인(막내 대학),판매/서비스직,700만원 이상,20240722,10~20만원 미만,7~10만원 미만,3~5만원 미만,1만원 미만,1만원 미만,1만원 미만,1만원 미만,충청북도,충주시(구 청원군 포함),2명,1박 2일,F,50대,기혼,자녀 성인(막내 대학),판매/서비스직,700만원 이상
53344985,20240722,강원도,영월군,20240629,1박 2일,5명 이상,연인,부모/형제/자녀 등 가족,,,,,기타,F,20대,미혼,미혼,사무/기술직,700만원 이상,20240722,모름,모름,모름,모름,모름,모름,모름,강원도,영월군,5명 이상,1박 2일,F,20대,미혼,미혼,사무/기술직,700만원 이상
53345408,20240722,충청남도,세종특별자치시,20240427,1박 2일,혼자서,혼자서,,,,,,친지/친구/친척 만나기,M,30대,미혼,미혼,사무/기술직,700만원 이상,20240722,10~20만원 미만,1만원 미만,5~7만원 미만,1~3만원 미만,1만원 미만,1~3만원 미만,1만원 미만,충청남도,세종특별자치시,혼자서,1박 2일,M,30대,미혼,미혼,사무/기술직,700만원 이상
53345432,20240722,인천시,모름,20240626,3박 4일,5명 이상,부모/형제/자녀 등 가족,,,,,,놀이/테마공원-온천 등 즐기기,F,30대,기혼,자녀 유아&성장(막내 입학전~초등생),판매/서비스직,300~500만원 미만,20240722,20~30만원 미만,10만원 이상,5~7만원 미만,1만원 미만,1만원 미만,5~7만원 미만,1만원 미만,인천시,모름,5명 이상,3박 4일,F,30대,기혼,자녀 유아&성장(막내 입학전~초등생),판매/서비스직,300~500만원 미만
53345442,20240722,강원도,강릉시,20240613,6박 7일 이상,2명,연인,,,,,,식도락 (지역 특색/제철 음식),F,40대,미혼,미혼,판매/서비스직,300~500만원 미만,20240722,40만원 이상,10만원 이상,10만원 이상,10만원 이상,10만원 이상,10만원 이상,1만원 미만,강원도,강릉시,2명,6박 7일 이상,F,40대,미혼,미혼,판매/서비스직,300~500만원 미만
53345516,20240722,서울시,모름,20240426,1박 2일,2명,친구,,,,,,휴식,F,20대,미혼,미혼,사무/기술직,300만원 미만,20240722,10~20만원 미만,1~3만원 미만,5~7만원 미만,3~5만원 미만,1만원 미만,1만원 미만,1만원 미만,서울시,모름,2명,1박 2일,F,20대,미혼,미혼,사무/기술직,300만원 미만
53345766,20240722,경상남도,진주시,20240622,1박 2일,혼자서,혼자서,,,,,,친지/친구/친척 만나기,F,30대,미혼,미혼,사무/기술직,500~700만원 미만,20240722,10~20만원 미만,1만원 미만,5~7만원 미만,5~7만원 미만,1만원 미만,3~5만원 미만,1만원 미만,경상남도,진주시,혼자서,1박 2일,F,30대,미혼,미혼,사무/기술직,500~700만원 미만
53345966,20240722,경기도,가평군,20240421,1박 2일,2명,연인,,,,,,식도락 (지역 특색/제철 음식),M,40대,미혼,미혼,사무/기술직,700만원 이상,20240722,10~20만원 미만,3~5만원 미만,5~7만원 미만,3~5만원 미만,1~3만원 미만,1만원 미만,1~3만원 미만,경기도,가평군,2명,1박 2일,M,40대,미혼,미혼,사무/기술직,700만원 이상
53346052,20240722,경상북도,포항시,20240618,1박 2일,2명,부모/형제/자녀 등 가족,,,,,,식도락 (지역 특색/제철 음식),F,60대 이상,기혼,자녀 성인(막내 대학),전업주부,500~700만원 미만,20240722,모름,모름,모름,모름,모름,모름,모름,경상북도,포항시,2명,1박 2일,F,60대 이상,기혼,자녀 성인(막내 대학),전업주부,500~700만원 미만
53346097,20240722,경상북도,울진군,20240606,3박 4일,3명,배우자,부모/형제/자녀 등 가족,,,,,자연 풍경 감상 (산/ 바다 등),M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,500~700만원 미만,20240722,20~30만원 미만,7~10만원 미만,7~10만원 미만,3~5만원 미만,1~3만원 미만,1만원 미만,1~3만원 미만,경상북도,울진군,3명,3박 4일,M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,500~700만원 미만
53346130,20240722,전라북도,전주시,20240608,1박 2일,3명,부모/형제/자녀 등 가족,,,,,,문화-예술 즐기기 (미술관/ 공연 등),F,50대,기혼,자녀 성인(막내 대학),사무/기술직,500~700만원 미만,20240722,20~30만원 미만,7~10만원 미만,5~7만원 미만,3~5만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,전라북도,전주시,3명,1박 2일,F,50대,기혼,자녀 성인(막내 대학),사무/기술직,500~700만원 미만
53346579,20240722,부산시,모름,20240607,3박 4일,2명,연인,,,,,,식도락 (지역 특색/제철 음식),M,40대,미혼,미혼,기능/숙련/일반작업직,300~500만원 미만,20240722,30~40만원 미만,10만원 이상,10만원 이상,10만원 이상,1만원 미만,1만원 미만,1만원 미만,부산시,모름,2명,3박 4일,M,40대,미혼,미혼,기능/숙련/일반작업직,300~500만원 미만
53346602,20240722,경상북도,포항시,20240622,1박 2일,2명,연인,,,,,,자연 풍경 감상 (산/ 바다 등),M,30대,미혼,미혼,사무/기술직,300~500만원 미만,20240722,30~40만원 미만,10만원 이상,10만원 이상,5~7만원 미만,1만원 미만,1만원 미만,5~7만원 미만,경상북도,포항시,2명,1박 2일,M,30대,미혼,미혼,사무/기술직,300~500만원 미만
53346621,20240722,경기도,군포시,20240504,2박 3일,5명 이상,부모/형제/자녀 등 가족,,,,,,식도락 (지역 특색/제철 음식),M,40대,미혼,미혼,자영업,300~500만원 미만,20240722,10만원 미만,1만원 미만,3~5만원 미만,1~3만원 미만,1만원 미만,1~3만원 미만,1~3만원 미만,경기도,군포시,5명 이상,2박 3일,M,40대,미혼,미혼,자영업,300~500만원 미만
53346690,20240722,충청남도,당진시,20240621,3박 4일,2명,배우자,,,,,,친지/친구/친척 만나기,F,60대 이상,기혼,자녀 성인(막내 대학),사무/기술직,300~500만원 미만,20240722,10~20만원 미만,1만원 미만,3~5만원 미만,3~5만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,충청남도,당진시,2명,3박 4일,F,60대 이상,기혼,자녀 성인(막내 대학),사무/기술직,300~500만원 미만
53346790,20240722,경기도,화성시,20240620,1박 2일,4명,부모/형제/자녀 등 가족,,,,,,휴식,F,40대,미혼,미혼,사무/기술직,300~500만원 미만,20240722,10만원 미만,1만원 미만,5~7만원 미만,1만원 미만,1만원 미만,1만원 미만,1만원 미만,경기도,화성시,4명,1박 2일,F,40대,미혼,미혼,사무/기술직,300~500만원 미만
53347628,20240722,강원도,속초시,20240629,1박 2일,2명,배우자,,,,,,휴식,F,60대 이상,기혼,자녀 성인(막내 대학),자영업,500~700만원 미만,20240722,20~30만원 미만,5~7만원 미만,10만원 이상,3~5만원 미만,1만원 미만,1만원 미만,1~3만원 미만,강원도,속초시,2명,1박 2일,F,60대 이상,기혼,자녀 성인(막내 대학),자영업,500~700만원 미만
53347763,20240722,대구시,모름,20240622,1박 2일,5명 이상,배우자,부모/형제/자녀 등 가족,,,,,친지/친구/친척 만나기,F,40대,기혼,자녀 유아&성장(막내 입학전~초등생),전업주부,300~500만원 미만,20240722,모름,모름,모름,모름,모름,모름,모름,대구시,모름,5명 이상,1박 2일,F,40대,기혼,자녀 유아&성장(막내 입학전~초등생),전업주부,300~500만원 미만
53347907,20240722,부산시,모름,20240715,1박 2일,2명,부모/형제/자녀 등 가족,,,,,,자연 풍경 감상 (산/ 바다 등),F,60대 이상,기혼,자녀 성인(막내 대학),전업주부,300~500만원 미만,20240722,10~20만원 미만,5~7만원 미만,3~5만원 미만,7~10만원 미만,1만원 미만,1만원 미만,1만원 미만,부산시,모름,2명,1박 2일,F,60대 이상,기혼,자녀 성인(막내 대학),전업주부,300~500만원 미만
53347992,20240722,경상남도,통영시,20240510,1박 2일,2명,배우자,,,,,,식도락 (지역 특색/제철 음식),M,50대,기혼,신혼기(자녀 없음),사무/기술직,300~500만원 미만,20240722,20~30만원 미만,7~10만원 미만,7~10만원 미만,5~7만원 미만,1만원 미만,3~5만원 미만,1만원 미만,경상남도,통영시,2명,1박 2일,M,50대,기혼,신혼기(자녀 없음),사무/기술직,300~500만원 미만
53348203,20240722,서울시,모름,20240706,1박 2일,4명,배우자,부모/형제/자녀 등 가족,,,,,식도락 (지역 특색/제철 음식),M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,700만원 이상,20240722,20~30만원 미만,10만원 이상,7~10만원 미만,3~5만원 미만,1만원 미만,1~3만원 미만,1만원 미만,서울시,모름,4명,1박 2일,M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,700만원 이상
53348481,20240722,경기도,수원시,20240720,1박 2일,4명,친구,,,,,,친지/친구/친척 만나기,M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),자영업,700만원 이상,20240722,10~20만원 미만,3~5만원 미만,7~10만원 미만,1~3만원 미만,1만원 미만,1~3만원 미만,1~3만원 미만,경기도,수원시,4명,1박 2일,M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),자영업,700만원 이상
53348600,20240722,서울시,모름,20240601,3박 4일,3명,배우자,부모/형제/자녀 등 가족,,,,,친지/친구/친척 만나기,M,60대 이상,기혼,자녀 성인(막내 대학),자영업,500~700만원 미만,20240722,20~30만원 미만,1만원 미만,10만원 이상,5~7만원 미만,5~7만원 미만,1만원 미만,1만원 미만,서울시,모름,3명,3박 4일,M,60대 이상,기혼,자녀 성인(막내 대학),자영업,500~700만원 미만
53348747,20240722,경상남도,하동군,20240606,1박 2일,5명 이상,부모/형제/자녀 등 가족,,,,,,휴식,F,50대,기혼,자녀 성인(막내 대학),사무/기술직,700만원 이상,20240722,10~20만원 미만,3~5만원 미만,3~5만원 미만,1~3만원 미만,1만원 미만,1만원 미만,1만원 미만,경상남도,하동군,5명 이상,1박 2일,F,50대,기혼,자녀 성인(막내 대학),사무/기술직,700만원 이상
53349102,20240722,경상북도,예천군,20240406,1박 2일,4명,부모/형제/자녀 등 가족,,,,,,친지/친구/친척 만나기,M,20대,미혼,미혼,자영업,700만원 이상,20240722,모름,모름,모름,모름,모름,모름,모름,경상북도,예천군,4명,1박 2일,M,20대,미혼,미혼,자영업,700만원 이상
53349218,20240722,강원도,구체적인 지역 모름,20240621,1박 2일,3명,부모/형제/자녀 등 가족,,,,,,역사-유적 감상 (유적지/ 박물관 등),F,20대,미혼,미혼,대학/대학원생,모름,20240722,모름,모름,모름,모름,모름,모름,모름,강원도,구체적인 지역 모름,3명,1박 2일,F,20대,미혼,미혼,대학/대학원생,모름
53349736,20240722,강원도,삼척시,20240613,2박 3일,4명,배우자,부모/형제/자녀 등 가족,,,,,놀이/테마공원-온천 등 즐기기,M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,500~700만원 미만,20240722,10~20만원 미만,1만원 미만,5~7만원 미만,1~3만원 미만,1~3만원 미만,3~5만원 미만,1만원 미만,강원도,삼척시,4명,2박 3일,M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,500~700만원 미만
53349760,20240722,전라남도,무안군,20240616,3박 4일,3명,부모/형제/자녀 등 가족,,,,,,친지/친구/친척 만나기,M,40대,미혼,미혼,사무/기술직,300~500만원 미만,20240722,모름,모름,모름,모름,모름,모름,모름,전라남도,무안군,3명,3박 4일,M,40대,미혼,미혼,사무/기술직,300~500만원 미만
53350045,20240722,대구시,모름,20240622,1박 2일,5명 이상,부모/형제/자녀 등 가족,,,,,,식도락 (지역 특색/제철 음식),F,40대,기혼,자녀 성장(막내 중고생),사무/기술직,700만원 이상,20240722,10~20만원 미만,1만원 미만,5~7만원 미만,1~3만원 미만,3~5만원 미만,1~3만원 미만,1만원 미만,대구시,모름,5명 이상,1박 2일,F,40대,기혼,자녀 성장(막내 중고생),사무/기술직,700만원 이상
53350132,20240722,강원도,속초시,20240623,1박 2일,2명,친구,,,,,,자연 풍경 감상 (산/ 바다 등),F,60대 이상,기타,자녀 성인(막내 대학),전업주부,300~500만원 미만,20240722,20~30만원 미만,10만원 이상,10만원 이상,1만원 미만,1만원 미만,1만원 미만,1만원 미만,강원도,속초시,2명,1박 2일,F,60대 이상,기타,자녀 성인(막내 대학),전업주부,300~500만원 미만
53350231,20240722,경상남도,함안군,20240504,1박 2일,5명 이상,배우자,부모/형제/자녀 등 가족,친구,,,,친지/친구/친척 만나기,M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,700만원 이상,20240722,10~20만원 미만,5~7만원 미만,3~5만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,경상남도,함안군,5명 이상,1박 2일,M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,700만원 이상
53350425,20240722,전라북도,군산시,20240705,1박 2일,5명 이상,배우자,친구,,,,,취미-운동 활동 (등산/ 낚시/ 골프 등),M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),기능/숙련/일반작업직,500~700만원 미만,20240722,10~20만원 미만,1~3만원 미만,1~3만원 미만,3~5만원 미만,1만원 미만,7~10만원 미만,1만원 미만,전라북도,군산시,5명 이상,1박 2일,M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),기능/숙련/일반작업직,500~700만원 미만
53350453,20240722,인천시,모름,20240713,1박 2일,5명 이상,배우자,친구,,,,,휴식,M,40대,기혼,자녀 성장(막내 중고생),사무/기술직,700만원 이상,20240722,40만원 이상,10만원 이상,10만원 이상,5~7만원 미만,1만원 미만,10만원 이상,1만원 미만,인천시,모름,5명 이상,1박 2일,M,40대,기혼,자녀 성장(막내 중고생),사무/기술직,700만원 이상
53351047,20240722,충청북도,괴산군/단양군/제천시,20240602,1박 2일,모름,친구,,,,,,놀이/테마공원-온천 등 즐기기,M,60대 이상,기혼,자녀 독립(막내 결혼),기능/숙련/일반작업직,300~500만원 미만,20240722,10~20만원 미만,1만원 미만,10만원 이상,1만원 미만,1만원 미만,1만원 미만,1만원 미만,충청북도,괴산군/단양군/제천시,모름,1박 2일,M,60대 이상,기혼,자녀 독립(막내 결혼),기능/숙련/일반작업직,300~500만원 미만
53351083,20240722,강원도,강릉시/속초시,20240413,2박 3일,2명,연인,,,,,,자연 풍경 감상 (산/ 바다 등),F,30대,미혼,미혼,사무/기술직,700만원 이상,20240722,10~20만원 미만,7~10만원 미만,3~5만원 미만,1만원 미만,1만원 미만,1만원 미만,1만원 미만,강원도,강릉시/속초시,2명,2박 3일,F,30대,미혼,미혼,사무/기술직,700만원 이상
53351224,20240722,제주도,서귀포시(시내동),20240412,3박 4일,2명,친구,,,,,,취미-운동 활동 (등산/ 낚시/ 골프 등),F,40대,기혼,자녀 유아&성장(막내 입학전~초등생),기타/무직,700만원 이상,20240722,30~40만원 미만,3~5만원 미만,5~7만원 미만,10만원 이상,5~7만원 미만,3~5만원 미만,3~5만원 미만,제주도,서귀포시(시내동),2명,3박 4일,F,40대,기혼,자녀 유아&성장(막내 입학전~초등생),기타/무직,700만원 이상
53351240,20240722,경상북도,안동시,20240504,1박 2일,4명,부모/형제/자녀 등 가족,,,,,,자연 풍경 감상 (산/ 바다 등),F,50대,기혼,자녀 성인(막내 대학),기능/숙련/일반작업직,700만원 이상,20240722,10~20만원 미만,1만원 미만,7~10만원 미만,1만원 미만,1만원 미만,1~3만원 미만,1만원 미만,경상북도,안동시,4명,1박 2일,F,50대,기혼,자녀 성인(막내 대학),기능/숙련/일반작업직,700만원 이상
53351350,20240722,경기도,의정부시,20240608,1박 2일,3명,부모/형제/자녀 등 가족,,,,,,자연 풍경 감상 (산/ 바다 등),F,50대,기혼,자녀 성인(막내 대학),기능/숙련/일반작업직,500~700만원 미만,20240722,20~30만원 미만,1만원 미만,10만원 이상,5~7만원 미만,5~7만원 미만,1만원 미만,1만원 미만,경기도,의정부시,3명,1박 2일,F,50대,기혼,자녀 성인(막내 대학),기능/숙련/일반작업직,500~700만원 미만
53351438,20240722,강원도,삼척시,20240607,2박 3일,2명,배우자,,,,,,친지/친구/친척 만나기,F,50대,기혼,자녀 성인(막내 대학),사무/기술직,700만원 이상,20240722,30~40만원 미만,1만원 미만,10만원 이상,7~10만원 미만,5~7만원 미만,5~7만원 미만,3~5만원 미만,강원도,삼척시,2명,2박 3일,F,50대,기혼,자녀 성인(막내 대학),사무/기술직,700만원 이상
53351565,20240722,경기도,안산시,20240706,2박 3일,5명 이상,부모/형제/자녀 등 가족,,,,,,자연 풍경 감상 (산/ 바다 등),M,50대,기혼,자녀 성인(막내 대학),자영업,500~700만원 미만,20240722,40만원 이상,10만원 이상,10만원 이상,5~7만원 미만,5~7만원 미만,3~5만원 미만,5~7만원 미만,경기도,안산시,5명 이상,2박 3일,M,50대,기혼,자녀 성인(막내 대학),자영업,500~700만원 미만
53351615,20240722,강원도,양양군,20240611,1박 2일,4명,부모/형제/자녀 등 가족,,,,,,휴식,M,50대,기혼,자녀 성인(막내 대학),사무/기술직,700만원 이상,20240722,30~40만원 미만,10만원 이상,10만원 이상,5~7만원 미만,3~5만원 미만,1~3만원 미만,1만원 미만,강원도,양양군,4명,1박 2일,M,50대,기혼,자녀 성인(막내 대학),사무/기술직,700만원 이상
53351666,20240722,경기도,군포시,20240517,2박 3일,4명,배우자,부모/형제/자녀 등 가족,,,,,식도락 (지역 특색/제철 음식),M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,500~700만원 미만,20240722,모름,모름,모름,모름,모름,모름,모름,경기도,군포시,4명,2박 3일,M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,500~700만원 미만
53351854,20240722,울산시,모름,20240715,1박 2일,2명,연인,,,,,,식도락 (지역 특색/제철 음식),F,50대,미혼,미혼,기타/무직,700만원 이상,20240722,10~20만원 미만,3~5만원 미만,5~7만원 미만,5~7만원 미만,1만원 미만,1만원 미만,1만원 미만,울산시,모름,2명,1박 2일,F,50대,미혼,미혼,기타/무직,700만원 이상
53351946,20240722,부산시,모름,20240410,2박 3일,5명 이상,직장동료,,,,,,자연 풍경 감상 (산/ 바다 등),F,30대,미혼,미혼,사무/기술직,700만원 이상,20240722,모름,모름,모름,모름,모름,모름,모름,부산시,모름,5명 이상,2박 3일,F,30대,미혼,미혼,사무/기술직,700만원 이상
53352021,20240722,경기도,구체적인 지역 모름,20240406,1박 2일,3명,배우자,부모/형제/자녀 등 가족,,,,,취미-운동 활동 (등산/ 낚시/ 골프 등),M,30대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,300~500만원 미만,20240722,10~20만원 미만,3~5만원 미만,3~5만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,경기도,구체적인 지역 모름,3명,1박 2일,M,30대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,300~500만원 미만
53352329,20240722,서울시,모름,20240629,1박 2일,4명,배우자,부모/형제/자녀 등 가족,,,,,친지/친구/친척 만나기,F,40대,기혼,자녀 유아&성장(막내 입학전~초등생),전업주부,300만원 미만,20240722,20~30만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,10만원 이상,서울시,모름,4명,1박 2일,F,40대,기혼,자녀 유아&성장(막내 입학전~초등생),전업주부,300만원 미만
53352341,20240722,경상남도,김해시/진주시,20240515,1박 2일,4명,배우자,부모/형제/자녀 등 가족,,,,,역사-유적 감상 (유적지/ 박물관 등),M,50대,기혼,자녀 성장(막내 중고생),사무/기술직,700만원 이상,20240722,10~20만원 미만,1~3만원 미만,5~7만원 미만,3~5만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,경상남도,김해시/진주시,4명,1박 2일,M,50대,기혼,자녀 성장(막내 중고생),사무/기술직,700만원 이상
53352730,20240722,경상남도,함양군,20240401,1박 2일,모름,친구,,,,,,휴식,F,20대,미혼,미혼,대학/대학원생,300만원 미만,20240722,모름,모름,모름,모름,모름,모름,모름,경상남도,함양군,모름,1박 2일,F,20대,미혼,미혼,대학/대학원생,300만원 미만
53353009,20240722,제주도,서귀포시(시내동)/애월읍/우도면/조천읍,20240511,5박 6일,4명,배우자,부모/형제/자녀 등 가족,,,,,역사-유적 감상 (유적지/ 박물관 등),F,30대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,700만원 이상,20240722,40만원 이상,10만원 이상,10만원 이상,10만원 이상,1만원 미만,10만원 이상,1만원 미만,제주도,서귀포시(시내동)/애월읍/우도면/조천읍,4명,5박 6일,F,30대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,700만원 이상
53353194,20240722,충청남도,세종특별자치시,20240601,1박 2일,2명,배우자,,,,,,친지/친구/친척 만나기,M,60대 이상,기혼,자녀 독립(막내 결혼),기능/숙련/일반작업직,300~500만원 미만,20240722,10~20만원 미만,1~3만원 미만,5~7만원 미만,1~3만원 미만,1만원 미만,1만원 미만,1만원 미만,충청남도,세종특별자치시,2명,1박 2일,M,60대 이상,기혼,자녀 독립(막내 결혼),기능/숙련/일반작업직,300~500만원 미만
53353440,20240722,대전시,모름,20240608,6박 7일 이상,2명,배우자,,,,,,역사-유적 감상 (유적지/ 박물관 등),F,50대,기혼,자녀 유아&성장(막내 입학전~초등생),전업주부,300~500만원 미만,20240722,30~40만원 미만,10만원 이상,1만원 미만,10만원 이상,10만원 이상,1만원 미만,1만원 미만,대전시,모름,2명,6박 7일 이상,F,50대,기혼,자녀 유아&성장(막내 입학전~초등생),전업주부,300~500만원 미만
53353612,20240722,제주도,서귀포시(시내동)/성산읍/제주시(시내동),20240418,2박 3일,2명,친구,,,,,,휴식,F,60대 이상,기혼,자녀 성인(막내 대학),기타/무직,300~500만원 미만,20240722,40만원 이상,10만원 이상,10만원 이상,10만원 이상,1만원 미만,5~7만원 미만,1만원 미만,제주도,서귀포시(시내동)/성산읍/제주시(시내동),2명,2박 3일,F,60대 이상,기혼,자녀 성인(막내 대학),기타/무직,300~500만원 미만
53353684,20240722,인천시,모름,20240417,1박 2일,3명,부모/형제/자녀 등 가족,,,,,,자연 풍경 감상 (산/ 바다 등),M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,500~700만원 미만,20240722,10만원 미만,3~5만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,1만원 미만,1만원 미만,인천시,모름,3명,1박 2일,M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,500~700만원 미만
