RESPOND_ID,EXAMIN_BEGIN_DE,TOUR_TOT_CT_VALUE,TOUR_LDGMNT_CT_VALUE,TOUR_FOOD_CT_VALUE,TOUR_TRNSPORT_CT_VALUE,TOUR_SHOPNG_CT_VALUE,TOUR_ACTVTY_CT_VALUE,TOUR_ETC_CT_VALUE,TOUR_CTPRVN_NM,TOUR_SIGNGU_NM,TOUR_COM_NMPR_NM,TOUR_PD_VALUE,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,MRRG_AT_NM,CHLDRN_TY_NM,OCCP_NM,HSHLD_INCOME_DGREE_NM,TOUR_BEGIN_DE_FROM_ERA
53352129,20240527,20~30만원 미만,3~5만원 미만,5~7만원 미만,1~3만원 미만,1만원 미만,7~10만원 미만,1만원 미만,전라남도,완도군,2명,1박 2일,F,50대,기혼,자녀 독립(막내 결혼),판매/서비스직,700만원 이상,20240405
53352395,20240527,10~20만원 미만,5~7만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,1~3만원 미만,1만원 미만,강원도,고성군,5명 이상,2박 3일,M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),경영/관리/전문직,700만원 이상,20240412
53352655,20240527,10~20만원 미만,5~7만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,1~3만원 미만,1만원 미만,경상북도,울진군,3명,1박 2일,M,40대,기혼,자녀 성장(막내 중고생),기능/숙련/일반작업직,300~500만원 미만,20240315
53353194,20240527,20~30만원 미만,5~7만원 미만,10만원 이상,5~7만원 미만,1만원 미만,1만원 미만,5~7만원 미만,충청남도,세종특별자치시,2명,1박 2일,M,60대 이상,기혼,자녀 독립(막내 결혼),기능/숙련/일반작업직,300~500만원 미만,20240427
53353239,20240527,10~20만원 미만,3~5만원 미만,5~7만원 미만,1만원 미만,1만원 미만,1~3만원 미만,1만원 미만,강원도,평창군,5명 이상,3박 4일,F,30대,기혼,자녀 유아&성장(막내 입학전~초등생),전업주부,300~500만원 미만,20240426
53353317,20240527,10~20만원 미만,5~7만원 미만,5~7만원 미만,1~3만원 미만,1만원 미만,1~3만원 미만,1~3만원 미만,전라남도,곡성군,2명,1박 2일,F,50대,기혼,자녀 독립(막내 결혼),사무/기술직,500~700만원 미만,20240317
53353358,20240527,모름,모름,모름,모름,모름,모름,모름,강원도,동해시,5명 이상,2박 3일,M,30대,미혼,미혼,사무/기술직,700만원 이상,20240210
53353411,20240527,10~20만원 미만,7~10만원 미만,3~5만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,서울시,모름,3명,1박 2일,F,50대,기혼,자녀 성장(막내 중고생),기능/숙련/일반작업직,500~700만원 미만,20240210
53353454,20240527,10~20만원 미만,3~5만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,대전시,모름,4명,3박 4일,F,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,500~700만원 미만,20240503
53353486,20240527,40만원 이상,1만원 미만,10만원 이상,10만원 이상,1만원 미만,1만원 미만,1만원 미만,충청북도,진천군,혼자서,1박 2일,M,50대,기혼,자녀 독립(막내 결혼),기능/숙련/일반작업직,700만원 이상,20240210
53353787,20240527,10~20만원 미만,7~10만원 미만,5~7만원 미만,3~5만원 미만,1만원 미만,1만원 미만,1만원 미만,충청북도,충주시(구 청원군 포함),2명,1박 2일,M,60대 이상,기혼,자녀 성인(막내 대학),자영업,500~700만원 미만,20240413
53354037,20240527,30~40만원 미만,10만원 이상,1만원 미만,10만원 이상,1만원 미만,5~7만원 미만,1만원 미만,강원도,고성군/양구군/인제군/태백시/평창군/홍천군/화천군/횡성군,2명,6박 7일 이상,M,60대 이상,기혼,자녀 성인(막내 대학),기타/무직,300만원 미만,20240422
53354225,20240527,30~40만원 미만,3~5만원 미만,10만원 이상,3~5만원 미만,1만원 미만,3~5만원 미만,1만원 미만,전라남도,보성군,4명,4박 5일,F,20대,미혼,미혼,사무/기술직,700만원 이상,20240201
53354260,20240527,30~40만원 미만,7~10만원 미만,10만원 이상,5~7만원 미만,1만원 미만,1만원 미만,1~3만원 미만,충청북도,제천시/충주시(구 청원군 포함),혼자서,2박 3일,M,40대,미혼,미혼,기타/무직,500~700만원 미만,20240410
53354298,20240527,모름,모름,모름,모름,모름,모름,모름,경기도,고양시,3명,3박 4일,M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,300~500만원 미만,20240226
53354581,20240527,모름,모름,모름,모름,모름,모름,모름,충청북도,충주시(구 청원군 포함),4명,3박 4일,M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),경영/관리/전문직,700만원 이상,20240427
53354619,20240527,10~20만원 미만,7~10만원 미만,3~5만원 미만,1만원 미만,1만원 미만,1만원 미만,1만원 미만,전라북도,익산시,모름,1박 2일,F,40대,기혼,자녀 성장(막내 중고생),사무/기술직,700만원 이상,20240420
53354760,20240527,10~20만원 미만,5~7만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,1만원 미만,1만원 미만,경기도,가평군,2명,1박 2일,F,30대,미혼,미혼,사무/기술직,모름,20240503
53354858,20240527,20~30만원 미만,3~5만원 미만,7~10만원 미만,1~3만원 미만,1만원 미만,5~7만원 미만,1만원 미만,강원도,춘천시,2명,1박 2일,M,60대 이상,기혼,자녀 성인(막내 대학),기타/무직,700만원 이상,20240423
53355087,20240527,20~30만원 미만,7~10만원 미만,5~7만원 미만,5~7만원 미만,1만원 미만,3~5만원 미만,1만원 미만,부산시,모름,2명,1박 2일,M,40대,미혼,미혼,사무/기술직,300~500만원 미만,20240224
53355110,20240527,40만원 이상,7~10만원 미만,5~7만원 미만,10만원 이상,1만원 미만,3~5만원 미만,1만원 미만,제주도,대정읍/서귀포시(시내동)/애월읍/제주시(시내동),5명 이상,1박 2일,M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,300~500만원 미만,20240427
53355142,20240527,모름,모름,모름,모름,모름,모름,모름,충청남도,태안군,3명,1박 2일,M,20대,미혼,미혼,사무/기술직,모름,20240519
53355339,20240527,20~30만원 미만,5~7만원 미만,5~7만원 미만,5~7만원 미만,5~7만원 미만,1만원 미만,1만원 미만,강원도,속초시,3명,2박 3일,M,20대,미혼,미혼,사무/기술직,모름,20240419
53355619,20240527,10~20만원 미만,3~5만원 미만,5~7만원 미만,1~3만원 미만,1만원 미만,1만원 미만,1만원 미만,전라남도,여수시,2명,모름,M,60대 이상,기혼,자녀 성인(막내 대학),사무/기술직,700만원 이상,20240218
53355695,20240527,30~40만원 미만,10만원 이상,10만원 이상,1만원 미만,1만원 미만,10만원 이상,1만원 미만,인천시,모름,5명 이상,2박 3일,M,60대 이상,기혼,자녀 성인(막내 대학),경영/관리/전문직,500~700만원 미만,20240508
53355725,20240527,10~20만원 미만,5~7만원 미만,1~3만원 미만,1~3만원 미만,3~5만원 미만,3~5만원 미만,1~3만원 미만,경상북도,영덕군,2명,1박 2일,M,50대,기타,신혼기(자녀 없음),기타/무직,300만원 미만,20240219
53355850,20240527,10~20만원 미만,1만원 미만,3~5만원 미만,7~10만원 미만,1만원 미만,1만원 미만,1만원 미만,대구시,모름,2명,2박 3일,F,20대,미혼,미혼,대학/대학원생,300만원 미만,20240419
53355945,20240527,10~20만원 미만,3~5만원 미만,3~5만원 미만,1~3만원 미만,1만원 미만,3~5만원 미만,1만원 미만,전라북도,전주시,4명,1박 2일,F,30대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,500~700만원 미만,20240409
53356303,20240527,10~20만원 미만,1~3만원 미만,3~5만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,경상남도,통영시,4명,1박 2일,F,30대,기혼,자녀 유아&성장(막내 입학전~초등생),전업주부,300~500만원 미만,20240518
53356448,20240527,40만원 이상,10만원 이상,10만원 이상,1만원 미만,1만원 미만,10만원 이상,1만원 미만,제주도,구좌읍/서귀포시(시내동),2명,2박 3일,M,60대 이상,기혼,자녀 독립(막내 결혼),기능/숙련/일반작업직,700만원 이상,20240223
53356456,20240527,40만원 이상,10만원 이상,10만원 이상,10만원 이상,1만원 미만,1만원 미만,10만원 이상,강원도,강릉시,3명,1박 2일,M,20대,미혼,미혼,기타/무직,300~500만원 미만,20240406
53356584,20240527,10~20만원 미만,5~7만원 미만,5~7만원 미만,1만원 미만,1만원 미만,1만원 미만,1만원 미만,강원도,속초시,2명,1박 2일,M,30대,미혼,미혼,사무/기술직,모름,20240526
53356776,20240527,10~20만원 미만,3~5만원 미만,7~10만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,강원도,속초시,5명 이상,1박 2일,F,20대,미혼,미혼,대학/대학원생,700만원 이상,20240316
53357029,20240527,모름,모름,모름,모름,모름,모름,모름,강원도,원주시,5명 이상,4박 5일,M,40대,미혼,미혼,기능/숙련/일반작업직,300~500만원 미만,20240515
53357190,20240527,10~20만원 미만,1만원 미만,5~7만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,인천시,모름,혼자서,3박 4일,F,20대,미혼,미혼,사무/기술직,300~500만원 미만,20240329
53357387,20240527,40만원 이상,10만원 이상,10만원 이상,10만원 이상,7~10만원 미만,1~3만원 미만,1만원 미만,제주도,구좌읍/애월읍/제주시(시내동)/조천읍,4명,3박 4일,F,50대,미혼,미혼,사무/기술직,300~500만원 미만,20240523
53357725,20240527,10~20만원 미만,3~5만원 미만,7~10만원 미만,5~7만원 미만,1만원 미만,1만원 미만,1만원 미만,경기도,화성시,4명,1박 2일,F,50대,기혼,자녀 성인(막내 대학),전업주부,700만원 이상,20240429
53357850,20240527,20~30만원 미만,10만원 이상,3~5만원 미만,5~7만원 미만,1만원 미만,1만원 미만,1~3만원 미만,경상북도,울진군,2명,1박 2일,F,40대,미혼,미혼,기능/숙련/일반작업직,300만원 미만,20240323
53358079,20240527,10~20만원 미만,5~7만원 미만,3~5만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,강원도,강릉시,4명,1박 2일,F,40대,기혼,자녀 성장(막내 중고생),전업주부,700만원 이상,20240223
53358218,20240527,모름,모름,모름,모름,모름,모름,모름,전라남도,해남군,2명,2박 3일,M,60대 이상,기혼,자녀 성인(막내 대학),기타/무직,500~700만원 미만,20240425
53358455,20240527,30~40만원 미만,5~7만원 미만,10만원 이상,10만원 이상,1만원 미만,1만원 미만,1만원 미만,충청북도,충주시(구 청원군 포함),2명,3박 4일,F,50대,기혼,자녀 성인(막내 대학),전업주부,300~500만원 미만,20240404
53358538,20240527,10~20만원 미만,3~5만원 미만,5~7만원 미만,1~3만원 미만,1만원 미만,1만원 미만,1만원 미만,충청남도,태안군,2명,1박 2일,F,40대,기혼,자녀 성인(막내 대학),자영업,700만원 이상,20240514
53358561,20240527,20~30만원 미만,5~7만원 미만,10만원 이상,5~7만원 미만,5~7만원 미만,1만원 미만,1만원 미만,대구시,모름,2명,1박 2일,M,50대,기혼,자녀 성인(막내 대학),사무/기술직,500~700만원 미만,20240427
53358609,20240527,10~20만원 미만,5~7만원 미만,7~10만원 미만,1~3만원 미만,1만원 미만,1만원 미만,1만원 미만,강원도,강릉시,3명,1박 2일,F,30대,미혼,미혼,기타/무직,300~500만원 미만,20240427
53358612,20240527,10만원 미만,1~3만원 미만,3~5만원 미만,1만원 미만,1만원 미만,1만원 미만,1만원 미만,인천시,모름,5명 이상,1박 2일,M,60대 이상,기혼,자녀 독립(막내 결혼),사무/기술직,700만원 이상,20240518
53358671,20240527,10~20만원 미만,3~5만원 미만,5~7만원 미만,1만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,충청남도,보령시/서천군,5명 이상,1박 2일,F,40대,미혼,미혼,기타/무직,모름,20240525
53358915,20240527,10~20만원 미만,5~7만원 미만,5~7만원 미만,1만원 미만,1만원 미만,1만원 미만,1만원 미만,경상북도,영주시,5명 이상,1박 2일,M,60대 이상,기혼,자녀 독립(막내 결혼),기타/무직,500~700만원 미만,20240524
53358939,20240527,10~20만원 미만,7~10만원 미만,7~10만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,1만원 미만,부산시,모름,2명,1박 2일,F,20대,미혼,미혼,대학/대학원생,모름,20240519
53359032,20240527,40만원 이상,10만원 이상,10만원 이상,5~7만원 미만,5~7만원 미만,1만원 미만,5~7만원 미만,강원도,강릉시/동해시/삼척시/태백시/평창군,3명,3박 4일,F,50대,기혼,자녀 성인(막내 대학),기타/무직,700만원 이상,20240222
53359085,20240527,모름,모름,모름,모름,모름,모름,모름,전라남도,완도군,4명,3박 4일,F,50대,기혼,자녀 성인(막내 대학),전업주부,500~700만원 미만,20240503
53359116,20240527,30~40만원 미만,10만원 이상,10만원 이상,5~7만원 미만,1만원 미만,1만원 미만,1만원 미만,경상북도,영양군,4명,1박 2일,M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,300~500만원 미만,20240316
53359298,20240527,30~40만원 미만,5~7만원 미만,10만원 이상,5~7만원 미만,5~7만원 미만,1~3만원 미만,1~3만원 미만,경상북도,안동시/울진군,2명,2박 3일,M,50대,미혼,미혼,사무/기술직,700만원 이상,20240520
53359777,20240527,40만원 이상,10만원 이상,7~10만원 미만,7~10만원 미만,1만원 미만,5~7만원 미만,1만원 미만,강원도,영월군/정선군/태백시,2명,4박 5일,M,60대 이상,기혼,자녀 성인(막내 대학),기타/무직,500~700만원 미만,20240422
53359818,20240527,40만원 이상,10만원 이상,10만원 이상,10만원 이상,1만원 미만,10만원 이상,1만원 미만,전라남도,담양군,4명,3박 4일,M,40대,미혼,미혼,기능/숙련/일반작업직,300~500만원 미만,20240222
53360068,20240527,20~30만원 미만,10만원 이상,10만원 이상,1만원 미만,1만원 미만,1만원 미만,1만원 미만,서울시,모름,3명,5박 6일,M,30대,미혼,미혼,사무/기술직,300~500만원 미만,20240401
53360088,20240527,40만원 이상,5~7만원 미만,10만원 이상,10만원 이상,1만원 미만,1만원 미만,10만원 이상,울산시,모름,2명,2박 3일,F,50대,기혼,자녀 독립(막내 결혼),전업주부,300~500만원 미만,20240422
53360193,20240527,10~20만원 미만,10만원 이상,3~5만원 미만,3~5만원 미만,1만원 미만,1~3만원 미만,1만원 미만,전라북도,부안군,2명,2박 3일,M,60대 이상,기혼,자녀 성인(막내 대학),기타/무직,500~700만원 미만,20240413
53360401,20240527,10~20만원 미만,3~5만원 미만,7~10만원 미만,3~5만원 미만,1만원 미만,1~3만원 미만,1만원 미만,전라북도,군산시/전주시,4명,2박 3일,F,20대,미혼,미혼,대학/대학원생,700만원 이상,20240508
53360501,20240527,모름,모름,모름,모름,모름,모름,모름,대구시,모름,2명,1박 2일,M,30대,미혼,미혼,기타/무직,모름,20240523
53360872,20240527,40만원 이상,1만원 미만,10만원 이상,1만원 미만,10만원 이상,1만원 미만,1만원 미만,강원도,강릉시/속초시,2명,6박 7일 이상,F,30대,미혼,미혼,기타/무직,300만원 미만,20240304
53360948,20240527,40만원 이상,10만원 이상,1만원 미만,10만원 이상,10만원 이상,1만원 미만,1만원 미만,서울시,모름,3명,1박 2일,F,50대,기혼,자녀 성장(막내 중고생),판매/서비스직,300~500만원 미만,20240403
53360998,20240527,40만원 이상,10만원 이상,10만원 이상,5~7만원 미만,5~7만원 미만,10만원 이상,1만원 미만,부산시,모름,2명,6박 7일 이상,M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),기능/숙련/일반작업직,500~700만원 미만,20240405
53361364,20240527,모름,모름,모름,모름,모름,모름,모름,경기도,용인시,4명,1박 2일,F,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,700만원 이상,20240420
53361380,20240527,10만원 미만,3~5만원 미만,1~3만원 미만,1만원 미만,1만원 미만,1만원 미만,1만원 미만,전라남도,담양군,3명,1박 2일,F,20대,미혼,미혼,사무/기술직,모름,20240419
53361796,20240527,10~20만원 미만,1만원 미만,3~5만원 미만,5~7만원 미만,1~3만원 미만,1만원 미만,1~3만원 미만,서울시,모름,3명,1박 2일,F,40대,기혼,자녀 성장(막내 중고생),사무/기술직,500~700만원 미만,20240227
53361865,20240527,40만원 이상,10만원 이상,10만원 이상,10만원 이상,1만원 미만,10만원 이상,1만원 미만,경기도,부천시,2명,6박 7일 이상,M,20대,미혼,미혼,사무/기술직,300만원 미만,20240201
53362115,20240527,20~30만원 미만,7~10만원 미만,7~10만원 미만,5~7만원 미만,1만원 미만,1만원 미만,1만원 미만,부산시,모름,3명,3박 4일,F,20대,미혼,미혼,사무/기술직,700만원 이상,20240202
53362418,20240527,20~30만원 미만,5~7만원 미만,5~7만원 미만,5~7만원 미만,1~3만원 미만,1만원 미만,1~3만원 미만,서울시,모름,2명,2박 3일,F,60대 이상,기타,자녀 성인(막내 대학),전업주부,300만원 미만,20240404
53362467,20240527,10~20만원 미만,5~7만원 미만,7~10만원 미만,3~5만원 미만,1만원 미만,1만원 미만,1만원 미만,전라남도,순천시/여수시,3명,1박 2일,F,30대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,500~700만원 미만,20240515
53362551,20240527,30~40만원 미만,10만원 이상,7~10만원 미만,10만원 이상,1만원 미만,1만원 미만,1만원 미만,전라북도,전주시,2명,2박 3일,F,20대,미혼,미혼,사무/기술직,700만원 이상,20240517
53362670,20240527,20~30만원 미만,1만원 미만,10만원 이상,1~3만원 미만,5~7만원 미만,3~5만원 미만,1만원 미만,서울시,모름,혼자서,1박 2일,F,20대,미혼,미혼,기타/무직,300~500만원 미만,20240430
53362703,20240527,20~30만원 미만,3~5만원 미만,5~7만원 미만,10만원 이상,1만원 미만,1만원 미만,1만원 미만,전라북도,군산시,혼자서,1박 2일,M,50대,기혼,자녀 성인(막내 대학),사무/기술직,700만원 이상,20240419
53363537,20240527,20~30만원 미만,1만원 미만,5~7만원 미만,5~7만원 미만,1만원 미만,10만원 이상,1만원 미만,강원도,철원군,2명,4박 5일,M,30대,기혼,신혼기(자녀 없음),사무/기술직,500~700만원 미만,20240522
53363601,20240527,10~20만원 미만,5~7만원 미만,3~5만원 미만,1~3만원 미만,1만원 미만,1만원 미만,1만원 미만,충청남도,세종특별자치시,4명,2박 3일,M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,300~500만원 미만,20240323
53363643,20240527,모름,모름,모름,모름,모름,모름,모름,경기도,오산시,2명,5박 6일,M,30대,미혼,미혼,기타/무직,300만원 미만,20240202
53363692,20240527,30~40만원 미만,10만원 이상,10만원 이상,7~10만원 미만,1만원 미만,1만원 미만,1~3만원 미만,서울시,모름,2명,2박 3일,F,50대,기혼,자녀 성인(막내 대학),사무/기술직,700만원 이상,20240504
53363794,20240527,40만원 이상,1만원 미만,10만원 이상,10만원 이상,10만원 이상,5~7만원 미만,1만원 미만,강원도,동해시,2명,2박 3일,M,60대 이상,기혼,자녀 독립(막내 결혼),자영업,500~700만원 미만,20240208
53363878,20240527,10~20만원 미만,1만원 미만,5~7만원 미만,1~3만원 미만,1만원 미만,3~5만원 미만,1만원 미만,서울시,모름,4명,1박 2일,F,30대,기혼,자녀 유아&성장(막내 입학전~초등생),전업주부,500~700만원 미만,20240518
53363922,20240527,10~20만원 미만,5~7만원 미만,5~7만원 미만,5~7만원 미만,1만원 미만,1만원 미만,1만원 미만,전라남도,진도군,2명,1박 2일,M,60대 이상,기혼,자녀 성인(막내 대학),자영업,500~700만원 미만,20240331
53364710,20240527,20~30만원 미만,5~7만원 미만,7~10만원 미만,1만원 미만,1만원 미만,7~10만원 미만,1만원 미만,강원도,양양군,4명,1박 2일,M,50대,기혼,자녀 유아&성장(막내 입학전~초등생),경영/관리/전문직,700만원 이상,20240427
53364957,20240527,모름,모름,모름,모름,모름,모름,모름,강원도,속초시,2명,1박 2일,F,50대,기혼,자녀 성장(막내 중고생),전업주부,모름,20240417
53365191,20240527,10~20만원 미만,1만원 미만,1만원 미만,1만원 미만,10만원 이상,1만원 미만,1만원 미만,전라남도,무안군/여수시/장흥군,4명,5박 6일,F,20대,미혼,미혼,경영/관리/전문직,700만원 이상,20240401
53365749,20240527,10만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,1~3만원 미만,1~3만원 미만,경상북도,포항시,4명,2박 3일,M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,300~500만원 미만,20240226
53365838,20240527,모름,모름,모름,모름,모름,모름,모름,대구시,모름,4명,1박 2일,M,30대,미혼,미혼,사무/기술직,300~500만원 미만,20240413
53365918,20240527,30~40만원 미만,10만원 이상,10만원 이상,1만원 미만,1만원 미만,1만원 미만,1만원 미만,경상북도,경주시,5명 이상,2박 3일,M,50대,기혼,자녀 성인(막내 대학),경영/관리/전문직,700만원 이상,20240410
53366146,20240527,10~20만원 미만,7~10만원 미만,1만원 미만,3~5만원 미만,1만원 미만,1만원 미만,1만원 미만,강원도,강릉시,2명,1박 2일,M,50대,기혼,자녀 성인(막내 대학),경영/관리/전문직,300~500만원 미만,20240504
53366466,20240527,20~30만원 미만,10만원 이상,7~10만원 미만,5~7만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,강원도,강릉시/삼척시,2명,1박 2일,F,40대,기혼,자녀 성장(막내 중고생),사무/기술직,700만원 이상,20240511
53366754,20240527,30~40만원 미만,1만원 미만,10만원 이상,10만원 이상,1만원 미만,1만원 미만,1만원 미만,대구시,모름,2명,1박 2일,M,60대 이상,기혼,자녀 성인(막내 대학),경영/관리/전문직,700만원 이상,20240424
53366795,20240527,10~20만원 미만,5~7만원 미만,3~5만원 미만,1~3만원 미만,1만원 미만,1만원 미만,1만원 미만,경기도,양주시,3명,1박 2일,F,50대,기혼,자녀 성인(막내 대학),사무/기술직,700만원 이상,20240413
53367382,20240527,10~20만원 미만,5~7만원 미만,1만원 미만,1만원 미만,1~3만원 미만,3~5만원 미만,1만원 미만,인천시,모름,3명,1박 2일,M,40대,기혼,자녀 성장(막내 중고생),사무/기술직,500~700만원 미만,20240217
53367594,20240527,20~30만원 미만,10만원 이상,5~7만원 미만,5~7만원 미만,1만원 미만,1만원 미만,1만원 미만,경상북도,울진군,2명,4박 5일,F,50대,기혼,자녀 성인(막내 대학),판매/서비스직,500~700만원 미만,20240415
53367788,20240527,10~20만원 미만,1만원 미만,5~7만원 미만,1만원 미만,5~7만원 미만,5~7만원 미만,1만원 미만,강원도,양양군,2명,3박 4일,F,50대,기혼,자녀 성인(막내 대학),전업주부,300만원 미만,20240426
53367940,20240527,30~40만원 미만,1만원 미만,10만원 이상,7~10만원 미만,1만원 미만,1만원 미만,1만원 미만,대구시,모름,혼자서,1박 2일,M,40대,미혼,미혼,판매/서비스직,300~500만원 미만,20240525
53368050,20240527,모름,모름,모름,모름,모름,모름,모름,전라남도,곡성군/구례군,5명 이상,4박 5일,M,50대,기혼,자녀 성인(막내 대학),기능/숙련/일반작업직,300~500만원 미만,20240409
53368091,20240527,20~30만원 미만,5~7만원 미만,5~7만원 미만,5~7만원 미만,7~10만원 미만,3~5만원 미만,1만원 미만,경기도,안성시,4명,3박 4일,M,60대 이상,기혼,자녀 성인(막내 대학),사무/기술직,700만원 이상,20240411
53368630,20240527,30~40만원 미만,10만원 이상,10만원 이상,1만원 미만,1만원 미만,5~7만원 미만,1만원 미만,전라남도,나주시,2명,1박 2일,F,40대,기혼,자녀 성인(막내 대학),전업주부,300~500만원 미만,20240403
53368784,20240527,10~20만원 미만,1만원 미만,5~7만원 미만,1~3만원 미만,1~3만원 미만,3~5만원 미만,1만원 미만,경기도,파주시,4명,2박 3일,M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,500~700만원 미만,20240301
53368793,20240527,10만원 미만,1만원 미만,1~3만원 미만,1만원 미만,1만원 미만,1만원 미만,5~7만원 미만,경상남도,양산시,5명 이상,1박 2일,F,40대,기혼,자녀 유아&성장(막내 입학전~초등생),판매/서비스직,700만원 이상,20240411
53368798,20240527,40만원 이상,10만원 이상,10만원 이상,5~7만원 미만,5~7만원 미만,5~7만원 미만,10만원 이상,강원도,강릉시,4명,1박 2일,M,40대,기혼,자녀 성장(막내 중고생),사무/기술직,300~500만원 미만,20240202
53369610,20240527,모름,모름,모름,모름,모름,모름,모름,강원도,강릉시,혼자서,모름,M,50대,기타,신혼기(자녀 없음),자영업,500~700만원 미만,20240401
53369824,20240527,10만원 미만,3~5만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,1~3만원 미만,1만원 미만,서울시,모름,3명,3박 4일,M,20대,미혼,미혼,대학/대학원생,700만원 이상,20240402
53370450,20240527,40만원 이상,10만원 이상,10만원 이상,10만원 이상,5~7만원 미만,1만원 미만,1만원 미만,전라남도,여수시/장흥군,4명,2박 3일,F,50대,기혼,자녀 성장(막내 중고생),판매/서비스직,500~700만원 미만,20240425
53370625,20240527,30~40만원 미만,5~7만원 미만,10만원 이상,3~5만원 미만,1~3만원 미만,7~10만원 미만,1~3만원 미만,충청북도,제천시,4명,1박 2일,M,50대,기혼,자녀 성인(막내 대학),기능/숙련/일반작업직,700만원 이상,20240428
53370743,20240527,10~20만원 미만,1만원 미만,3~5만원 미만,1~3만원 미만,5~7만원 미만,1만원 미만,1만원 미만,서울시,모름,2명,1박 2일,F,50대,기혼,자녀 성인(막내 대학),사무/기술직,300~500만원 미만,20240410
53370972,20240527,10~20만원 미만,5~7만원 미만,3~5만원 미만,5~7만원 미만,1~3만원 미만,1만원 미만,1만원 미만,충청남도,부여군/천안시,4명,1박 2일,F,40대,기혼,신혼기(자녀 없음),사무/기술직,500~700만원 미만,20240525
53371024,20240527,모름,모름,모름,모름,모름,모름,모름,서울시,모름,2명,3박 4일,M,30대,미혼,미혼,사무/기술직,300~500만원 미만,20240229
53371301,20240527,10~20만원 미만,3~5만원 미만,5~7만원 미만,1~3만원 미만,1만원 미만,1만원 미만,1만원 미만,충청북도,괴산군,3명,1박 2일,F,60대 이상,기혼,신혼기(자녀 없음),판매/서비스직,500~700만원 미만,20240515
53371384,20240527,모름,모름,모름,모름,모름,모름,모름,경기도,가평군,3명,1박 2일,M,30대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,300~500만원 미만,20240224
53371434,20240527,20~30만원 미만,7~10만원 미만,5~7만원 미만,5~7만원 미만,1만원 미만,1만원 미만,1만원 미만,강원도,강릉시,2명,1박 2일,F,20대,미혼,미혼,사무/기술직,500~700만원 미만,20240405
53371610,20240527,40만원 이상,10만원 이상,10만원 이상,10만원 이상,10만원 이상,10만원 이상,1만원 미만,대전시,모름,2명,6박 7일 이상,F,20대,미혼,미혼,기능/숙련/일반작업직,700만원 이상,20240401
53371760,20240527,30~40만원 미만,1만원 미만,10만원 이상,10만원 이상,1만원 미만,1만원 미만,10만원 이상,전라남도,완도군,2명,2박 3일,F,60대 이상,기혼,자녀 성인(막내 대학),자영업,300~500만원 미만,20240405
53371897,20240527,30~40만원 미만,10만원 이상,10만원 이상,10만원 이상,1만원 미만,1만원 미만,1만원 미만,부산시,모름,3명,2박 3일,M,50대,기혼,자녀 성인(막내 대학),기타/무직,300~500만원 미만,20240301
53371946,20240527,20~30만원 미만,3~5만원 미만,10만원 이상,3~5만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,강원도,영월군,5명 이상,1박 2일,M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,700만원 이상,20240518
53371960,20240527,10~20만원 미만,7~10만원 미만,5~7만원 미만,1만원 미만,1만원 미만,1만원 미만,1만원 미만,부산시,모름,2명,2박 3일,F,20대,미혼,미혼,사무/기술직,700만원 이상,20240427
53372363,20240527,20~30만원 미만,5~7만원 미만,1~3만원 미만,3~5만원 미만,1만원 미만,10만원 이상,1만원 미만,경기도,여주시,2명,1박 2일,F,40대,기혼,신혼기(자녀 없음),경영/관리/전문직,700만원 이상,20240430
