RESPOND_ID,EXAMIN_BEGIN_DE,TOUR_TOT_CT_VALUE,TOUR_LDGMNT_CT_VALUE,TOUR_FOOD_CT_VALUE,TOUR_TRNSPORT_CT_VALUE,TOUR_SHOPNG_CT_VALUE,TOUR_ACTVTY_CT_VALUE,TOUR_ETC_CT_VALUE,TOUR_CTPRVN_NM,TOUR_SIGNGU_NM,TOUR_COM_NMPR_NM,TOUR_PD_VALUE,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,MRRG_AT_NM,CHLDRN_TY_NM,OCCP_NM,HSHLD_INCOME_DGREE_NM,TOUR_BEGIN_DE_FROM_ERA
475402,20250224,모름,모름,모름,모름,모름,모름,모름,제주도,애월읍/제주시(시내동),2명,2박 3일,M,30대,기혼,자녀 유아&성장(막내 입학전~초등생),기능/숙련/일반작업직,300~500만원 미만,20241112
479500,20250224,10~20만원 미만,5~7만원 미만,3~5만원 미만,1~3만원 미만,1만원 미만,1만원 미만,1만원 미만,울산시,모름,4명,1박 2일,F,60대 이상,기혼,자녀 성인(막내 대학),자영업,700만원 이상,20241102
479661,20250224,20~30만원 미만,1만원 미만,10만원 이상,1만원 미만,5~7만원 미만,5~7만원 미만,1만원 미만,서울시,모름,4명,5박 6일,F,20대,미혼,미혼,대학/대학원생,모름,20241108
53322457,20250224,40만원 이상,10만원 이상,10만원 이상,10만원 이상,1만원 미만,1만원 미만,1만원 미만,부산시,모름,혼자서,2박 3일,M,50대,기혼,자녀 성장(막내 중고생),사무/기술직,500~700만원 미만,20241215
53324113,20250224,10~20만원 미만,7~10만원 미만,5~7만원 미만,1만원 미만,1~3만원 미만,1만원 미만,1만원 미만,강원도,고성군,3명,1박 2일,F,50대,기혼,자녀 성인(막내 대학),사무/기술직,300~500만원 미만,20241216
53325058,20250224,30~40만원 미만,1만원 미만,10만원 이상,10만원 이상,1만원 미만,10만원 이상,1만원 미만,광주시,모름,5명 이상,6박 7일 이상,M,60대 이상,기혼,자녀 성인(막내 대학),판매/서비스직,700만원 이상,20241116
53325659,20250224,10~20만원 미만,3~5만원 미만,5~7만원 미만,1~3만원 미만,1만원 미만,1만원 미만,1만원 미만,강원도,속초시,3명,2박 3일,M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,500~700만원 미만,20241123
53325968,20250224,10만원 미만,1~3만원 미만,3~5만원 미만,1~3만원 미만,1만원 미만,1~3만원 미만,1만원 미만,경기도,김포시,4명,1박 2일,M,50대,기혼,자녀 성장(막내 중고생),사무/기술직,500~700만원 미만,20241225
53326500,20250224,20~30만원 미만,5~7만원 미만,10만원 이상,3~5만원 미만,1만원 미만,1만원 미만,1만원 미만,경기도,화성시,3명,1박 2일,M,40대,미혼,미혼,경영/관리/전문직,500~700만원 미만,20241123
53326840,20250224,모름,모름,모름,모름,모름,모름,모름,경상남도,거제시,2명,2박 3일,F,50대,기타,자녀 독립(막내 결혼),대학/대학원생,모름,20241101
53326971,20250224,30~40만원 미만,1만원 미만,1만원 미만,10만원 이상,1만원 미만,1만원 미만,1만원 미만,부산시,모름,4명,3박 4일,M,40대,기타,자녀 유아&성장(막내 입학전~초등생),기능/숙련/일반작업직,모름,20241115
53327120,20250224,10~20만원 미만,5~7만원 미만,3~5만원 미만,1~3만원 미만,1만원 미만,1만원 미만,1만원 미만,경상남도,진주시,2명,3박 4일,M,50대,기혼,자녀 성인(막내 대학),사무/기술직,500~700만원 미만,20241108
53327528,20250224,40만원 이상,10만원 이상,10만원 이상,10만원 이상,1만원 미만,10만원 이상,10만원 이상,제주도,남원읍/서귀포시(시내동),혼자서,2박 3일,M,60대 이상,기타,자녀 성인(막내 대학),경영/관리/전문직,700만원 이상,20241122
53331239,20250224,20~30만원 미만,1만원 미만,5~7만원 미만,10만원 이상,1~3만원 미만,1만원 미만,1만원 미만,전라남도,강진군/나주시/보성군/장흥군/해남군,2명,3박 4일,F,50대,기혼,자녀 성인(막내 대학),전업주부,300~500만원 미만,20241230
53331303,20250224,10만원 미만,1만원 미만,3~5만원 미만,1~3만원 미만,1만원 미만,1~3만원 미만,1만원 미만,충청남도,서산시,4명,1박 2일,M,50대,기혼,자녀 성장(막내 중고생),사무/기술직,700만원 이상,20241214
53333374,20250224,20~30만원 미만,5~7만원 미만,7~10만원 미만,3~5만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,전라남도,강진군,2명,1박 2일,M,60대 이상,기타,자녀 성인(막내 대학),기능/숙련/일반작업직,모름,20241115
53333439,20250224,10~20만원 미만,5~7만원 미만,7~10만원 미만,1~3만원 미만,1만원 미만,1만원 미만,1만원 미만,전라남도,진도군,4명,1박 2일,F,50대,기혼,자녀 성인(막내 대학),사무/기술직,700만원 이상,20241130
53333798,20250224,20~30만원 미만,5~7만원 미만,10만원 이상,1만원 미만,1만원 미만,1만원 미만,1만원 미만,경상남도,거제시/통영시,2명,2박 3일,F,60대 이상,기혼,자녀 독립(막내 결혼),기타/무직,700만원 이상,20241213
53333862,20250224,10만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,1~3만원 미만,1~3만원 미만,강원도,강릉시,2명,3박 4일,M,50대,기혼,자녀 성인(막내 대학),자영업,700만원 이상,20241122
53334661,20250224,모름,모름,모름,모름,모름,모름,모름,충청북도,음성군/청주시,5명 이상,1박 2일,F,30대,기혼,자녀 유아&성장(막내 입학전~초등생),전업주부,300만원 미만,20241116
53334739,20250224,20~30만원 미만,10만원 이상,5~7만원 미만,5~7만원 미만,1만원 미만,1만원 미만,1만원 미만,강원도,속초시,3명,2박 3일,F,50대,기타,자녀 성장(막내 중고생),판매/서비스직,300만원 미만,20241123
53335753,20250224,10~20만원 미만,5~7만원 미만,5~7만원 미만,1만원 미만,1만원 미만,1만원 미만,1만원 미만,강원도,양양군,2명,2박 3일,M,50대,기혼,신혼기(자녀 없음),자영업,모름,20241114
53337675,20250224,30~40만원 미만,10만원 이상,10만원 이상,1만원 미만,1만원 미만,1만원 미만,1만원 미만,강원도,속초시,2명,1박 2일,M,50대,기혼,자녀 성인(막내 대학),사무/기술직,700만원 이상,20241123
53339432,20250224,10~20만원 미만,3~5만원 미만,3~5만원 미만,1~3만원 미만,1만원 미만,1~3만원 미만,1만원 미만,강원도,속초시/양양군,4명,2박 3일,F,50대,미혼,미혼,사무/기술직,300만원 미만,20241204
53339551,20250224,10만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,1~3만원 미만,1만원 미만,인천시,모름,5명 이상,1박 2일,F,60대 이상,기혼,자녀 성인(막내 대학),판매/서비스직,700만원 이상,20241102
53340437,20250224,30~40만원 미만,10만원 이상,10만원 이상,1~3만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,경기도,양평군,2명,2박 3일,M,50대,미혼,미혼,기능/숙련/일반작업직,500~700만원 미만,20241111
53341470,20250224,40만원 이상,10만원 이상,10만원 이상,10만원 이상,1만원 미만,10만원 이상,1만원 미만,부산시,모름,4명,3박 4일,F,40대,기혼,자녀 유아&성장(막내 입학전~초등생),전업주부,700만원 이상,20241221
53341875,20250224,30~40만원 미만,10만원 이상,10만원 이상,3~5만원 미만,3~5만원 미만,1~3만원 미만,1~3만원 미만,전라남도,목포시,3명,6박 7일 이상,F,50대,기혼,자녀 성장(막내 중고생),사무/기술직,700만원 이상,20241118
53342001,20250224,모름,모름,모름,모름,모름,모름,모름,경기도,광주시,3명,2박 3일,F,30대,기혼,자녀 유아&성장(막내 입학전~초등생),전업주부,모름,20241123
53342042,20250224,모름,모름,모름,모름,모름,모름,모름,대전시,모름,3명,1박 2일,F,30대,미혼,미혼,사무/기술직,모름,20241228
53342545,20250224,20~30만원 미만,7~10만원 미만,10만원 이상,1~3만원 미만,1만원 미만,3~5만원 미만,3~5만원 미만,강원도,강릉시,4명,2박 3일,M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,500~700만원 미만,20241123
53343889,20250224,10~20만원 미만,3~5만원 미만,5~7만원 미만,1만원 미만,1~3만원 미만,1만원 미만,1만원 미만,경기도,수원시,3명,1박 2일,F,30대,미혼,미혼,사무/기술직,모름,20241207
53343951,20250224,40만원 이상,10만원 이상,10만원 이상,10만원 이상,10만원 이상,5~7만원 미만,1만원 미만,제주도,서귀포시(시내동),5명 이상,4박 5일,F,30대,기혼,자녀 유아&성장(막내 입학전~초등생),전업주부,500~700만원 미만,20241104
53344181,20250224,10~20만원 미만,1~3만원 미만,3~5만원 미만,1~3만원 미만,1만원 미만,1~3만원 미만,1만원 미만,경상북도,울진군,3명,1박 2일,M,40대,미혼,미혼,사무/기술직,700만원 이상,20241130
53345338,20250224,10~20만원 미만,3~5만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,경기도,가평군,4명,2박 3일,F,40대,기혼,자녀 유아&성장(막내 입학전~초등생),전업주부,500~700만원 미만,20241113
53345598,20250224,20~30만원 미만,10만원 이상,10만원 이상,5~7만원 미만,1만원 미만,1만원 미만,1만원 미만,강원도,평창군,4명,3박 4일,F,40대,기혼,자녀 유아&성장(막내 입학전~초등생),전업주부,700만원 이상,20241222
53346257,20250224,10~20만원 미만,5~7만원 미만,5~7만원 미만,1~3만원 미만,1만원 미만,3~5만원 미만,1만원 미만,경기도,파주시,2명,2박 3일,M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),판매/서비스직,300~500만원 미만,20241125
53347202,20250224,10~20만원 미만,5~7만원 미만,1만원 미만,1만원 미만,5~7만원 미만,1만원 미만,5~7만원 미만,전라북도,부안군,5명 이상,1박 2일,M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),기타/무직,300~500만원 미만,20241226
53347453,20250224,20~30만원 미만,5~7만원 미만,7~10만원 미만,10만원 이상,1~3만원 미만,3~5만원 미만,1만원 미만,부산시,모름,4명,1박 2일,F,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,500~700만원 미만,20241102
53348432,20250224,10만원 미만,5~7만원 미만,1~3만원 미만,1만원 미만,1만원 미만,1만원 미만,1만원 미만,경기도,화성시,2명,1박 2일,F,40대,미혼,미혼,사무/기술직,300만원 미만,20241214
53348535,20250224,20~30만원 미만,7~10만원 미만,7~10만원 미만,5~7만원 미만,1만원 미만,1만원 미만,1만원 미만,전라남도,순천시,모름,1박 2일,M,60대 이상,기혼,자녀 성인(막내 대학),기타/무직,500~700만원 미만,20241108
53349143,20250224,10~20만원 미만,1~3만원 미만,5~7만원 미만,1만원 미만,1만원 미만,3~5만원 미만,1만원 미만,전라북도,장수군,2명,2박 3일,M,60대 이상,기혼,자녀 성인(막내 대학),사무/기술직,500~700만원 미만,20241113
53349306,20250224,모름,모름,모름,모름,모름,모름,모름,제주도,남원읍/서귀포시(시내동),4명,3박 4일,F,50대,미혼,미혼,기타/무직,모름,20241120
53349618,20250224,10~20만원 미만,5~7만원 미만,3~5만원 미만,3~5만원 미만,1만원 미만,1~3만원 미만,1만원 미만,경상북도,고령군,4명,1박 2일,M,50대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,300~500만원 미만,20241224
53349668,20250224,10만원 미만,1만원 미만,1~3만원 미만,3~5만원 미만,1만원 미만,1만원 미만,1만원 미만,경상북도,영주시,3명,1박 2일,F,40대,미혼,미혼,판매/서비스직,300만원 미만,20241203
53349748,20250224,30~40만원 미만,10만원 이상,10만원 이상,7~10만원 미만,1만원 미만,5~7만원 미만,1~3만원 미만,전라남도,곡성군,2명,1박 2일,F,50대,기혼,자녀 성인(막내 대학),사무/기술직,700만원 이상,20241231
53350425,20250224,40만원 이상,10만원 이상,3~5만원 미만,5~7만원 미만,1만원 미만,1만원 미만,1만원 미만,인천시,모름,5명 이상,1박 2일,M,40대,기혼,자녀 독립(막내 결혼),기능/숙련/일반작업직,500~700만원 미만,20241116
53351415,20250224,40만원 이상,10만원 이상,10만원 이상,5~7만원 미만,1만원 미만,1~3만원 미만,1만원 미만,강원도,삼척시/홍천군,2명,2박 3일,F,60대 이상,기혼,자녀 성인(막내 대학),전업주부,500~700만원 미만,20241116
53352692,20250224,10~20만원 미만,1만원 미만,5~7만원 미만,1~3만원 미만,1만원 미만,1~3만원 미만,1만원 미만,대전시,모름,2명,1박 2일,M,50대,기혼,자녀 성장(막내 중고생),사무/기술직,300~500만원 미만,20241116
53353511,20250224,20~30만원 미만,3~5만원 미만,7~10만원 미만,7~10만원 미만,1만원 미만,1만원 미만,1만원 미만,대전시,모름,2명,1박 2일,M,20대,미혼,미혼,사무/기술직,300~500만원 미만,20241102
53353832,20250224,10~20만원 미만,5~7만원 미만,5~7만원 미만,3~5만원 미만,1만원 미만,1~3만원 미만,1만원 미만,충청북도,제천시,3명,2박 3일,M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,300~500만원 미만,20241128
53353858,20250224,모름,모름,모름,모름,모름,모름,모름,충청북도,음성군,2명,2박 3일,F,20대,기혼,신혼기(자녀 없음),기타/무직,모름,20241127
53354018,20250224,10~20만원 미만,1만원 미만,7~10만원 미만,1~3만원 미만,5~7만원 미만,1만원 미만,1만원 미만,서울시,모름,2명,2박 3일,F,50대,기혼,자녀 독립(막내 결혼),전업주부,300~500만원 미만,20241111
53354213,20250224,30~40만원 미만,10만원 이상,10만원 이상,3~5만원 미만,1만원 미만,7~10만원 미만,1만원 미만,강원도,고성군,3명,1박 2일,F,30대,기혼,신혼기(자녀 없음),사무/기술직,500~700만원 미만,20241124
53354504,20250224,30~40만원 미만,10만원 이상,10만원 이상,5~7만원 미만,1만원 미만,1만원 미만,1만원 미만,강원도,강릉시,2명,3박 4일,F,30대,미혼,미혼,경영/관리/전문직,모름,20241227
53355552,20250224,모름,모름,모름,모름,모름,모름,모름,경상북도,포항시,5명 이상,1박 2일,F,30대,미혼,미혼,사무/기술직,모름,20241130
53357036,20250224,40만원 이상,10만원 이상,10만원 이상,5~7만원 미만,1만원 미만,10만원 이상,10만원 이상,부산시,모름,혼자서,3박 4일,M,60대 이상,기타,자녀 성인(막내 대학),기능/숙련/일반작업직,300만원 미만,20241230
53357095,20250224,40만원 이상,7~10만원 미만,10만원 이상,10만원 이상,1~3만원 미만,7~10만원 미만,1만원 미만,전라남도,여수시,2명,2박 3일,F,20대,미혼,미혼,기타/무직,모름,20241128
53358388,20250224,30~40만원 미만,10만원 이상,10만원 이상,10만원 이상,1만원 미만,1만원 미만,1만원 미만,광주시,모름,혼자서,2박 3일,M,50대,기혼,자녀 성인(막내 대학),사무/기술직,700만원 이상,20241213
53358792,20250224,20~30만원 미만,5~7만원 미만,10만원 이상,1~3만원 미만,3~5만원 미만,3~5만원 미만,1만원 미만,서울시,모름,4명,1박 2일,M,40대,기혼,자녀 성장(막내 중고생),사무/기술직,700만원 이상,20241109
53360185,20250224,10~20만원 미만,3~5만원 미만,3~5만원 미만,3~5만원 미만,1만원 미만,1~3만원 미만,1만원 미만,경상남도,거창군,모름,4박 5일,M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,500~700만원 미만,20241221
53360405,20250224,10~20만원 미만,3~5만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,1~3만원 미만,1만원 미만,강원도,홍천군,5명 이상,4박 5일,M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,500~700만원 미만,20241228
53363513,20250224,모름,모름,모름,모름,모름,모름,모름,강원도,강릉시,2명,2박 3일,F,30대,기혼,자녀 성장(막내 중고생),사무/기술직,700만원 이상,20241214
53363739,20250224,20~30만원 미만,3~5만원 미만,5~7만원 미만,5~7만원 미만,5~7만원 미만,1만원 미만,1만원 미만,경상남도,통영시,4명,1박 2일,F,60대 이상,기타,자녀 독립(막내 결혼),기타/무직,300만원 미만,20241109
53363933,20250224,모름,모름,모름,모름,모름,모름,모름,경상남도,거제시,2명,3박 4일,F,30대,미혼,미혼,사무/기술직,모름,20241225
53364875,20250224,20~30만원 미만,5~7만원 미만,10만원 이상,3~5만원 미만,1만원 미만,1~3만원 미만,1~3만원 미만,강원도,양양군/영월군/정선군,2명,1박 2일,M,60대 이상,기혼,자녀 성인(막내 대학),기능/숙련/일반작업직,500~700만원 미만,20241110
53364926,20250224,40만원 이상,10만원 이상,5~7만원 미만,10만원 이상,1~3만원 미만,3~5만원 미만,1만원 미만,제주도,제주시(시내동),3명,3박 4일,M,50대,기혼,자녀 성인(막내 대학),사무/기술직,300~500만원 미만,20241105
53365430,20250224,40만원 이상,10만원 이상,10만원 이상,5~7만원 미만,1만원 미만,10만원 이상,1만원 미만,강원도,동해시/삼척시,4명,3박 4일,F,50대,기혼,자녀 독립(막내 결혼),판매/서비스직,300~500만원 미만,20241127
53365495,20250224,40만원 이상,10만원 이상,10만원 이상,5~7만원 미만,1만원 미만,1만원 미만,1만원 미만,강원도,고성군/속초시,2명,2박 3일,F,40대,기혼,신혼기(자녀 없음),전업주부,300~500만원 미만,20241219
53366109,20250224,30~40만원 미만,10만원 이상,5~7만원 미만,5~7만원 미만,1만원 미만,1만원 미만,1만원 미만,서울시,모름,3명,1박 2일,M,40대,기혼,자녀 성인(막내 대학),사무/기술직,700만원 이상,20241207
53366830,20250224,20~30만원 미만,7~10만원 미만,3~5만원 미만,3~5만원 미만,5~7만원 미만,1만원 미만,1만원 미만,강원도,속초시,4명,1박 2일,F,60대 이상,기혼,자녀 성인(막내 대학),전업주부,300만원 미만,20241125
53367962,20250224,40만원 이상,10만원 이상,10만원 이상,10만원 이상,5~7만원 미만,1만원 미만,5~7만원 미만,제주도,구좌읍/대정읍/서귀포시(시내동)/성산읍/애월읍/제주시(시내동),2명,5박 6일,F,40대,기혼,신혼기(자녀 없음),사무/기술직,500~700만원 미만,20241226
53368766,20250224,10~20만원 미만,5~7만원 미만,5~7만원 미만,1~3만원 미만,1만원 미만,3~5만원 미만,1만원 미만,경상남도,거제시,4명,1박 2일,F,40대,기혼,자녀 유아&성장(막내 입학전~초등생),판매/서비스직,300~500만원 미만,20241116
53369019,20250224,30~40만원 미만,10만원 이상,10만원 이상,1만원 미만,1만원 미만,1만원 미만,1만원 미만,강원도,고성군,4명,3박 4일,F,50대,기혼,자녀 독립(막내 결혼),사무/기술직,700만원 이상,20241111
53369774,20250224,30~40만원 미만,10만원 이상,10만원 이상,3~5만원 미만,5~7만원 미만,1~3만원 미만,1만원 미만,충청남도,세종특별자치시,2명,2박 3일,M,50대,기혼,자녀 유아&성장(막내 입학전~초등생),경영/관리/전문직,700만원 이상,20241121
53369808,20250224,10~20만원 미만,3~5만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,강원도,화천군,3명,1박 2일,M,60대 이상,기혼,자녀 성인(막내 대학),경영/관리/전문직,700만원 이상,20241123
53370086,20250224,40만원 이상,10만원 이상,7~10만원 미만,10만원 이상,1만원 미만,1~3만원 미만,1만원 미만,부산시,모름,2명,3박 4일,F,30대,미혼,미혼,사무/기술직,모름,20241218
53370972,20250224,30~40만원 미만,5~7만원 미만,7~10만원 미만,10만원 이상,5~7만원 미만,1만원 미만,1만원 미만,강원도,속초시,2명,1박 2일,F,40대,기혼,신혼기(자녀 없음),사무/기술직,500~700만원 미만,20241228
53373276,20250224,40만원 이상,10만원 이상,10만원 이상,10만원 이상,1만원 미만,1만원 미만,1만원 미만,전라남도,진도군/화순군,2명,1박 2일,M,50대,기혼,자녀 성인(막내 대학),사무/기술직,700만원 이상,20241216
53375342,20250224,10~20만원 미만,1만원 미만,5~7만원 미만,5~7만원 미만,1만원 미만,1만원 미만,1만원 미만,충청남도,서산시,2명,1박 2일,F,50대,기혼,자녀 성인(막내 대학),사무/기술직,700만원 이상,20241221
53375651,20250224,10~20만원 미만,5~7만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,1~3만원 미만,1만원 미만,경기도,파주시,3명,1박 2일,F,40대,기혼,자녀 유아&성장(막내 입학전~초등생),전업주부,모름,20241215
93150,20250224,모름,모름,모름,모름,모름,모름,모름,강원도,고성군/속초시,2명,1박 2일,M,30대,미혼,미혼,사무/기술직,300~500만원 미만,20241213
255474,20240624,모름,모름,모름,모름,모름,모름,모름,경상남도,진주시,3명,2박 3일,F,60대 이상,기혼,자녀 독립(막내 결혼),전업주부,700만원 이상,20240524
261549,20240624,40만원 이상,7~10만원 미만,10만원 이상,10만원 이상,1만원 미만,1~3만원 미만,1만원 미만,경상남도,통영시/하동군,5명 이상,2박 3일,F,60대 이상,기타,자녀 성인(막내 대학),기타/무직,300~500만원 미만,20240524
317504,20240624,10~20만원 미만,1~3만원 미만,3~5만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,부산시,모름,5명 이상,1박 2일,F,60대 이상,기혼,신혼기(자녀 없음),사무/기술직,700만원 이상,20240505
321410,20240624,모름,모름,모름,모름,모름,모름,모름,경상남도,거제시,5명 이상,1박 2일,F,20대,미혼,미혼,사무/기술직,300만원 미만,20240525
349516,20240624,30~40만원 미만,10만원 이상,10만원 이상,3~5만원 미만,5~7만원 미만,1~3만원 미만,1만원 미만,제주도,성산읍,2명,3박 4일,M,20대,미혼,미혼,사무/기술직,300만원 미만,20240614
380906,20240624,40만원 이상,10만원 이상,10만원 이상,5~7만원 미만,5~7만원 미만,10만원 이상,10만원 이상,제주도,서귀포시(시내동)/성산읍/애월읍/제주시(시내동),5명 이상,3박 4일,M,20대,미혼,미혼,대학/대학원생,500~700만원 미만,20240307
381500,20240624,10~20만원 미만,7~10만원 미만,7~10만원 미만,1~3만원 미만,1만원 미만,1만원 미만,1만원 미만,경상북도,경주시,2명,1박 2일,M,20대,미혼,미혼,기능/숙련/일반작업직,500~700만원 미만,20240525
393813,20240624,모름,모름,모름,모름,모름,모름,모름,부산시,모름,2명,1박 2일,F,60대 이상,기혼,자녀 성인(막내 대학),전업주부,500~700만원 미만,20240613
412347,20240624,10~20만원 미만,3~5만원 미만,3~5만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,1~3만원 미만,강원도,강릉시,혼자서,1박 2일,M,20대,미혼,미혼,대학/대학원생,300~500만원 미만,20240302
422097,20240624,10~20만원 미만,7~10만원 미만,3~5만원 미만,1~3만원 미만,1만원 미만,3~5만원 미만,1만원 미만,강원도,춘천시,3명,3박 4일,M,20대,미혼,미혼,대학/대학원생,300~500만원 미만,20240503
422782,20240624,10~20만원 미만,1만원 미만,3~5만원 미만,3~5만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,대구시,모름,2명,모름,M,20대,미혼,미혼,사무/기술직,500~700만원 미만,20240405
424749,20240624,40만원 이상,10만원 이상,10만원 이상,3~5만원 미만,1만원 미만,7~10만원 미만,1만원 미만,부산시,모름,2명,3박 4일,M,20대,미혼,미혼,기능/숙련/일반작업직,300~500만원 미만,20240521
444973,20240624,20~30만원 미만,5~7만원 미만,1~3만원 미만,7~10만원 미만,1~3만원 미만,3~5만원 미만,1만원 미만,서울시,모름,2명,1박 2일,F,20대,미혼,미혼,사무/기술직,300~500만원 미만,20240511
447024,20240624,20~30만원 미만,10만원 이상,1~3만원 미만,7~10만원 미만,1만원 미만,3~5만원 미만,1만원 미만,전라남도,완도군,2명,1박 2일,F,60대 이상,기혼,자녀 성인(막내 대학),전업주부,300~500만원 미만,20240622
451823,20240624,모름,모름,모름,모름,모름,모름,모름,부산시,모름,혼자서,5박 6일,M,20대,미혼,미혼,사무/기술직,300만원 미만,20240301
456285,20240624,모름,모름,모름,모름,모름,모름,모름,경기도,포천시,5명 이상,1박 2일,M,20대,미혼,미혼,대학/대학원생,500~700만원 미만,20240615
458323,20240624,10만원 미만,1만원 미만,3~5만원 미만,1~3만원 미만,1만원 미만,1~3만원 미만,1만원 미만,서울시,모름,2명,1박 2일,M,20대,미혼,미혼,대학/대학원생,모름,20240517
458602,20240624,40만원 이상,10만원 이상,10만원 이상,10만원 이상,1만원 미만,5~7만원 미만,1만원 미만,경상남도,양산시,혼자서,4박 5일,M,20대,미혼,미혼,대학/대학원생,300~500만원 미만,20240501
