RESPOND_ID,EXAMIN_YM,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,ANSWRR_OC_AREA_NM,HSHLD_INCOME_DGREE_NM,DMSTC_TOUR_TY_VALUE,OVSEA_TOUR_TY_VALUE,DMSTC_STYLE_GROUP,OVSEA_STYLE_GROUP,HAS_DMSTC_EXP,HAS_OVSEA_EXP,TRAVEL_SCOPE,EXAMIN_QUARTER
7167,202507,M,50대,인천광역시,700만원 이상,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
43863,202507,M,30대,경기도,모름,여행경험없음,개별 여행,해당사항 없음,개별여행,False,True,해외만,3
44974,202507,F,60대,경기도,700만원 이상,개별 여행,단체 패키지 여행,개별여행,패키지여행,True,True,국내외 모두,3
53208,202507,F,60대,경기도,700만원 이상,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
54830,202507,F,60대,전라남도,300이상500만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
56141,202507,F,60대,경기도,700만원 이상,개별 여행,단체 패키지 여행,개별여행,패키지여행,True,True,국내외 모두,3
68093,202507,M,60대,경기도,700만원 이상,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
69842,202507,M,60대,경기도,700만원 이상,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,3
71380,202507,M,60대,경기도,모름,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
80125,202507,F,60대,경상북도,300이상500만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
81954,202507,M,60대,경기도,300이상500만원 미만,여행경험없음,개별 여행,해당사항 없음,개별여행,False,True,해외만,3
94696,202507,F,60대,경상북도,500이상700만원 미만,개별 여행,단체 패키지 여행,개별여행,패키지여행,True,True,국내외 모두,3
96402,202507,F,60대,경상남도,300만원 미만,개별 여행,단체 패키지 여행,개별여행,패키지여행,True,True,국내외 모두,3
98584,202507,M,60대,서울특별시,300이상500만원 미만,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,3
105156,202507,M,60대,경상북도,300이상500만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
135798,202507,M,60대,경기도,모름,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
136084,202507,F,60대,경상남도,500이상700만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
147287,202507,F,60대,충청남도(세종시 포함),300만원 미만,여행경험없음,단체 패키지 여행,해당사항 없음,패키지여행,False,True,해외만,3
149570,202507,M,40대,전라남도,모름,에어텔 또는 에어카텔 패키지 여행,여행경험없음,패키지여행,해당사항 없음,True,False,국내만,3
153718,202507,F,60대,충청남도(세종시 포함),500이상700만원 미만,개별 여행,단체 패키지 여행,개별여행,패키지여행,True,True,국내외 모두,3
155829,202507,M,30대,인천광역시,300이상500만원 미만,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,3
159160,202507,F,60대,경기도,700만원 이상,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
167572,202507,F,60대,경기도,700만원 이상,개별 여행,에어텔 또는 에어카텔 패키지 여행,개별여행,패키지여행,True,True,국내외 모두,3
189514,202507,M,60대,경기도,모름,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
200996,202507,F,60대,부산광역시,700만원 이상,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
207006,202507,F,60대,경기도,300만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
212283,202507,M,30대,강원도,모름,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,3
212663,202507,M,30대,경상북도,모름,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,3
216418,202507,M,20대,경기도,500이상700만원 미만,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,3
225513,202507,M,60대,경기도,300이상500만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
228695,202507,F,40대,경상북도,모름,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
233902,202507,M,30대,경기도,700만원 이상,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,3
234488,202507,F,60대,강원도,모름,여행경험없음,단체 패키지 여행,해당사항 없음,패키지여행,False,True,해외만,3
236019,202507,F,60대,부산광역시,300이상500만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
236067,202507,M,30대,경기도,300만원 미만,개별 여행,단체 패키지 여행,개별여행,패키지여행,True,True,국내외 모두,3
240754,202507,F,50대,전라북도,700만원 이상,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
250294,202507,M,20대,경기도,모름,여행경험없음,개별 여행,해당사항 없음,개별여행,False,True,해외만,3
250713,202507,M,60대,경기도,300이상500만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
250953,202507,F,20대,서울특별시,700만원 이상,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
256226,202507,F,60대,강원도,300이상500만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
269005,202507,F,20대,부산광역시,500이상700만원 미만,여행경험없음,개별 여행,해당사항 없음,개별여행,False,True,해외만,3
269615,202507,F,20대,경기도,모름,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,3
295196,202507,M,60대,경기도,500이상700만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
304655,202507,F,50대,전라북도,700만원 이상,여행경험없음,단체 패키지 여행,해당사항 없음,패키지여행,False,True,해외만,3
314090,202507,F,60대,전라북도,700만원 이상,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
314269,202507,F,60대,경기도,700만원 이상,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,3
316169,202507,F,60대,충청남도(세종시 포함),300만원 미만,여행경험없음,개별 여행,해당사항 없음,개별여행,False,True,해외만,3
317171,202507,M,30대,강원도,300이상500만원 미만,여행경험없음,개별 여행,해당사항 없음,개별여행,False,True,해외만,3
319883,202507,M,30대,경기도,300만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
326294,202507,M,30대,전라북도,300이상500만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
329497,202507,F,40대,경상북도,500이상700만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
330395,202507,M,30대,강원도,500이상700만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
337198,202507,F,60대,전라남도,700만원 이상,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
344002,202507,M,60대,경기도,500이상700만원 미만,여행경험없음,단체 패키지 여행,해당사항 없음,패키지여행,False,True,해외만,3
347289,202507,F,60대,경상남도,300이상500만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
347558,202507,F,20대,부산광역시,700만원 이상,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
348511,202507,F,60대,경기도,모름,단체 패키지 여행,단체 패키지 여행,패키지여행,패키지여행,True,True,국내외 모두,3
349023,202507,F,20대,경기도,300이상500만원 미만,여행경험없음,개별 여행,해당사항 없음,개별여행,False,True,해외만,3
352812,202507,F,60대,경상남도,300만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
353035,202507,F,60대,경상남도,300이상500만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
356591,202507,M,60대,경기도,700만원 이상,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,3
356680,202507,F,60대,경상북도,모름,여행경험없음,단체 패키지 여행,해당사항 없음,패키지여행,False,True,해외만,3
358818,202507,M,30대,강원도,300이상500만원 미만,에어텔 또는 에어카텔 패키지 여행,에어텔 또는 에어카텔 패키지 여행,패키지여행,패키지여행,True,True,국내외 모두,3
358892,202507,F,40대,전라남도,500이상700만원 미만,단체 패키지 여행,단체 패키지 여행,패키지여행,패키지여행,True,True,국내외 모두,3
360124,202507,M,60대,서울특별시,500이상700만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
360550,202507,M,20대,전라북도,모름,여행경험없음,개별 여행,해당사항 없음,개별여행,False,True,해외만,3
365415,202507,F,20대,충청남도(세종시 포함),모름,개별 여행,에어텔 또는 에어카텔 패키지 여행,개별여행,패키지여행,True,True,국내외 모두,3
369503,202507,M,60대,경기도,700만원 이상,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
369603,202507,M,60대,경기도,500이상700만원 미만,개별 여행,단체 패키지 여행,개별여행,패키지여행,True,True,국내외 모두,3
377095,202507,M,60대,경기도,300이상500만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
379767,202507,M,20대,서울특별시,모름,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,3
380169,202507,F,20대,서울특별시,700만원 이상,개별 여행,에어텔 또는 에어카텔 패키지 여행,개별여행,패키지여행,True,True,국내외 모두,3
380669,202507,F,60대,경기도,700만원 이상,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,3
381193,202507,F,60대,전라남도,500이상700만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
381480,202507,M,30대,전라북도,500이상700만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
381520,202507,M,20대,서울특별시,모름,여행경험없음,개별 여행,해당사항 없음,개별여행,False,True,해외만,3
382232,202507,F,60대,충청남도(세종시 포함),500이상700만원 미만,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,3
383061,202507,M,60대,경기도,500이상700만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
383175,202507,M,30대,경상북도,300만원 미만,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,3
383429,202507,F,60대,강원도,700만원 이상,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,3
384605,202507,F,60대,전라남도,500이상700만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
385477,202507,M,60대,경상북도,모름,에어텔 또는 에어카텔 패키지 여행,개별 여행,패키지여행,개별여행,True,True,국내외 모두,3
386728,202507,M,30대,충청남도(세종시 포함),모름,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
386800,202507,F,60대,강원도,300이상500만원 미만,여행경험없음,단체 패키지 여행,해당사항 없음,패키지여행,False,True,해외만,3
387972,202507,F,30대,서울특별시,모름,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,3
394741,202507,F,60대,경상남도,700만원 이상,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
398067,202507,F,60대,제주도,300이상500만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
400680,202507,M,30대,서울특별시,500이상700만원 미만,단체 패키지 여행,단체 패키지 여행,패키지여행,패키지여행,True,True,국내외 모두,3
402004,202507,M,20대,전라북도,모름,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
402146,202507,F,60대,경기도,500이상700만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
402376,202507,M,20대,충청남도(세종시 포함),모름,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,3
402381,202507,F,20대,서울특별시,700만원 이상,개별 여행,단체 패키지 여행,개별여행,패키지여행,True,True,국내외 모두,3
402424,202507,M,20대,울산광역시,모름,에어텔 또는 에어카텔 패키지 여행,여행경험없음,패키지여행,해당사항 없음,True,False,국내만,3
403481,202507,M,60대,경기도,500이상700만원 미만,개별 여행,단체 패키지 여행,개별여행,패키지여행,True,True,국내외 모두,3
404412,202507,F,60대,경상남도,300이상500만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
404736,202507,M,30대,경기도,500이상700만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
408322,202507,F,60대,경기도,모름,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
409527,202507,M,20대,서울특별시,700만원 이상,단체 패키지 여행,에어텔 또는 에어카텔 패키지 여행,패키지여행,패키지여행,True,True,국내외 모두,3
409901,202507,F,60대,경기도,700만원 이상,에어텔 또는 에어카텔 패키지 여행,단체 패키지 여행,패키지여행,패키지여행,True,True,국내외 모두,3
410924,202507,M,40대,대전광역시,700만원 이상,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,3
410949,202507,M,20대,제주도,300이상500만원 미만,단체 패키지 여행,여행경험없음,패키지여행,해당사항 없음,True,False,국내만,3
414333,202507,M,20대,울산광역시,300이상500만원 미만,여행경험없음,개별 여행,해당사항 없음,개별여행,False,True,해외만,3
414848,202507,F,20대,울산광역시,700만원 이상,에어텔 또는 에어카텔 패키지 여행,개별 여행,패키지여행,개별여행,True,True,국내외 모두,3
415231,202507,M,30대,충청남도(세종시 포함),모름,여행경험없음,개별 여행,해당사항 없음,개별여행,False,True,해외만,3
418156,202507,F,60대,전라북도,300이상500만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
419785,202507,F,60대,경상남도,700만원 이상,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
421044,202507,F,20대,충청남도(세종시 포함),300이상500만원 미만,단체 패키지 여행,단체 패키지 여행,패키지여행,패키지여행,True,True,국내외 모두,3
421092,202507,M,20대,전라북도,700만원 이상,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,3
421282,202507,M,20대,대구광역시,모름,단체 패키지 여행,에어텔 또는 에어카텔 패키지 여행,패키지여행,패키지여행,True,True,국내외 모두,3
421289,202507,M,30대,전라남도,모름,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
422022,202507,M,30대,대전광역시,300이상500만원 미만,여행경험없음,단체 패키지 여행,해당사항 없음,패키지여행,False,True,해외만,3
422345,202507,M,20대,서울특별시,700만원 이상,개별 여행,에어텔 또는 에어카텔 패키지 여행,개별여행,패키지여행,True,True,국내외 모두,3
423003,202507,F,30대,경상북도,모름,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
423321,202507,F,60대,충청남도(세종시 포함),300만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
423838,202507,M,20대,경상남도,700만원 이상,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,3
423897,202507,M,20대,서울특별시,500이상700만원 미만,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,3
423985,202507,M,20대,서울특별시,300만원 미만,여행경험없음,단체 패키지 여행,해당사항 없음,패키지여행,False,True,해외만,3
424037,202507,M,20대,부산광역시,700만원 이상,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
424399,202507,F,20대,서울특별시,300만원 미만,여행경험없음,단체 패키지 여행,해당사항 없음,패키지여행,False,True,해외만,3
424422,202507,M,20대,경기도,모름,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
424679,202507,M,20대,경기도,700만원 이상,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,3
425047,202507,F,20대,서울특별시,700만원 이상,여행경험없음,에어텔 또는 에어카텔 패키지 여행,해당사항 없음,패키지여행,False,True,해외만,3
425066,202507,M,20대,서울특별시,모름,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
425208,202507,M,20대,경기도,300만원 미만,여행경험없음,개별 여행,해당사항 없음,개별여행,False,True,해외만,3
425367,202507,M,20대,부산광역시,모름,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
425585,202507,M,20대,제주도,모름,에어텔 또는 에어카텔 패키지 여행,단체 패키지 여행,패키지여행,패키지여행,True,True,국내외 모두,3
425777,202507,M,20대,서울특별시,모름,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
425996,202507,M,20대,경기도,모름,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
426032,202507,M,20대,서울특별시,300만원 미만,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,3
427787,202507,M,20대,전라남도,모름,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
429389,202507,M,20대,경기도,300이상500만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
429940,202507,M,20대,충청북도,모름,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
430325,202507,M,20대,서울특별시,300이상500만원 미만,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,3
431072,202507,M,20대,경기도,700만원 이상,에어텔 또는 에어카텔 패키지 여행,개별 여행,패키지여행,개별여행,True,True,국내외 모두,3
431274,202507,F,20대,전라북도,모름,여행경험없음,개별 여행,해당사항 없음,개별여행,False,True,해외만,3
432014,202507,M,20대,경기도,300만원 미만,에어텔 또는 에어카텔 패키지 여행,에어텔 또는 에어카텔 패키지 여행,패키지여행,패키지여행,True,True,국내외 모두,3
433118,202507,F,20대,경기도,모름,여행경험없음,개별 여행,해당사항 없음,개별여행,False,True,해외만,3
434563,202507,F,20대,서울특별시,모름,여행경험없음,단체 패키지 여행,해당사항 없음,패키지여행,False,True,해외만,3
435164,202507,F,20대,충청남도(세종시 포함),500이상700만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
436443,202507,M,20대,경기도,300이상500만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
436616,202507,M,20대,대구광역시,모름,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,3
437225,202507,F,60대,경기도,300만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
439905,202507,M,30대,경기도,500이상700만원 미만,개별 여행,단체 패키지 여행,개별여행,패키지여행,True,True,국내외 모두,3
441096,202507,F,20대,서울특별시,300이상500만원 미만,여행경험없음,개별 여행,해당사항 없음,개별여행,False,True,해외만,3
442587,202507,F,40대,경기도,500이상700만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
443855,202507,M,20대,대구광역시,모름,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
443966,202507,F,20대,경상북도,모름,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
444111,202507,F,60대,경상남도,모름,단체 패키지 여행,단체 패키지 여행,패키지여행,패키지여행,True,True,국내외 모두,3
444122,202507,F,20대,서울특별시,700만원 이상,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,3
444321,202507,M,20대,강원도,모름,여행경험없음,개별 여행,해당사항 없음,개별여행,False,True,해외만,3
444639,202507,F,20대,경기도,700만원 이상,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
444958,202507,F,60대,경기도,700만원 이상,단체 패키지 여행,여행경험없음,패키지여행,해당사항 없음,True,False,국내만,3
445577,202507,F,20대,경기도,300만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
445611,202507,F,60대,경기도,500이상700만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
446647,202507,F,60대,제주도,500이상700만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
447262,202507,F,60대,경상남도,300이상500만원 미만,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,3
447283,202507,F,60대,경상남도,300이상500만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
447738,202507,F,60대,충청남도(세종시 포함),500이상700만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
448087,202507,M,30대,강원도,500이상700만원 미만,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,3
448284,202507,M,60대,경기도,300이상500만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
448315,202507,M,30대,경상북도,500이상700만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
449311,202507,F,40대,전라남도,700만원 이상,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,3
449813,202507,M,20대,경기도,700만원 이상,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
450261,202507,M,20대,인천광역시,모름,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,3
451495,202507,M,20대,경기도,700만원 이상,여행경험없음,개별 여행,해당사항 없음,개별여행,False,True,해외만,3
451630,202507,M,20대,대구광역시,모름,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
451829,202507,M,20대,경기도,모름,단체 패키지 여행,개별 여행,패키지여행,개별여행,True,True,국내외 모두,3
451850,202507,M,30대,충청남도(세종시 포함),700만원 이상,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
452561,202507,M,30대,전라남도,300이상500만원 미만,개별 여행,단체 패키지 여행,개별여행,패키지여행,True,True,국내외 모두,3
452906,202507,M,20대,인천광역시,300이상500만원 미만,에어텔 또는 에어카텔 패키지 여행,여행경험없음,패키지여행,해당사항 없음,True,False,국내만,3
452909,202507,F,20대,경상남도,700만원 이상,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,3
453076,202507,F,40대,경상북도,300이상500만원 미만,개별 여행,단체 패키지 여행,개별여행,패키지여행,True,True,국내외 모두,3
453604,202507,F,60대,경기도,700만원 이상,단체 패키지 여행,여행경험없음,패키지여행,해당사항 없음,True,False,국내만,3
453620,202507,F,60대,경기도,모름,개별 여행,단체 패키지 여행,개별여행,패키지여행,True,True,국내외 모두,3
453775,202507,M,20대,서울특별시,500이상700만원 미만,단체 패키지 여행,개별 여행,패키지여행,개별여행,True,True,국내외 모두,3
454411,202507,M,20대,강원도,300이상500만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
454802,202507,F,60대,강원도,700만원 이상,에어텔 또는 에어카텔 패키지 여행,여행경험없음,패키지여행,해당사항 없음,True,False,국내만,3
454830,202507,M,20대,전라북도,500이상700만원 미만,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,3
455810,202507,F,20대,인천광역시,700만원 이상,여행경험없음,에어텔 또는 에어카텔 패키지 여행,해당사항 없음,패키지여행,False,True,해외만,3
456064,202507,M,20대,서울특별시,모름,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,3
456307,202507,F,20대,경기도,모름,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
456875,202507,F,20대,경기도,300만원 미만,여행경험없음,개별 여행,해당사항 없음,개별여행,False,True,해외만,3
457068,202507,M,60대,경기도,모름,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
457485,202507,F,20대,전라북도,모름,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,3
457769,202507,F,20대,충청남도(세종시 포함),300이상500만원 미만,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,3
458113,202507,F,20대,서울특별시,300만원 미만,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,3
458554,202507,F,20대,경기도,모름,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
458614,202507,M,20대,서울특별시,300만원 미만,여행경험없음,개별 여행,해당사항 없음,개별여행,False,True,해외만,3
458694,202507,M,20대,부산광역시,300이상500만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
458782,202507,M,20대,경기도,300이상500만원 미만,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
458814,202507,F,20대,서울특별시,모름,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
459022,202507,F,20대,대구광역시,모름,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
459867,202507,F,20대,경기도,모름,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,3
460212,202507,M,20대,서울특별시,모름,여행경험없음,개별 여행,해당사항 없음,개별여행,False,True,해외만,3
460798,202507,F,20대,강원도,모름,여행경험없음,단체 패키지 여행,해당사항 없음,패키지여행,False,True,해외만,3
460821,202507,F,20대,전라남도,모름,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
461381,202507,F,20대,서울특별시,모름,여행경험없음,개별 여행,해당사항 없음,개별여행,False,True,해외만,3
462402,202507,F,20대,경상남도,300만원 미만,에어텔 또는 에어카텔 패키지 여행,여행경험없음,패키지여행,해당사항 없음,True,False,국내만,3
463216,202507,M,20대,경기도,모름,여행경험없음,에어텔 또는 에어카텔 패키지 여행,해당사항 없음,패키지여행,False,True,해외만,3
463481,202507,M,20대,광주광역시,700만원 이상,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
463797,202507,F,20대,경기도,모름,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
463998,202507,M,20대,서울특별시,500이상700만원 미만,여행경험없음,개별 여행,해당사항 없음,개별여행,False,True,해외만,3
465381,202507,M,20대,경기도,모름,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,3
465516,202507,M,20대,대구광역시,300만원 미만,에어텔 또는 에어카텔 패키지 여행,에어텔 또는 에어카텔 패키지 여행,패키지여행,패키지여행,True,True,국내외 모두,3
465701,202507,M,20대,충청남도(세종시 포함),모름,개별 여행,에어텔 또는 에어카텔 패키지 여행,개별여행,패키지여행,True,True,국내외 모두,3
466096,202507,M,20대,대구광역시,300이상500만원 미만,여행경험없음,단체 패키지 여행,해당사항 없음,패키지여행,False,True,해외만,3
466998,202507,M,30대,전라남도,700만원 이상,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
467107,202507,M,30대,경상북도,모름,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
467174,202507,F,20대,경상북도,모름,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
467477,202507,M,20대,경기도,300이상500만원 미만,에어텔 또는 에어카텔 패키지 여행,여행경험없음,패키지여행,해당사항 없음,True,False,국내만,3
467945,202507,M,20대,경상남도,모름,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
468171,202507,M,20대,서울특별시,모름,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,3
468235,202507,M,20대,대전광역시,300이상500만원 미만,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,3
468493,202507,M,20대,전라남도,300만원 미만,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,3
469287,202507,F,20대,경상남도,300만원 미만,에어텔 또는 에어카텔 패키지 여행,에어텔 또는 에어카텔 패키지 여행,패키지여행,패키지여행,True,True,국내외 모두,3
469290,202507,F,20대,전라남도,모름,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
469636,202507,M,30대,서울특별시,300만원 미만,여행경험없음,에어텔 또는 에어카텔 패키지 여행,해당사항 없음,패키지여행,False,True,해외만,3
469666,202507,M,20대,서울특별시,700만원 이상,개별 여행,단체 패키지 여행,개별여행,패키지여행,True,True,국내외 모두,3
469695,202507,F,20대,경상북도,700만원 이상,개별 여행,여행경험없음,개별여행,해당사항 없음,True,False,국내만,3
469886,202507,M,20대,경기도,모름,단체 패키지 여행,개별 여행,패키지여행,개별여행,True,True,국내외 모두,3
469944,202507,M,20대,서울특별시,300만원 미만,단체 패키지 여행,에어텔 또는 에어카텔 패키지 여행,패키지여행,패키지여행,True,True,국내외 모두,3
470417,202507,F,20대,경기도,모름,개별 여행,개별 여행,개별여행,개별여행,True,True,국내외 모두,3
