RESPOND_ID,EXAMIN_BEGIN_DE,TOUR_CTPRVN_NM,TOUR_BEGIN_DE,TOUR_PD_VALUE,TOUR_COM_NMPR_NM,COM_ONE_TY,TOUR_PURPS_NM,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,MRRG_AT_NM,CHLDRN_TY_NM,OCCP_NM,TOUR_TOT_CT_VALUE,TOUR_LDGMNT_CT_VALUE,TOUR_FOOD_CT_VALUE,TOUR_TRNSPORT_CT_VALUE,TOUR_SHOPNG_CT_VALUE,TOUR_ACTVTY_CT_VALUE,TOUR_ETC_CT_VALUE,TRIP_DAYS,TOTAL_EXP_MID_MANWON,TRAVEL_STYLE_GROUP,TRAVEL_MONTH,IS_PEAK_SEASON
53360060,20251110,제주도,20250827,4박 5일,2명,배우자,자연 풍경 감상 (산/ 바다 등),F,30대,기혼,신혼기(자녀 없음),사무/기술직,40만원 이상,10만원 이상,10만원 이상,10만원 이상,10만원 이상,1만원 미만,1만원 미만,5.0,45,소규모 동반,8,True
53360068,20250630,강원도,20250602,2박 3일,혼자서,혼자서,휴식,M,30대,미혼,미혼,사무/기술직,10~20만원 미만,5~7만원 미만,1~3만원 미만,1만원 미만,1만원 미만,3~5만원 미만,1만원 미만,3.0,15,홀로여행,6,True
53360068,20250915,강원도,20250612,4박 5일,혼자서,혼자서,도시 경관 감상 (건축물/ 거리 등),M,30대,미혼,미혼,사무/기술직,10~20만원 미만,5~7만원 미만,5~7만원 미만,5~7만원 미만,1만원 미만,1만원 미만,1만원 미만,5.0,15,홀로여행,6,True
53360068,20251201,강원도,20251103,4박 5일,혼자서,혼자서,휴식,M,30대,미혼,미혼,사무/기술직,20~30만원 미만,5~7만원 미만,5~7만원 미만,10만원 이상,1만원 미만,1만원 미만,1만원 미만,5.0,25,홀로여행,11,False
53360071,20251222,제주도,20251212,1박 2일,4명,부모/형제/자녀 등 가족,식도락 (지역 특색/제철 음식),F,20대,미혼,미혼,대학/대학원생,30~40만원 미만,5~7만원 미만,10만원 이상,10만원 이상,1~3만원 미만,1만원 미만,1만원 미만,2.0,35,단체 동반,12,False
53360072,20250324,부산시,20250228,1박 2일,2명,배우자,휴식,M,50대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,20~30만원 미만,5~7만원 미만,3~5만원 미만,1~3만원 미만,5~7만원 미만,5~7만원 미만,1만원 미만,2.0,25,소규모 동반,2,False
53360072,20250623,경상북도,20250524,1박 2일,혼자서,혼자서,놀이/테마공원-온천 등 즐기기,M,50대,기혼,자녀 성장(막내 중고생),사무/기술직,10~20만원 미만,3~5만원 미만,5~7만원 미만,1~3만원 미만,1만원 미만,1~3만원 미만,1만원 미만,2.0,15,홀로여행,5,True
53360072,20250922,경상북도,20250830,1박 2일,2명,배우자,휴식,M,50대,기혼,자녀 성장(막내 중고생),사무/기술직,30~40만원 미만,5~7만원 미만,5~7만원 미만,5~7만원 미만,5~7만원 미만,5~7만원 미만,5~7만원 미만,2.0,35,소규모 동반,8,True
53360078,20250324,강원도,20250222,1박 2일,2명,배우자,자연 풍경 감상 (산/ 바다 등),M,60대 이상,기혼,자녀 성장(막내 중고생),기타/무직,30~40만원 미만,10만원 이상,5~7만원 미만,10만원 이상,1만원 미만,1만원 미만,1만원 미만,2.0,35,소규모 동반,2,False
53360086,20251103,부산시,20251007,1박 2일,2명,부모/형제/자녀 등 가족,자연 풍경 감상 (산/ 바다 등),M,50대,기혼,자녀 성장(막내 중고생),사무/기술직,20~30만원 미만,10만원 이상,7~10만원 미만,10만원 이상,1만원 미만,1만원 미만,1만원 미만,2.0,25,소규모 동반,10,False
53360088,20250428,부산시,20250126,2박 3일,2명,친구,식도락 (지역 특색/제철 음식),F,60대 이상,기혼,자녀 독립(막내 결혼),전업주부,40만원 이상,1만원 미만,10만원 이상,10만원 이상,1만원 미만,1만원 미만,10만원 이상,3.0,45,소규모 동반,1,False
53360097,20250811,인천시,20250807,2박 3일,2명,연인,휴식,M,40대,미혼,미혼,사무/기술직,10~20만원 미만,7~10만원 미만,3~5만원 미만,1만원 미만,1만원 미만,1~3만원 미만,1만원 미만,3.0,15,소규모 동반,8,True
53360097,20251117,인천시,20251114,1박 2일,2명,연인,휴식,M,40대,미혼,미혼,사무/기술직,10~20만원 미만,5~7만원 미만,3~5만원 미만,1~3만원 미만,1만원 미만,1만원 미만,1만원 미만,2.0,15,소규모 동반,11,False
53360098,20250818,전라북도,20250508,1박 2일,3명,배우자,자연 풍경 감상 (산/ 바다 등),F,50대,기혼,자녀 성인(막내 대학),전업주부,10~20만원 미만,1~3만원 미만,5~7만원 미만,3~5만원 미만,1만원 미만,1만원 미만,1만원 미만,2.0,15,소규모 동반,5,True
53360108,20251006,울산시,20250905,2박 3일,2명,배우자,식도락 (지역 특색/제철 음식),M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,10~20만원 미만,1만원 미만,5~7만원 미만,1만원 미만,1~3만원 미만,3~5만원 미만,1만원 미만,3.0,15,소규모 동반,9,False
53360110,20250922,제주도,20250815,4박 5일,3명,배우자,놀이/테마공원-온천 등 즐기기,M,20대,미혼,미혼,사무/기술직,30~40만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,10만원 이상,5.0,35,소규모 동반,8,True
53360119,20250616,전라북도,20250419,1박 2일,5명 이상,친구,친지/친구/친척 만나기,M,60대 이상,기혼,자녀 성인(막내 대학),기타/무직,20~30만원 미만,5~7만원 미만,5~7만원 미만,1~3만원 미만,1만원 미만,7~10만원 미만,1만원 미만,2.0,25,단체 동반,4,False
53360126,20250811,경기도,20250508,1박 2일,2명,부모/형제/자녀 등 가족,친지/친구/친척 만나기,F,60대 이상,미혼,미혼,전업주부,20~30만원 미만,1만원 미만,7~10만원 미만,5~7만원 미만,3~5만원 미만,3~5만원 미만,1~3만원 미만,2.0,25,소규모 동반,5,True
53360128,20260105,전라남도,20251213,2박 3일,4명,부모/형제/자녀 등 가족,역사-유적 감상 (유적지/ 박물관 등),F,60대 이상,기혼,자녀 성인(막내 대학),판매/서비스직,20~30만원 미만,10만원 이상,1~3만원 미만,1~3만원 미만,5~7만원 미만,1~3만원 미만,1~3만원 미만,3.0,25,단체 동반,12,False
53360138,20250825,경기도,20250723,1박 2일,2명,배우자,휴식,M,60대 이상,기혼,자녀 독립(막내 결혼),기타/무직,10~20만원 미만,5~7만원 미만,3~5만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,1만원 미만,2.0,15,소규모 동반,7,True
53360138,20251208,경기도,20250923,2박 3일,2명,배우자,휴식,M,60대 이상,기혼,자녀 독립(막내 결혼),기능/숙련/일반작업직,20~30만원 미만,10만원 이상,5~7만원 미만,5~7만원 미만,1만원 미만,1만원 미만,1만원 미만,3.0,25,소규모 동반,9,False
53360147,20250324,충청남도,20250321,2박 3일,2명,배우자,친지/친구/친척 만나기,M,60대 이상,기혼,자녀 성장(막내 중고생),기능/숙련/일반작업직,40만원 이상,10만원 이상,10만원 이상,5~7만원 미만,1만원 미만,1~3만원 미만,1만원 미만,3.0,45,소규모 동반,3,False
53360147,20250602,충청남도,20250505,2박 3일,2명,배우자,친지/친구/친척 만나기,M,60대 이상,기혼,자녀 성인(막내 대학),기타/무직,20~30만원 미만,1만원 미만,10만원 이상,1만원 미만,5~7만원 미만,1만원 미만,1만원 미만,3.0,25,소규모 동반,5,True
53360147,20251020,경상북도,20250926,4박 5일,2명,배우자,친지/친구/친척 만나기,M,60대 이상,기혼,자녀 독립(막내 결혼),사무/기술직,30~40만원 미만,10만원 이상,10만원 이상,5~7만원 미만,1만원 미만,1만원 미만,3~5만원 미만,5.0,35,소규모 동반,9,False
53360164,20250929,전라남도,20250912,1박 2일,5명 이상,부모/형제/자녀 등 가족,놀이/테마공원-온천 등 즐기기,M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,10~20만원 미만,1~3만원 미만,5~7만원 미만,1만원 미만,1만원 미만,3~5만원 미만,1만원 미만,2.0,15,단체 동반,9,False
53360164,20260105,경상북도,20251226,1박 2일,4명,부모/형제/자녀 등 가족,역사-유적 감상 (유적지/ 박물관 등),M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,10~20만원 미만,5~7만원 미만,5~7만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,2.0,15,단체 동반,12,False
53360184,20250428,경상북도,20250324,1박 2일,5명 이상,부모/형제/자녀 등 가족,자연 풍경 감상 (산/ 바다 등),F,60대 이상,기혼,자녀 독립(막내 결혼),전업주부,10~20만원 미만,5~7만원 미만,3~5만원 미만,1~3만원 미만,1만원 미만,1만원 미만,1만원 미만,2.0,15,단체 동반,3,False
53360184,20251020,경상북도,20250726,1박 2일,5명 이상,배우자,도시 경관 감상 (건축물/ 거리 등),F,60대 이상,기혼,자녀 독립(막내 결혼),전업주부,30~40만원 미만,10만원 이상,10만원 이상,1만원 미만,10만원 이상,1만원 미만,1만원 미만,2.0,35,단체 동반,7,True
53360185,20250811,경상남도,20250731,4박 5일,4명,배우자,놀이/테마공원-온천 등 즐기기,M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,20~30만원 미만,10만원 이상,7~10만원 미만,1만원 미만,1만원 미만,1~3만원 미만,1만원 미만,5.0,25,단체 동반,7,True
53360188,20250707,경상북도,20250406,1박 2일,2명,배우자,자연 풍경 감상 (산/ 바다 등),M,50대,기혼,자녀 성인(막내 대학),사무/기술직,30~40만원 미만,10만원 이상,10만원 이상,5~7만원 미만,1만원 미만,1만원 미만,1만원 미만,2.0,35,소규모 동반,4,False
53360188,20260105,경상북도,20251004,1박 2일,2명,배우자,식도락 (지역 특색/제철 음식),M,50대,기혼,자녀 성인(막내 대학),자영업,10~20만원 미만,5~7만원 미만,5~7만원 미만,1만원 미만,5~7만원 미만,1만원 미만,1만원 미만,2.0,15,소규모 동반,10,False
53360195,20250505,강원도,20250426,1박 2일,2명,부모/형제/자녀 등 가족,자연 풍경 감상 (산/ 바다 등),F,40대,미혼,미혼,사무/기술직,10~20만원 미만,3~5만원 미만,3~5만원 미만,1~3만원 미만,1만원 미만,1만원 미만,1만원 미만,2.0,15,소규모 동반,4,False
53360195,20250825,충청북도,20250802,4박 5일,3명,부모/형제/자녀 등 가족,자연 풍경 감상 (산/ 바다 등),F,40대,미혼,미혼,사무/기술직,30~40만원 미만,10만원 이상,7~10만원 미만,5~7만원 미만,1만원 미만,1만원 미만,1~3만원 미만,5.0,35,소규모 동반,8,True
53360195,20251215,강원도,20251115,1박 2일,5명 이상,부모/형제/자녀 등 가족,친지/친구/친척 만나기,F,40대,미혼,미혼,사무/기술직,30~40만원 미만,7~10만원 미만,10만원 이상,3~5만원 미만,1~3만원 미만,3~5만원 미만,1만원 미만,2.0,35,단체 동반,11,False
53360210,20250623,충청남도,20250605,1박 2일,4명,부모/형제/자녀 등 가족,휴식,M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,10만원 미만,3~5만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,1만원 미만,1만원 미만,2.0,5,단체 동반,6,True
53360210,20250901,전라남도,20250801,1박 2일,4명,부모/형제/자녀 등 가족,식도락 (지역 특색/제철 음식),M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,10~20만원 미만,5~7만원 미만,3~5만원 미만,1~3만원 미만,1만원 미만,1만원 미만,1만원 미만,2.0,15,단체 동반,8,True
53360213,20250303,전라남도,20250120,2박 3일,2명,부모/형제/자녀 등 가족,친지/친구/친척 만나기,F,50대,기혼,자녀 성인(막내 대학),기타/무직,10~20만원 미만,1만원 미만,7~10만원 미만,3~5만원 미만,1만원 미만,1만원 미만,1만원 미만,3.0,15,소규모 동반,1,False
53360214,20250303,인천시,20250125,3박 4일,5명 이상,부모/형제/자녀 등 가족,식도락 (지역 특색/제철 음식),M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,20~30만원 미만,7~10만원 미만,5~7만원 미만,3~5만원 미만,3~5만원 미만,1~3만원 미만,1만원 미만,4.0,25,단체 동반,1,False
53360214,20251020,경상북도,20251008,2박 3일,5명 이상,배우자,식도락 (지역 특색/제철 음식),M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,30~40만원 미만,7~10만원 미만,10만원 이상,7~10만원 미만,5~7만원 미만,1~3만원 미만,1만원 미만,3.0,35,단체 동반,10,False
53360216,20250414,서울시,20250117,2박 3일,3명,친구,친지/친구/친척 만나기,F,60대 이상,기타,자녀 성인(막내 대학),판매/서비스직,30~40만원 미만,1만원 미만,7~10만원 미만,10만원 이상,10만원 이상,1만원 미만,1만원 미만,3.0,35,소규모 동반,1,False
53360216,20251229,부산시,20251112,3박 4일,3명,친구,친지/친구/친척 만나기,F,60대 이상,기타,자녀 성인(막내 대학),판매/서비스직,40만원 이상,10만원 이상,10만원 이상,10만원 이상,3~5만원 미만,1만원 미만,1만원 미만,4.0,45,소규모 동반,11,False
53360226,20250714,인천시,20250711,1박 2일,2명,직장동료,축제-행사 참여,F,30대,미혼,미혼,기타/무직,10~20만원 미만,3~5만원 미만,3~5만원 미만,3~5만원 미만,1만원 미만,1만원 미만,1만원 미만,2.0,15,소규모 동반,7,True
53360226,20251006,대구시,20250902,1박 2일,3명,직장동료,친지/친구/친척 만나기,F,30대,미혼,미혼,사무/기술직,10~20만원 미만,5~7만원 미만,5~7만원 미만,3~5만원 미만,1만원 미만,1~3만원 미만,1만원 미만,2.0,15,소규모 동반,9,False
53360243,20250811,서울시,20250705,2박 3일,혼자서,혼자서,친지/친구/친척 만나기,M,60대 이상,기타,자녀 독립(막내 결혼),기타/무직,20~30만원 미만,10만원 이상,10만원 이상,1만원 미만,1만원 미만,1만원 미만,1만원 미만,3.0,25,홀로여행,7,True
53360243,20251117,충청남도,20250927,2박 3일,2명,배우자,자연 풍경 감상 (산/ 바다 등),M,60대 이상,기혼,자녀 독립(막내 결혼),기타/무직,20~30만원 미만,1만원 미만,10만원 이상,1만원 미만,1만원 미만,1만원 미만,1만원 미만,3.0,25,소규모 동반,9,False
53360247,20250728,전라남도,20250726,2박 3일,4명,부모/형제/자녀 등 가족,휴식,M,30대,미혼,미혼,사무/기술직,20~30만원 미만,3~5만원 미만,10만원 이상,3~5만원 미만,5~7만원 미만,1만원 미만,1만원 미만,3.0,25,단체 동반,7,True
53360253,20250908,강원도,20250616,3박 4일,4명,친구,친지/친구/친척 만나기,F,60대 이상,기혼,자녀 독립(막내 결혼),전업주부,30~40만원 미만,10만원 이상,7~10만원 미만,10만원 이상,1만원 미만,1만원 미만,1~3만원 미만,4.0,35,단체 동반,6,True
53360273,20251020,강원도,20250815,1박 2일,5명 이상,친구,자연 풍경 감상 (산/ 바다 등),M,50대,기혼,자녀 성인(막내 대학),사무/기술직,20~30만원 미만,3~5만원 미만,10만원 이상,1~3만원 미만,1~3만원 미만,1만원 미만,1만원 미만,2.0,25,단체 동반,8,True
53360277,20251103,경기도,20251101,1박 2일,5명 이상,친구,친지/친구/친척 만나기,F,20대,미혼,미혼,사무/기술직,20~30만원 미만,1만원 미만,10만원 이상,10만원 이상,1만원 미만,5~7만원 미만,1만원 미만,2.0,25,단체 동반,11,False
53360288,20250303,전라남도,20250220,1박 2일,2명,배우자,휴식,F,40대,기혼,자녀 성장(막내 중고생),경영/관리/전문직,30~40만원 미만,10만원 이상,10만원 이상,3~5만원 미만,1만원 미만,1만원 미만,1만원 미만,2.0,35,소규모 동반,2,False
53360288,20250901,부산시,20250614,1박 2일,2명,부모/형제/자녀 등 가족,자연 풍경 감상 (산/ 바다 등),F,40대,기혼,자녀 성장(막내 중고생),경영/관리/전문직,40만원 이상,10만원 이상,10만원 이상,7~10만원 미만,1만원 미만,7~10만원 미만,1만원 미만,2.0,45,소규모 동반,6,True
53360288,20250630,부산시,20250621,1박 2일,5명 이상,부모/형제/자녀 등 가족,놀이/테마공원-온천 등 즐기기,F,40대,기혼,자녀 성장(막내 중고생),사무/기술직,40만원 이상,10만원 이상,10만원 이상,10만원 이상,1만원 미만,5~7만원 미만,1만원 미만,2.0,45,단체 동반,6,True
53360302,20251222,강원도,20250919,2박 3일,4명,부모/형제/자녀 등 가족,휴식,M,50대,기혼,자녀 성인(막내 대학),사무/기술직,20~30만원 미만,3~5만원 미만,10만원 이상,1~3만원 미만,5~7만원 미만,1만원 미만,1만원 미만,3.0,25,단체 동반,9,False
53360305,20251117,강원도,20251031,2박 3일,2명,친구,식도락 (지역 특색/제철 음식),F,50대,미혼,미혼,기타/무직,10~20만원 미만,5~7만원 미만,5~7만원 미만,1만원 미만,1만원 미만,1만원 미만,1만원 미만,3.0,15,소규모 동반,10,False
53360306,20250818,강원도,20250503,2박 3일,4명,부모/형제/자녀 등 가족,휴식,M,50대,기혼,자녀 성인(막내 대학),사무/기술직,30~40만원 미만,10만원 이상,10만원 이상,3~5만원 미만,1만원 미만,3~5만원 미만,1만원 미만,3.0,35,단체 동반,5,True
53360306,20251117,강원도,20251103,1박 2일,2명,배우자,자연 풍경 감상 (산/ 바다 등),M,50대,기혼,자녀 성인(막내 대학),사무/기술직,20~30만원 미만,10만원 이상,3~5만원 미만,1~3만원 미만,1만원 미만,1만원 미만,1만원 미만,2.0,25,소규모 동반,11,False
53360323,20250331,충청남도,20250228,1박 2일,4명,친구,자연 풍경 감상 (산/ 바다 등),M,60대 이상,기혼,자녀 성인(막내 대학),사무/기술직,30~40만원 미만,10만원 이상,10만원 이상,5~7만원 미만,1만원 미만,1만원 미만,1만원 미만,2.0,35,단체 동반,2,False
53360337,20250929,전라남도,20250711,2박 3일,5명 이상,직장동료,휴식,F,50대,기혼,자녀 성인(막내 대학),전업주부,30~40만원 미만,10만원 이상,10만원 이상,5~7만원 미만,5~7만원 미만,1만원 미만,1만원 미만,3.0,35,단체 동반,7,True
53360348,20251222,경기도,20251122,1박 2일,5명 이상,친구,친지/친구/친척 만나기,M,50대,기혼,자녀 성장(막내 중고생),기타/무직,20~30만원 미만,3~5만원 미만,5~7만원 미만,3~5만원 미만,1만원 미만,7~10만원 미만,1만원 미만,2.0,25,단체 동반,11,False
53360350,20250331,제주도,20250221,3박 4일,2명,부모/형제/자녀 등 가족,휴식,M,40대,기타,자녀 성장(막내 중고생),사무/기술직,40만원 이상,10만원 이상,10만원 이상,10만원 이상,5~7만원 미만,5~7만원 미만,1만원 미만,4.0,45,소규모 동반,2,False
53360350,20250602,충청남도,20250322,1박 2일,2명,부모/형제/자녀 등 가족,자연 풍경 감상 (산/ 바다 등),M,40대,기타,자녀 성장(막내 중고생),사무/기술직,10~20만원 미만,7~10만원 미만,5~7만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,2.0,15,소규모 동반,3,False
53360350,20251110,전라남도,20251005,5박 6일,2명,부모/형제/자녀 등 가족,자연 풍경 감상 (산/ 바다 등),M,40대,기타,자녀 성장(막내 중고생),사무/기술직,40만원 이상,10만원 이상,10만원 이상,5~7만원 미만,1만원 미만,5~7만원 미만,1만원 미만,6.0,45,소규모 동반,10,False
53360358,20251110,서울시,20251105,1박 2일,2명,연인,도시 경관 감상 (건축물/ 거리 등),M,20대,미혼,미혼,대학/대학원생,10~20만원 미만,1만원 미만,3~5만원 미만,7~10만원 미만,1만원 미만,1만원 미만,1만원 미만,2.0,15,소규모 동반,11,False
53360379,20250630,인천시,20250525,1박 2일,2명,연인,휴식,F,40대,미혼,미혼,사무/기술직,20~30만원 미만,10만원 이상,10만원 이상,1만원 미만,1만원 미만,1만원 미만,1만원 미만,2.0,25,소규모 동반,5,True
53360379,20251229,인천시,20251206,1박 2일,2명,연인,식도락 (지역 특색/제철 음식),F,50대,미혼,미혼,사무/기술직,10~20만원 미만,10만원 이상,1만원 미만,5~7만원 미만,1만원 미만,1만원 미만,1만원 미만,2.0,15,소규모 동반,12,False
53360381,20250421,강원도,20250113,1박 2일,5명 이상,부모/형제/자녀 등 가족,식도락 (지역 특색/제철 음식),M,20대,미혼,미혼,사무/기술직,10~20만원 미만,3~5만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,2.0,15,단체 동반,1,False
53360381,20250623,강원도,20250303,1박 2일,5명 이상,친구,식도락 (지역 특색/제철 음식),M,20대,미혼,미혼,사무/기술직,10~20만원 미만,3~5만원 미만,1~3만원 미만,3~5만원 미만,1만원 미만,1~3만원 미만,1만원 미만,2.0,15,단체 동반,3,False
53360381,20251103,충청남도,20250913,1박 2일,3명,친구,식도락 (지역 특색/제철 음식),M,20대,미혼,미혼,사무/기술직,20~30만원 미만,7~10만원 미만,3~5만원 미만,7~10만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,2.0,25,소규모 동반,9,False
53360396,20250825,경상남도,20250701,1박 2일,4명,부모/형제/자녀 등 가족,취미-운동 활동 (등산/ 낚시/ 골프 등),M,40대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,10~20만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,5~7만원 미만,1~3만원 미만,2.0,15,단체 동반,7,True
53360420,20250428,전라남도,20250301,1박 2일,2명,연인,식도락 (지역 특색/제철 음식),F,20대,미혼,미혼,사무/기술직,20~30만원 미만,7~10만원 미만,5~7만원 미만,7~10만원 미만,1만원 미만,1만원 미만,1만원 미만,2.0,25,소규모 동반,3,False
53360429,20250804,강원도,20250718,2박 3일,5명 이상,부모/형제/자녀 등 가족,자연 풍경 감상 (산/ 바다 등),F,60대 이상,기혼,자녀 성인(막내 대학),전업주부,20~30만원 미만,5~7만원 미만,10만원 이상,1만원 미만,1만원 미만,1만원 미만,5~7만원 미만,3.0,25,단체 동반,7,True
53360429,20251103,강원도,20251031,1박 2일,4명,부모/형제/자녀 등 가족,자연 풍경 감상 (산/ 바다 등),F,60대 이상,기혼,자녀 성인(막내 대학),전업주부,20~30만원 미만,5~7만원 미만,5~7만원 미만,1만원 미만,10만원 이상,1만원 미만,1만원 미만,2.0,25,단체 동반,10,False
53360430,20250407,경기도,20250307,1박 2일,2명,배우자,휴식,F,60대 이상,기혼,자녀 성인(막내 대학),전업주부,30~40만원 미만,1만원 미만,10만원 이상,10만원 이상,1만원 미만,5~7만원 미만,1만원 미만,2.0,35,소규모 동반,3,False
53360430,20250714,경기도,20250426,1박 2일,2명,배우자,친지/친구/친척 만나기,F,60대 이상,기혼,자녀 성인(막내 대학),전업주부,20~30만원 미만,1만원 미만,1만원 미만,5~7만원 미만,1만원 미만,1만원 미만,10만원 이상,2.0,25,소규모 동반,4,False
53360433,20260105,강원도,20251020,2박 3일,2명,배우자,자연 풍경 감상 (산/ 바다 등),M,60대 이상,기혼,자녀 성인(막내 대학),기타/무직,30~40만원 미만,10만원 이상,7~10만원 미만,5~7만원 미만,1만원 미만,1만원 미만,1~3만원 미만,3.0,35,소규모 동반,10,False
53360434,20250901,강원도,20250806,2박 3일,4명,배우자,자연 풍경 감상 (산/ 바다 등),F,60대 이상,기혼,자녀 성인(막내 대학),전업주부,30~40만원 미만,10만원 이상,10만원 이상,1~3만원 미만,3~5만원 미만,1만원 미만,1만원 미만,3.0,35,단체 동반,8,True
53360443,20250728,강원도,20250601,2박 3일,2명,친구,식도락 (지역 특색/제철 음식),F,30대,미혼,미혼,자영업,20~30만원 미만,10만원 이상,10만원 이상,1만원 미만,1만원 미만,1만원 미만,1만원 미만,3.0,25,소규모 동반,6,True
53360443,20251215,강원도,20250926,2박 3일,4명,부모/형제/자녀 등 가족,식도락 (지역 특색/제철 음식),F,30대,미혼,미혼,자영업,20~30만원 미만,5~7만원 미만,10만원 이상,5~7만원 미만,1만원 미만,1만원 미만,1만원 미만,3.0,25,단체 동반,9,False
53360453,20250630,경상북도,20250616,1박 2일,혼자서,혼자서,휴식,M,50대,기혼,자녀 성인(막내 대학),기타/무직,10~20만원 미만,5~7만원 미만,5~7만원 미만,3~5만원 미만,1만원 미만,1만원 미만,1만원 미만,2.0,15,홀로여행,6,True
53360459,20250512,강원도,20250426,1박 2일,4명,부모/형제/자녀 등 가족,취미-운동 활동 (등산/ 낚시/ 골프 등),M,60대 이상,기혼,자녀 성인(막내 대학),사무/기술직,20~30만원 미만,1만원 미만,10만원 이상,5~7만원 미만,1만원 미만,1만원 미만,1~3만원 미만,2.0,25,단체 동반,4,False
53360473,20250324,충청남도,20250218,1박 2일,2명,배우자,놀이/테마공원-온천 등 즐기기,M,60대 이상,기혼,자녀 성인(막내 대학),기타/무직,30~40만원 미만,5~7만원 미만,10만원 이상,5~7만원 미만,5~7만원 미만,5~7만원 미만,1만원 미만,2.0,35,소규모 동반,2,False
53360473,20250602,충청남도,20250317,1박 2일,2명,배우자,놀이/테마공원-온천 등 즐기기,M,60대 이상,기혼,자녀 독립(막내 결혼),기타/무직,40만원 이상,10만원 이상,10만원 이상,5~7만원 미만,10만원 이상,5~7만원 미만,1만원 미만,2.0,45,소규모 동반,3,False
53360473,20250915,경기도,20250815,2박 3일,2명,배우자,자연 풍경 감상 (산/ 바다 등),M,60대 이상,기혼,자녀 독립(막내 결혼),기타/무직,20~30만원 미만,7~10만원 미만,7~10만원 미만,1~3만원 미만,1만원 미만,5~7만원 미만,1만원 미만,3.0,25,소규모 동반,8,True
53360473,20251201,경상북도,20251127,1박 2일,2명,배우자,자연 풍경 감상 (산/ 바다 등),M,60대 이상,기혼,자녀 독립(막내 결혼),기타/무직,10~20만원 미만,5~7만원 미만,5~7만원 미만,1만원 미만,3~5만원 미만,1~3만원 미만,1만원 미만,2.0,15,소규모 동반,11,False
53360475,20250526,강원도,20250308,1박 2일,3명,부모/형제/자녀 등 가족,식도락 (지역 특색/제철 음식),F,40대,기혼,자녀 성장(막내 중고생),사무/기술직,20~30만원 미만,1만원 미만,1만원 미만,10만원 이상,1만원 미만,1만원 미만,1만원 미만,2.0,25,소규모 동반,3,False
53360489,20250818,강원도,20250515,2박 3일,2명,친구,휴식,F,30대,미혼,미혼,사무/기술직,20~30만원 미만,7~10만원 미만,5~7만원 미만,5~7만원 미만,1만원 미만,1~3만원 미만,1만원 미만,3.0,25,소규모 동반,5,True
53360501,20250414,강원도,20250107,2박 3일,2명,연인,식도락 (지역 특색/제철 음식),M,30대,미혼,미혼,기능/숙련/일반작업직,20~30만원 미만,10만원 이상,5~7만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,3.0,25,소규모 동반,1,False
53360506,20250609,제주도,20250426,1박 2일,5명 이상,미상,취미-운동 활동 (등산/ 낚시/ 골프 등),F,50대,기타,자녀 성인(막내 대학),기능/숙련/일반작업직,20~30만원 미만,1만원 미만,5~7만원 미만,5~7만원 미만,5~7만원 미만,10만원 이상,1만원 미만,2.0,25,단체 동반,4,False
53360508,20250414,강원도,20250117,1박 2일,2명,친구,휴식,M,30대,미혼,미혼,사무/기술직,10~20만원 미만,3~5만원 미만,5~7만원 미만,1~3만원 미만,1만원 미만,1만원 미만,1만원 미만,2.0,15,소규모 동반,1,False
53360508,20250818,서울시,20250615,1박 2일,2명,친구,기타,M,30대,미혼,미혼,사무/기술직,10만원 미만,1만원 미만,5~7만원 미만,1~3만원 미만,1만원 미만,1만원 미만,1~3만원 미만,2.0,5,소규모 동반,6,True
53360508,20251110,경기도,20251030,1박 2일,4명,직장동료,휴식,M,30대,미혼,미혼,사무/기술직,10~20만원 미만,3~5만원 미만,5~7만원 미만,1만원 미만,1~3만원 미만,1만원 미만,1만원 미만,2.0,15,단체 동반,10,False
