RESPOND_ID,EXAMIN_BEGIN_DE,TOUR_CTPRVN_NM,TOUR_BEGIN_DE,TOUR_PD_VALUE,TOUR_COM_NMPR_NM,COM_ONE_TY,TOUR_PURPS_NM,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,MRRG_AT_NM,CHLDRN_TY_NM,OCCP_NM,TOUR_TOT_CT_VALUE,TOUR_LDGMNT_CT_VALUE,TOUR_FOOD_CT_VALUE,TOUR_TRNSPORT_CT_VALUE,TOUR_SHOPNG_CT_VALUE,TOUR_ACTVTY_CT_VALUE,TOUR_ETC_CT_VALUE,TRIP_DAYS,TOTAL_EXP_MID_MANWON,TRAVEL_STYLE_GROUP,TRAVEL_MONTH,IS_PEAK_SEASON
462061,20251013,강원도,20250905,2박 3일,4명,부모/형제/자녀 등 가족,휴식,M,20대,미혼,미혼,사무/기술직,30~40만원 미만,1만원 미만,10만원 이상,5~7만원 미만,3~5만원 미만,10만원 이상,1~3만원 미만,3.0,35,단체 동반,9,False
462061,20251215,강원도,20250912,3박 4일,3명,부모/형제/자녀 등 가족,휴식,M,20대,미혼,미혼,사무/기술직,40만원 이상,1만원 미만,10만원 이상,5~7만원 미만,10만원 이상,5~7만원 미만,1~3만원 미만,4.0,45,소규모 동반,9,False
462198,20250324,전라북도,20250203,6박 7일 이상,혼자서,혼자서,역사-유적 감상 (유적지/ 박물관 등),M,20대,미혼,미혼,기능/숙련/일반작업직,40만원 이상,1만원 미만,10만원 이상,10만원 이상,5~7만원 미만,10만원 이상,10만원 이상,7.0,45,홀로여행,2,False
462198,20251013,제주도,20250805,1박 2일,5명 이상,부모/형제/자녀 등 가족,문화-예술 즐기기 (미술관/ 공연 등),M,20대,미혼,미혼,기능/숙련/일반작업직,10만원 미만,1만원 미만,5~7만원 미만,1만원 미만,1만원 미만,1만원 미만,1만원 미만,2.0,5,단체 동반,8,True
462198,20251215,경기도,20251101,4박 5일,2명,배우자,역사-유적 감상 (유적지/ 박물관 등),M,20대,미혼,미혼,판매/서비스직,40만원 이상,1만원 미만,10만원 이상,10만원 이상,1만원 미만,1만원 미만,1만원 미만,5.0,45,소규모 동반,11,False
462273,20250623,인천시,20250506,4박 5일,5명 이상,배우자,자연 풍경 감상 (산/ 바다 등),M,20대,미혼,미혼,기타/무직,40만원 이상,10만원 이상,10만원 이상,1만원 미만,1만원 미만,10만원 이상,10만원 이상,5.0,45,단체 동반,5,True
462492,20250818,강원도,20250719,1박 2일,2명,배우자,자연 풍경 감상 (산/ 바다 등),M,30대,기혼,자녀 유아&성장(막내 입학전~초등생),기능/숙련/일반작업직,10~20만원 미만,1~3만원 미만,5~7만원 미만,3~5만원 미만,3~5만원 미만,1~3만원 미만,1만원 미만,2.0,15,소규모 동반,7,True
462622,20250609,광주시,20250503,2박 3일,2명,연인,축제-행사 참여,M,20대,미혼,미혼,판매/서비스직,40만원 이상,1만원 미만,10만원 이상,5~7만원 미만,10만원 이상,10만원 이상,1만원 미만,3.0,45,소규모 동반,5,True
462953,20251020,충청북도,20250714,1박 2일,3명,부모/형제/자녀 등 가족,휴식,M,20대,미혼,미혼,기능/숙련/일반작업직,20~30만원 미만,7~10만원 미만,7~10만원 미만,3~5만원 미만,1만원 미만,1~3만원 미만,1만원 미만,2.0,25,소규모 동반,7,True
463216,20250331,경기도,20250118,3박 4일,4명,친구,친지/친구/친척 만나기,M,20대,미혼,미혼,대학/대학원생,10~20만원 미만,5~7만원 미만,1~3만원 미만,3~5만원 미만,1~3만원 미만,3~5만원 미만,1만원 미만,4.0,15,단체 동반,1,False
463268,20250428,강원도,20250409,1박 2일,5명 이상,배우자,역사-유적 감상 (유적지/ 박물관 등),M,20대,미혼,미혼,자영업,10만원 미만,1만원 미만,1만원 미만,1만원 미만,1만원 미만,1~3만원 미만,5~7만원 미만,2.0,5,단체 동반,4,False
463268,20250630,강원도,20250606,모름,혼자서,혼자서,놀이/테마공원-온천 등 즐기기,M,20대,미혼,미혼,자영업,10만원 미만,1만원 미만,1만원 미만,1만원 미만,1만원 미만,1만원 미만,5~7만원 미만,,5,홀로여행,6,True
463481,20250721,대구시,20250603,2박 3일,혼자서,혼자서,역사-유적 감상 (유적지/ 박물관 등),M,20대,미혼,미혼,사무/기술직,10만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,3.0,5,홀로여행,6,True
463482,20250324,대구시,20250223,2박 3일,2명,연인,문화-예술 즐기기 (미술관/ 공연 등),F,20대,미혼,미혼,대학/대학원생,20~30만원 미만,10만원 이상,5~7만원 미만,1~3만원 미만,1만원 미만,7~10만원 미만,1만원 미만,3.0,25,소규모 동반,2,False
463603,20250519,강원도,20250222,1박 2일,혼자서,혼자서,친지/친구/친척 만나기,M,20대,미혼,미혼,대학/대학원생,20~30만원 미만,5~7만원 미만,10만원 이상,5~7만원 미만,1만원 미만,1~3만원 미만,1만원 미만,2.0,25,홀로여행,2,False
463603,20251020,인천시,20250711,1박 2일,혼자서,혼자서,기타,M,20대,미혼,미혼,대학/대학원생,20~30만원 미만,5~7만원 미만,10만원 이상,1~3만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,2.0,25,홀로여행,7,True
463797,20250714,충청북도,20250613,1박 2일,혼자서,혼자서,쇼핑,F,20대,미혼,미혼,사무/기술직,10~20만원 미만,1만원 미만,5~7만원 미만,1만원 미만,5~7만원 미만,1만원 미만,1만원 미만,2.0,15,홀로여행,6,True
463962,20250120,서울시,20250117,2박 3일,3명,부모/형제/자녀 등 가족,축제-행사 참여,F,20대,미혼,미혼,판매/서비스직,10~20만원 미만,5~7만원 미만,3~5만원 미만,1만원 미만,1만원 미만,1~3만원 미만,1만원 미만,3.0,15,소규모 동반,1,False
463987,20250519,서울시,20250419,1박 2일,2명,친구,문화-예술 즐기기 (미술관/ 공연 등),F,20대,미혼,미혼,사무/기술직,40만원 이상,10만원 이상,10만원 이상,10만원 이상,1만원 미만,10만원 이상,1만원 미만,2.0,45,소규모 동반,4,False
463987,20250915,서울시,20250629,1박 2일,2명,부모/형제/자녀 등 가족,식도락 (지역 특색/제철 음식),F,20대,미혼,미혼,사무/기술직,30~40만원 미만,7~10만원 미만,10만원 이상,10만원 이상,1만원 미만,1만원 미만,1만원 미만,2.0,35,소규모 동반,6,True
464102,20250428,경상북도,20250416,2박 3일,2명,연인,휴식,F,20대,미혼,미혼,기타/무직,10만원 미만,1만원 미만,3~5만원 미만,1~3만원 미만,3~5만원 미만,1~3만원 미만,1만원 미만,3.0,5,소규모 동반,4,False
464151,20250505,경기도,20250329,1박 2일,4명,부모/형제/자녀 등 가족,식도락 (지역 특색/제철 음식),M,20대,미혼,미혼,사무/기술직,10만원 미만,1~3만원 미만,3~5만원 미만,1~3만원 미만,1만원 미만,1~3만원 미만,1만원 미만,2.0,5,단체 동반,3,False
464151,20251208,경상북도,20251129,1박 2일,4명,배우자,식도락 (지역 특색/제철 음식),M,20대,미혼,미혼,사무/기술직,10~20만원 미만,1만원 미만,3~5만원 미만,3~5만원 미만,3~5만원 미만,1만원 미만,1만원 미만,2.0,15,단체 동반,11,False
464152,20251013,서울시,20250725,3박 4일,2명,연인,쇼핑,M,20대,미혼,미혼,자영업,40만원 이상,10만원 이상,10만원 이상,5~7만원 미만,10만원 이상,10만원 이상,1만원 미만,4.0,45,소규모 동반,7,True
464152,20251208,부산시,20250912,2박 3일,2명,연인,식도락 (지역 특색/제철 음식),M,30대,미혼,미혼,자영업,30~40만원 미만,7~10만원 미만,7~10만원 미만,5~7만원 미만,1만원 미만,10만원 이상,1만원 미만,3.0,35,소규모 동반,9,False
464226,20251117,전라남도,20251101,1박 2일,혼자서,혼자서,친지/친구/친척 만나기,F,20대,미혼,미혼,판매/서비스직,10만원 미만,1만원 미만,1~3만원 미만,3~5만원 미만,1만원 미만,1만원 미만,1만원 미만,2.0,5,홀로여행,11,False
464239,20250505,제주도,20250222,2박 3일,2명,친구,취미-운동 활동 (등산/ 낚시/ 골프 등),M,20대,미혼,미혼,기타/무직,10만원 미만,1만원 미만,1~3만원 미만,1만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,3.0,5,소규모 동반,2,False
464500,20250428,서울시,20250301,모름,5명 이상,연인,식도락 (지역 특색/제철 음식),F,20대,미혼,미혼,대학/대학원생,10~20만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,3~5만원 미만,1~3만원 미만,1~3만원 미만,,15,단체 동반,3,False
464617,20250324,강원도,20250210,2박 3일,5명 이상,친구,놀이/테마공원-온천 등 즐기기,M,20대,미혼,미혼,기능/숙련/일반작업직,40만원 이상,7~10만원 미만,10만원 이상,1~3만원 미만,1만원 미만,10만원 이상,1만원 미만,3.0,45,단체 동반,2,False
464714,20250303,충청북도,20250221,2박 3일,2명,연인,휴식,F,20대,미혼,미혼,판매/서비스직,20~30만원 미만,1만원 미만,10만원 이상,3~5만원 미만,1만원 미만,1만원 미만,3~5만원 미만,3.0,25,소규모 동반,2,False
464734,20250428,전라북도,20250120,3박 4일,2명,연인,식도락 (지역 특색/제철 음식),M,20대,미혼,미혼,자영업,10~20만원 미만,5~7만원 미만,5~7만원 미만,3~5만원 미만,1~3만원 미만,1만원 미만,1만원 미만,4.0,15,소규모 동반,1,False
464734,20251124,제주도,20251104,2박 3일,2명,연인,식도락 (지역 특색/제철 음식),M,20대,미혼,미혼,자영업,10~20만원 미만,3~5만원 미만,7~10만원 미만,3~5만원 미만,1만원 미만,1만원 미만,1만원 미만,3.0,15,소규모 동반,11,False
465052,20250609,부산시,20250305,4박 5일,2명,연인,식도락 (지역 특색/제철 음식),M,20대,미혼,미혼,대학/대학원생,40만원 이상,10만원 이상,10만원 이상,5~7만원 미만,5~7만원 미만,10만원 이상,1만원 미만,5.0,45,소규모 동반,3,False
465173,20251215,강원도,20251122,1박 2일,4명,부모/형제/자녀 등 가족,취미-운동 활동 (등산/ 낚시/ 골프 등),M,20대,미혼,미혼,사무/기술직,10~20만원 미만,5~7만원 미만,5~7만원 미만,3~5만원 미만,3~5만원 미만,1~3만원 미만,1만원 미만,2.0,15,단체 동반,11,False
465237,20251229,부산시,20251224,2박 3일,2명,연인,축제-행사 참여,F,20대,미혼,미혼,기타/무직,30~40만원 미만,7~10만원 미만,10만원 이상,7~10만원 미만,1만원 미만,1만원 미만,1만원 미만,3.0,35,소규모 동반,12,False
465381,20250310,부산시,20250215,1박 2일,3명,친구,친지/친구/친척 만나기,M,20대,미혼,미혼,대학/대학원생,10~20만원 미만,1만원 미만,3~5만원 미만,10만원 이상,1만원 미만,1만원 미만,1만원 미만,2.0,15,소규모 동반,2,False
465381,20250505,부산시,20250419,1박 2일,3명,부모/형제/자녀 등 가족,친지/친구/친척 만나기,M,20대,미혼,미혼,대학/대학원생,10~20만원 미만,1만원 미만,3~5만원 미만,10만원 이상,1만원 미만,1만원 미만,1만원 미만,2.0,15,소규모 동반,4,False
465381,20250707,부산시,20250607,1박 2일,3명,친구,친지/친구/친척 만나기,M,20대,미혼,미혼,대학/대학원생,10~20만원 미만,1만원 미만,1만원 미만,10만원 이상,1만원 미만,3~5만원 미만,1만원 미만,2.0,15,소규모 동반,6,True
465381,20250908,부산시,20250719,1박 2일,3명,친구,친지/친구/친척 만나기,M,20대,미혼,미혼,대학/대학원생,10~20만원 미만,1만원 미만,3~5만원 미만,10만원 이상,1~3만원 미만,1만원 미만,1만원 미만,2.0,15,소규모 동반,7,True
465381,20251013,부산시,20250927,1박 2일,3명,친구,친지/친구/친척 만나기,M,20대,미혼,미혼,대학/대학원생,10~20만원 미만,1만원 미만,3~5만원 미만,10만원 이상,1만원 미만,1만원 미만,1만원 미만,2.0,15,소규모 동반,9,False
465381,20251208,전라북도,20251121,1박 2일,2명,부모/형제/자녀 등 가족,식도락 (지역 특색/제철 음식),M,20대,미혼,미혼,대학/대학원생,10~20만원 미만,5~7만원 미만,3~5만원 미만,1만원 미만,1만원 미만,3~5만원 미만,1만원 미만,2.0,15,소규모 동반,11,False
465421,20250505,강원도,20250201,2박 3일,3명,부모/형제/자녀 등 가족,자연 풍경 감상 (산/ 바다 등),M,20대,미혼,미혼,대학/대학원생,10~20만원 미만,3~5만원 미만,5~7만원 미만,1만원 미만,1~3만원 미만,1만원 미만,1만원 미만,3.0,15,소규모 동반,2,False
465516,20250707,대구시,20250610,3박 4일,5명 이상,배우자,친지/친구/친척 만나기,M,20대,미혼,미혼,기능/숙련/일반작업직,10만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,1~3만원 미만,1~3만원 미만,4.0,5,단체 동반,6,True
465516,20250908,대구시,20250812,2박 3일,2명,연인,식도락 (지역 특색/제철 음식),M,20대,미혼,미혼,대학/대학원생,20~30만원 미만,5~7만원 미만,5~7만원 미만,5~7만원 미만,5~7만원 미만,5~7만원 미만,1만원 미만,3.0,25,소규모 동반,8,True
465516,20251027,대구시,20250910,2박 3일,혼자서,혼자서,식도락 (지역 특색/제철 음식),M,20대,미혼,미혼,대학/대학원생,20~30만원 미만,1만원 미만,1~3만원 미만,5~7만원 미만,5~7만원 미만,5~7만원 미만,7~10만원 미만,3.0,25,홀로여행,9,False
465537,20250526,강원도,20250417,1박 2일,4명,부모/형제/자녀 등 가족,식도락 (지역 특색/제철 음식),M,20대,미혼,미혼,판매/서비스직,10~20만원 미만,1만원 미만,10만원 이상,3~5만원 미만,1만원 미만,1~3만원 미만,1만원 미만,2.0,15,단체 동반,4,False
465701,20250303,강원도,20250224,4박 5일,3명,배우자,취미-운동 활동 (등산/ 낚시/ 골프 등),M,20대,미혼,미혼,판매/서비스직,10~20만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,5.0,15,소규모 동반,2,False
465701,20250707,광주시,20250609,6박 7일 이상,3명,배우자,놀이/테마공원-온천 등 즐기기,M,20대,미혼,미혼,기능/숙련/일반작업직,10만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,1만원 미만,1~3만원 미만,1만원 미만,7.0,5,소규모 동반,6,True
465701,20251027,경상남도,20250910,2박 3일,3명,연인,역사-유적 감상 (유적지/ 박물관 등),M,20대,미혼,미혼,기능/숙련/일반작업직,10만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,1만원 미만,1~3만원 미만,3.0,5,소규모 동반,9,False
466096,20251020,대구시,20250902,2박 3일,2명,연인,쇼핑,M,20대,미혼,미혼,대학/대학원생,20~30만원 미만,3~5만원 미만,3~5만원 미만,3~5만원 미만,1~3만원 미만,10만원 이상,1만원 미만,3.0,25,소규모 동반,9,False
466703,20250526,충청북도,20250414,2박 3일,2명,배우자,친지/친구/친척 만나기,M,30대,기혼,신혼기(자녀 없음),사무/기술직,20~30만원 미만,10만원 이상,7~10만원 미만,5~7만원 미만,1만원 미만,1~3만원 미만,1만원 미만,3.0,25,소규모 동반,4,False
466712,20250519,부산시,20250412,2박 3일,4명,부모/형제/자녀 등 가족,자연 풍경 감상 (산/ 바다 등),F,20대,미혼,미혼,대학/대학원생,10~20만원 미만,1만원 미만,10만원 이상,1만원 미만,1만원 미만,1만원 미만,1만원 미만,3.0,15,단체 동반,4,False
466877,20250421,강원도,20250210,1박 2일,2명,친구,자연 풍경 감상 (산/ 바다 등),F,20대,미혼,미혼,대학/대학원생,20~30만원 미만,1~3만원 미만,7~10만원 미만,5~7만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,2.0,25,소규모 동반,2,False
466998,20250721,부산시,20250415,3박 4일,3명,배우자,자연 풍경 감상 (산/ 바다 등),M,30대,기혼,자녀 유아&성장(막내 입학전~초등생),기능/숙련/일반작업직,40만원 이상,10만원 이상,10만원 이상,10만원 이상,10만원 이상,1만원 미만,1만원 미만,4.0,45,소규모 동반,4,False
466998,20251027,제주도,20250707,4박 5일,3명,배우자,도시 경관 감상 (건축물/ 거리 등),M,30대,기혼,자녀 유아&성장(막내 입학전~초등생),기능/숙련/일반작업직,30~40만원 미만,10만원 이상,10만원 이상,7~10만원 미만,1만원 미만,1~3만원 미만,1만원 미만,5.0,35,소규모 동반,7,True
466999,20250818,서울시,20250712,1박 2일,5명 이상,배우자,도시 경관 감상 (건축물/ 거리 등),M,30대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,10만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,1만원 미만,1만원 미만,2.0,5,단체 동반,7,True
467040,20251222,제주도,20251101,5박 6일,5명 이상,친구,취미-운동 활동 (등산/ 낚시/ 골프 등),M,30대,기혼,신혼기(자녀 없음),사무/기술직,10~20만원 미만,3~5만원 미만,3~5만원 미만,3~5만원 미만,1~3만원 미만,5~7만원 미만,1만원 미만,6.0,15,단체 동반,11,False
467042,20250303,서울시,20250203,4박 5일,2명,부모/형제/자녀 등 가족,놀이/테마공원-온천 등 즐기기,M,20대,미혼,미혼,기타/무직,40만원 이상,10만원 이상,10만원 이상,10만원 이상,10만원 이상,10만원 이상,10만원 이상,5.0,45,소규모 동반,2,False
467049,20250818,경상남도,20250501,4박 5일,5명 이상,친구,친지/친구/친척 만나기,M,20대,미혼,미혼,사무/기술직,40만원 이상,1만원 미만,10만원 이상,3~5만원 미만,10만원 이상,7~10만원 미만,1만원 미만,5.0,45,단체 동반,5,True
467107,20250728,경상북도,20250621,1박 2일,2명,연인,식도락 (지역 특색/제철 음식),M,30대,미혼,미혼,사무/기술직,10~20만원 미만,5~7만원 미만,7~10만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,2.0,15,소규모 동반,6,True
467107,20251020,경상북도,20250823,2박 3일,2명,연인,자연 풍경 감상 (산/ 바다 등),M,30대,미혼,미혼,사무/기술직,20~30만원 미만,10만원 이상,7~10만원 미만,3~5만원 미만,1만원 미만,1만원 미만,1만원 미만,3.0,25,소규모 동반,8,True
467327,20251222,부산시,20251115,1박 2일,3명,부모/형제/자녀 등 가족,휴식,M,20대,미혼,미혼,대학/대학원생,30~40만원 미만,10만원 이상,10만원 이상,10만원 이상,1만원 미만,1만원 미만,1만원 미만,2.0,35,소규모 동반,11,False
467404,20250623,강원도,20250503,2박 3일,혼자서,혼자서,휴식,M,20대,미혼,미혼,대학/대학원생,40만원 이상,10만원 이상,7~10만원 미만,3~5만원 미만,7~10만원 미만,5~7만원 미만,1만원 미만,3.0,45,홀로여행,5,True
467411,20250519,전라남도,20250403,2박 3일,2명,연인,문화-예술 즐기기 (미술관/ 공연 등),F,20대,미혼,미혼,대학/대학원생,40만원 이상,5~7만원 미만,10만원 이상,10만원 이상,10만원 이상,5~7만원 미만,1만원 미만,3.0,45,소규모 동반,4,False
467411,20250825,서울시,20250809,2박 3일,5명 이상,연인,취미-운동 활동 (등산/ 낚시/ 골프 등),F,20대,미혼,미혼,대학/대학원생,30~40만원 미만,10만원 이상,10만원 이상,7~10만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,3.0,35,단체 동반,8,True
467471,20251103,부산시,20250909,1박 2일,혼자서,혼자서,식도락 (지역 특색/제철 음식),M,20대,미혼,미혼,대학/대학원생,10만원 미만,1~3만원 미만,3~5만원 미만,1만원 미만,1만원 미만,1만원 미만,1만원 미만,2.0,5,홀로여행,9,False
467477,20250721,경기도,20250603,6박 7일 이상,2명,연인,놀이/테마공원-온천 등 즐기기,M,20대,미혼,미혼,대학/대학원생,10만원 미만,1~3만원 미만,3~5만원 미만,1만원 미만,1만원 미만,1만원 미만,1만원 미만,7.0,5,소규모 동반,6,True
467477,20250908,인천시,20250625,2박 3일,4명,배우자,놀이/테마공원-온천 등 즐기기,M,20대,미혼,미혼,대학/대학원생,30~40만원 미만,5~7만원 미만,5~7만원 미만,5~7만원 미만,5~7만원 미만,5~7만원 미만,5~7만원 미만,3.0,35,단체 동반,6,True
467912,20250317,충청북도,20250221,2박 3일,4명,친구,친지/친구/친척 만나기,M,20대,미혼,미혼,경영/관리/전문직,10~20만원 미만,5~7만원 미만,3~5만원 미만,3~5만원 미만,1~3만원 미만,3~5만원 미만,1만원 미만,3.0,15,단체 동반,2,False
467912,20250526,충청남도,20250222,1박 2일,5명 이상,부모/형제/자녀 등 가족,식도락 (지역 특색/제철 음식),M,20대,미혼,미혼,자영업,20~30만원 미만,5~7만원 미만,3~5만원 미만,1~3만원 미만,3~5만원 미만,5~7만원 미만,1만원 미만,2.0,25,단체 동반,2,False
468171,20250310,대전시,20250216,1박 2일,혼자서,혼자서,도시 경관 감상 (건축물/ 거리 등),M,20대,미혼,미혼,대학/대학원생,10~20만원 미만,5~7만원 미만,3~5만원 미만,3~5만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,2.0,15,홀로여행,2,False
468171,20250714,부산시,20250629,1박 2일,4명,부모/형제/자녀 등 가족,자연 풍경 감상 (산/ 바다 등),M,20대,미혼,미혼,대학/대학원생,20~30만원 미만,5~7만원 미만,5~7만원 미만,5~7만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,2.0,25,단체 동반,6,True
468208,20250929,강원도,20250815,1박 2일,5명 이상,친구,식도락 (지역 특색/제철 음식),M,20대,미혼,미혼,사무/기술직,20~30만원 미만,10만원 이상,5~7만원 미만,5~7만원 미만,1만원 미만,1만원 미만,1만원 미만,2.0,25,단체 동반,8,True
468235,20250505,서울시,20250401,2박 3일,4명,부모/형제/자녀 등 가족,식도락 (지역 특색/제철 음식),M,20대,미혼,미혼,기능/숙련/일반작업직,30~40만원 미만,10만원 이상,5~7만원 미만,1~3만원 미만,5~7만원 미만,3~5만원 미만,1만원 미만,3.0,35,단체 동반,4,False
468235,20250707,서울시,20250610,2박 3일,혼자서,혼자서,축제-행사 참여,M,20대,미혼,미혼,기능/숙련/일반작업직,40만원 이상,5~7만원 미만,10만원 이상,5~7만원 미만,10만원 이상,5~7만원 미만,1만원 미만,3.0,45,홀로여행,6,True
468235,20251027,부산시,20250905,2박 3일,4명,부모/형제/자녀 등 가족,휴식,M,20대,미혼,미혼,기능/숙련/일반작업직,30~40만원 미만,5~7만원 미만,5~7만원 미만,5~7만원 미만,5~7만원 미만,10만원 이상,1만원 미만,3.0,35,단체 동반,9,False
468235,20251208,서울시,20251001,4박 5일,혼자서,혼자서,친지/친구/친척 만나기,M,20대,미혼,미혼,기능/숙련/일반작업직,40만원 이상,10만원 이상,10만원 이상,7~10만원 미만,10만원 이상,7~10만원 미만,1만원 미만,5.0,45,홀로여행,10,False
468493,20250317,전라남도,20250215,1박 2일,2명,연인,식도락 (지역 특색/제철 음식),M,20대,미혼,미혼,대학/대학원생,10~20만원 미만,3~5만원 미만,3~5만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,2.0,15,소규모 동반,2,False
468493,20250714,전라북도,20250514,1박 2일,2명,연인,자연 풍경 감상 (산/ 바다 등),M,20대,미혼,미혼,대학/대학원생,10~20만원 미만,3~5만원 미만,7~10만원 미만,3~5만원 미만,1만원 미만,1~3만원 미만,1만원 미만,2.0,15,소규모 동반,5,True
468726,20250428,부산시,20250405,1박 2일,2명,연인,휴식,M,20대,미혼,미혼,경영/관리/전문직,10~20만원 미만,3~5만원 미만,7~10만원 미만,1~3만원 미만,1만원 미만,1~3만원 미만,1만원 미만,2.0,15,소규모 동반,4,False
468914,20250505,서울시,20250401,1박 2일,3명,친구,쇼핑,F,20대,미혼,미혼,사무/기술직,30~40만원 미만,10만원 이상,5~7만원 미만,1~3만원 미만,10만원 이상,3~5만원 미만,1만원 미만,2.0,35,소규모 동반,4,False
468914,20251027,인천시,20250815,6박 7일 이상,5명 이상,연인,식도락 (지역 특색/제철 음식),F,20대,미혼,미혼,사무/기술직,40만원 이상,1만원 미만,10만원 이상,5~7만원 미만,10만원 이상,10만원 이상,10만원 이상,7.0,45,단체 동반,8,True
469030,20250526,경기도,20250504,1박 2일,4명,부모/형제/자녀 등 가족,놀이/테마공원-온천 등 즐기기,M,20대,미혼,미혼,기능/숙련/일반작업직,20~30만원 미만,10만원 이상,10만원 이상,1~3만원 미만,1만원 미만,3~5만원 미만,1만원 미만,2.0,25,단체 동반,5,True
469030,20251117,강원도,20251114,4박 5일,2명,연인,식도락 (지역 특색/제철 음식),M,20대,미혼,미혼,기능/숙련/일반작업직,30~40만원 미만,5~7만원 미만,10만원 이상,5~7만원 미만,3~5만원 미만,1~3만원 미만,1만원 미만,5.0,35,소규모 동반,11,False
469233,20251027,강원도,20250821,2박 3일,2명,부모/형제/자녀 등 가족,식도락 (지역 특색/제철 음식),F,20대,미혼,미혼,사무/기술직,40만원 이상,10만원 이상,10만원 이상,1~3만원 미만,5~7만원 미만,1만원 미만,1만원 미만,3.0,45,소규모 동반,8,True
469247,20250428,서울시,20250326,1박 2일,2명,연인,식도락 (지역 특색/제철 음식),F,20대,미혼,미혼,대학/대학원생,10~20만원 미만,7~10만원 미만,5~7만원 미만,5~7만원 미만,1만원 미만,1만원 미만,1만원 미만,2.0,15,소규모 동반,3,False
469287,20250728,경상남도,20250620,5박 6일,2명,연인,식도락 (지역 특색/제철 음식),F,20대,미혼,미혼,기타/무직,10만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,6.0,5,소규모 동반,6,True
469290,20250421,울산시,20250102,4박 5일,2명,연인,역사-유적 감상 (유적지/ 박물관 등),F,20대,미혼,미혼,대학/대학원생,10~20만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,5.0,15,소규모 동반,1,False
469290,20250714,부산시,20250409,4박 5일,3명,부모/형제/자녀 등 가족,문화-예술 즐기기 (미술관/ 공연 등),F,20대,미혼,미혼,대학/대학원생,10~20만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,3~5만원 미만,1만원 미만,5.0,15,소규모 동반,4,False
469290,20251020,부산시,20250906,2박 3일,2명,연인,취미-운동 활동 (등산/ 낚시/ 골프 등),F,20대,미혼,미혼,대학/대학원생,20~30만원 미만,3~5만원 미만,1~3만원 미만,7~10만원 미만,3~5만원 미만,3~5만원 미만,1만원 미만,3.0,25,소규모 동반,9,False
469302,20250120,부산시,20250113,3박 4일,2명,연인,휴식,M,20대,미혼,미혼,기타/무직,40만원 이상,10만원 이상,10만원 이상,10만원 이상,5~7만원 미만,10만원 이상,1만원 미만,4.0,45,소규모 동반,1,False
469415,20250428,부산시,20250101,4박 5일,2명,연인,도시 경관 감상 (건축물/ 거리 등),M,20대,미혼,미혼,대학/대학원생,40만원 이상,10만원 이상,10만원 이상,10만원 이상,1만원 미만,1만원 미만,1만원 미만,5.0,45,소규모 동반,1,False
469543,20250519,강원도,20250430,5박 6일,혼자서,혼자서,축제-행사 참여,M,20대,미혼,미혼,기능/숙련/일반작업직,40만원 이상,10만원 이상,5~7만원 미만,1~3만원 미만,10만원 이상,3~5만원 미만,10만원 이상,6.0,45,홀로여행,4,False
469623,20250908,충청북도,20250812,1박 2일,3명,친구,친지/친구/친척 만나기,M,20대,미혼,미혼,판매/서비스직,10만원 미만,3~5만원 미만,3~5만원 미만,1만원 미만,1만원 미만,1만원 미만,1만원 미만,2.0,5,소규모 동반,8,True
469636,20250505,대전시,20250407,6박 7일 이상,5명 이상,친구,휴식,M,30대,미혼,미혼,판매/서비스직,10만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,7.0,5,단체 동반,4,False
469666,20250721,제주도,20250613,3박 4일,4명,친구,취미-운동 활동 (등산/ 낚시/ 골프 등),M,20대,미혼,미혼,사무/기술직,40만원 이상,10만원 이상,10만원 이상,5~7만원 미만,10만원 이상,5~7만원 미만,1만원 미만,4.0,45,단체 동반,6,True
