RESPOND_ID,EXAMIN_YM,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,ANSWRR_OC_AREA_NM,HSHLD_INCOME_DGREE_NM,DMSTC_TOUR_TY_VALUE,OVSEA_TOUR_TY_VALUE,HAS_DMSTC_EXP,HAS_OVSEA_EXP,TRAVEL_STYLE_SCOPE
7167,202507,M,50대,인천광역시,700만원 이상,개별 여행,여행경험없음,True,False,국내만
43863,202507,M,30대,경기도,모름,여행경험없음,개별 여행,False,True,해외만
44974,202507,F,60대,경기도,700만원 이상,개별 여행,단체 패키지 여행,True,True,국내+해외
53208,202507,F,60대,경기도,700만원 이상,개별 여행,여행경험없음,True,False,국내만
54830,202507,F,60대,전라남도,300이상500만원 미만,개별 여행,여행경험없음,True,False,국내만
56141,202507,F,60대,경기도,700만원 이상,개별 여행,단체 패키지 여행,True,True,국내+해외
68093,202507,M,60대,경기도,700만원 이상,개별 여행,여행경험없음,True,False,국내만
69842,202507,M,60대,경기도,700만원 이상,개별 여행,개별 여행,True,True,국내+해외
71380,202507,M,60대,경기도,모름,개별 여행,여행경험없음,True,False,국내만
80125,202507,F,60대,경상북도,300이상500만원 미만,개별 여행,여행경험없음,True,False,국내만
81954,202507,M,60대,경기도,300이상500만원 미만,여행경험없음,개별 여행,False,True,해외만
94696,202507,F,60대,경상북도,500이상700만원 미만,개별 여행,단체 패키지 여행,True,True,국내+해외
96402,202507,F,60대,경상남도,300만원 미만,개별 여행,단체 패키지 여행,True,True,국내+해외
98584,202507,M,60대,서울특별시,300이상500만원 미만,개별 여행,개별 여행,True,True,국내+해외
105156,202507,M,60대,경상북도,300이상500만원 미만,개별 여행,여행경험없음,True,False,국내만
135798,202507,M,60대,경기도,모름,개별 여행,여행경험없음,True,False,국내만
136084,202507,F,60대,경상남도,500이상700만원 미만,개별 여행,여행경험없음,True,False,국내만
147287,202507,F,60대,충청남도(세종시 포함),300만원 미만,여행경험없음,단체 패키지 여행,False,True,해외만
149570,202507,M,40대,전라남도,모름,에어텔 또는 에어카텔 패키지 여행,여행경험없음,True,False,국내만
153718,202507,F,60대,충청남도(세종시 포함),500이상700만원 미만,개별 여행,단체 패키지 여행,True,True,국내+해외
155829,202507,M,30대,인천광역시,300이상500만원 미만,개별 여행,개별 여행,True,True,국내+해외
159160,202507,F,60대,경기도,700만원 이상,개별 여행,여행경험없음,True,False,국내만
167572,202507,F,60대,경기도,700만원 이상,개별 여행,에어텔 또는 에어카텔 패키지 여행,True,True,국내+해외
189514,202507,M,60대,경기도,모름,개별 여행,여행경험없음,True,False,국내만
200996,202507,F,60대,부산광역시,700만원 이상,개별 여행,여행경험없음,True,False,국내만
207006,202507,F,60대,경기도,300만원 미만,개별 여행,여행경험없음,True,False,국내만
212283,202507,M,30대,강원도,모름,개별 여행,개별 여행,True,True,국내+해외
212663,202507,M,30대,경상북도,모름,개별 여행,개별 여행,True,True,국내+해외
216418,202507,M,20대,경기도,500이상700만원 미만,개별 여행,개별 여행,True,True,국내+해외
225513,202507,M,60대,경기도,300이상500만원 미만,개별 여행,여행경험없음,True,False,국내만
228695,202507,F,40대,경상북도,모름,개별 여행,여행경험없음,True,False,국내만
233902,202507,M,30대,경기도,700만원 이상,개별 여행,개별 여행,True,True,국내+해외
234488,202507,F,60대,강원도,모름,여행경험없음,단체 패키지 여행,False,True,해외만
236019,202507,F,60대,부산광역시,300이상500만원 미만,개별 여행,여행경험없음,True,False,국내만
236067,202507,M,30대,경기도,300만원 미만,개별 여행,단체 패키지 여행,True,True,국내+해외
240754,202507,F,50대,전라북도,700만원 이상,개별 여행,여행경험없음,True,False,국내만
250294,202507,M,20대,경기도,모름,여행경험없음,개별 여행,False,True,해외만
250713,202507,M,60대,경기도,300이상500만원 미만,개별 여행,여행경험없음,True,False,국내만
250953,202507,F,20대,서울특별시,700만원 이상,개별 여행,여행경험없음,True,False,국내만
256226,202507,F,60대,강원도,300이상500만원 미만,개별 여행,여행경험없음,True,False,국내만
269005,202507,F,20대,부산광역시,500이상700만원 미만,여행경험없음,개별 여행,False,True,해외만
269615,202507,F,20대,경기도,모름,개별 여행,개별 여행,True,True,국내+해외
295196,202507,M,60대,경기도,500이상700만원 미만,개별 여행,여행경험없음,True,False,국내만
304655,202507,F,50대,전라북도,700만원 이상,여행경험없음,단체 패키지 여행,False,True,해외만
314090,202507,F,60대,전라북도,700만원 이상,개별 여행,여행경험없음,True,False,국내만
314269,202507,F,60대,경기도,700만원 이상,개별 여행,개별 여행,True,True,국내+해외
316169,202507,F,60대,충청남도(세종시 포함),300만원 미만,여행경험없음,개별 여행,False,True,해외만
317171,202507,M,30대,강원도,300이상500만원 미만,여행경험없음,개별 여행,False,True,해외만
319883,202507,M,30대,경기도,300만원 미만,개별 여행,여행경험없음,True,False,국내만
326294,202507,M,30대,전라북도,300이상500만원 미만,개별 여행,여행경험없음,True,False,국내만
329497,202507,F,40대,경상북도,500이상700만원 미만,개별 여행,여행경험없음,True,False,국내만
330395,202507,M,30대,강원도,500이상700만원 미만,개별 여행,여행경험없음,True,False,국내만
337198,202507,F,60대,전라남도,700만원 이상,개별 여행,여행경험없음,True,False,국내만
344002,202507,M,60대,경기도,500이상700만원 미만,여행경험없음,단체 패키지 여행,False,True,해외만
347289,202507,F,60대,경상남도,300이상500만원 미만,개별 여행,여행경험없음,True,False,국내만
347558,202507,F,20대,부산광역시,700만원 이상,개별 여행,여행경험없음,True,False,국내만
348511,202507,F,60대,경기도,모름,단체 패키지 여행,단체 패키지 여행,True,True,국내+해외
349023,202507,F,20대,경기도,300이상500만원 미만,여행경험없음,개별 여행,False,True,해외만
352812,202507,F,60대,경상남도,300만원 미만,개별 여행,여행경험없음,True,False,국내만
353035,202507,F,60대,경상남도,300이상500만원 미만,개별 여행,여행경험없음,True,False,국내만
356591,202507,M,60대,경기도,700만원 이상,개별 여행,개별 여행,True,True,국내+해외
356680,202507,F,60대,경상북도,모름,여행경험없음,단체 패키지 여행,False,True,해외만
358818,202507,M,30대,강원도,300이상500만원 미만,에어텔 또는 에어카텔 패키지 여행,에어텔 또는 에어카텔 패키지 여행,True,True,국내+해외
358892,202507,F,40대,전라남도,500이상700만원 미만,단체 패키지 여행,단체 패키지 여행,True,True,국내+해외
360124,202507,M,60대,서울특별시,500이상700만원 미만,개별 여행,여행경험없음,True,False,국내만
360550,202507,M,20대,전라북도,모름,여행경험없음,개별 여행,False,True,해외만
365415,202507,F,20대,충청남도(세종시 포함),모름,개별 여행,에어텔 또는 에어카텔 패키지 여행,True,True,국내+해외
369503,202507,M,60대,경기도,700만원 이상,개별 여행,여행경험없음,True,False,국내만
369603,202507,M,60대,경기도,500이상700만원 미만,개별 여행,단체 패키지 여행,True,True,국내+해외
377095,202507,M,60대,경기도,300이상500만원 미만,개별 여행,여행경험없음,True,False,국내만
379767,202507,M,20대,서울특별시,모름,개별 여행,개별 여행,True,True,국내+해외
380169,202507,F,20대,서울특별시,700만원 이상,개별 여행,에어텔 또는 에어카텔 패키지 여행,True,True,국내+해외
380669,202507,F,60대,경기도,700만원 이상,개별 여행,개별 여행,True,True,국내+해외
381193,202507,F,60대,전라남도,500이상700만원 미만,개별 여행,여행경험없음,True,False,국내만
381480,202507,M,30대,전라북도,500이상700만원 미만,개별 여행,여행경험없음,True,False,국내만
381520,202507,M,20대,서울특별시,모름,여행경험없음,개별 여행,False,True,해외만
382232,202507,F,60대,충청남도(세종시 포함),500이상700만원 미만,개별 여행,개별 여행,True,True,국내+해외
383061,202507,M,60대,경기도,500이상700만원 미만,개별 여행,여행경험없음,True,False,국내만
383175,202507,M,30대,경상북도,300만원 미만,개별 여행,개별 여행,True,True,국내+해외
383429,202507,F,60대,강원도,700만원 이상,개별 여행,개별 여행,True,True,국내+해외
384605,202507,F,60대,전라남도,500이상700만원 미만,개별 여행,여행경험없음,True,False,국내만
385477,202507,M,60대,경상북도,모름,에어텔 또는 에어카텔 패키지 여행,개별 여행,True,True,국내+해외
386728,202507,M,30대,충청남도(세종시 포함),모름,개별 여행,여행경험없음,True,False,국내만
386800,202507,F,60대,강원도,300이상500만원 미만,여행경험없음,단체 패키지 여행,False,True,해외만
387972,202507,F,30대,서울특별시,모름,개별 여행,개별 여행,True,True,국내+해외
394741,202507,F,60대,경상남도,700만원 이상,개별 여행,여행경험없음,True,False,국내만
398067,202507,F,60대,제주도,300이상500만원 미만,개별 여행,여행경험없음,True,False,국내만
400680,202507,M,30대,서울특별시,500이상700만원 미만,단체 패키지 여행,단체 패키지 여행,True,True,국내+해외
402004,202507,M,20대,전라북도,모름,개별 여행,여행경험없음,True,False,국내만
402146,202507,F,60대,경기도,500이상700만원 미만,개별 여행,여행경험없음,True,False,국내만
402376,202507,M,20대,충청남도(세종시 포함),모름,개별 여행,개별 여행,True,True,국내+해외
402381,202507,F,20대,서울특별시,700만원 이상,개별 여행,단체 패키지 여행,True,True,국내+해외
402424,202507,M,20대,울산광역시,모름,에어텔 또는 에어카텔 패키지 여행,여행경험없음,True,False,국내만
403481,202507,M,60대,경기도,500이상700만원 미만,개별 여행,단체 패키지 여행,True,True,국내+해외
404412,202507,F,60대,경상남도,300이상500만원 미만,개별 여행,여행경험없음,True,False,국내만
404736,202507,M,30대,경기도,500이상700만원 미만,개별 여행,여행경험없음,True,False,국내만
408322,202507,F,60대,경기도,모름,개별 여행,여행경험없음,True,False,국내만
409527,202507,M,20대,서울특별시,700만원 이상,단체 패키지 여행,에어텔 또는 에어카텔 패키지 여행,True,True,국내+해외
409901,202507,F,60대,경기도,700만원 이상,에어텔 또는 에어카텔 패키지 여행,단체 패키지 여행,True,True,국내+해외
410924,202507,M,40대,대전광역시,700만원 이상,개별 여행,개별 여행,True,True,국내+해외
410949,202507,M,20대,제주도,300이상500만원 미만,단체 패키지 여행,여행경험없음,True,False,국내만
414333,202507,M,20대,울산광역시,300이상500만원 미만,여행경험없음,개별 여행,False,True,해외만
414848,202507,F,20대,울산광역시,700만원 이상,에어텔 또는 에어카텔 패키지 여행,개별 여행,True,True,국내+해외
415231,202507,M,30대,충청남도(세종시 포함),모름,여행경험없음,개별 여행,False,True,해외만
418156,202507,F,60대,전라북도,300이상500만원 미만,개별 여행,여행경험없음,True,False,국내만
419785,202507,F,60대,경상남도,700만원 이상,개별 여행,여행경험없음,True,False,국내만
421044,202507,F,20대,충청남도(세종시 포함),300이상500만원 미만,단체 패키지 여행,단체 패키지 여행,True,True,국내+해외
421092,202507,M,20대,전라북도,700만원 이상,개별 여행,개별 여행,True,True,국내+해외
421282,202507,M,20대,대구광역시,모름,단체 패키지 여행,에어텔 또는 에어카텔 패키지 여행,True,True,국내+해외
421289,202507,M,30대,전라남도,모름,개별 여행,여행경험없음,True,False,국내만
422022,202507,M,30대,대전광역시,300이상500만원 미만,여행경험없음,단체 패키지 여행,False,True,해외만
422345,202507,M,20대,서울특별시,700만원 이상,개별 여행,에어텔 또는 에어카텔 패키지 여행,True,True,국내+해외
423003,202507,F,30대,경상북도,모름,개별 여행,여행경험없음,True,False,국내만
423321,202507,F,60대,충청남도(세종시 포함),300만원 미만,개별 여행,여행경험없음,True,False,국내만
423838,202507,M,20대,경상남도,700만원 이상,개별 여행,개별 여행,True,True,국내+해외
423897,202507,M,20대,서울특별시,500이상700만원 미만,개별 여행,개별 여행,True,True,국내+해외
423985,202507,M,20대,서울특별시,300만원 미만,여행경험없음,단체 패키지 여행,False,True,해외만
424037,202507,M,20대,부산광역시,700만원 이상,개별 여행,여행경험없음,True,False,국내만
424399,202507,F,20대,서울특별시,300만원 미만,여행경험없음,단체 패키지 여행,False,True,해외만
424422,202507,M,20대,경기도,모름,개별 여행,여행경험없음,True,False,국내만
424679,202507,M,20대,경기도,700만원 이상,개별 여행,개별 여행,True,True,국내+해외
425047,202507,F,20대,서울특별시,700만원 이상,여행경험없음,에어텔 또는 에어카텔 패키지 여행,False,True,해외만
425066,202507,M,20대,서울특별시,모름,개별 여행,여행경험없음,True,False,국내만
425208,202507,M,20대,경기도,300만원 미만,여행경험없음,개별 여행,False,True,해외만
425367,202507,M,20대,부산광역시,모름,개별 여행,여행경험없음,True,False,국내만
425585,202507,M,20대,제주도,모름,에어텔 또는 에어카텔 패키지 여행,단체 패키지 여행,True,True,국내+해외
425777,202507,M,20대,서울특별시,모름,개별 여행,여행경험없음,True,False,국내만
425996,202507,M,20대,경기도,모름,개별 여행,여행경험없음,True,False,국내만
426032,202507,M,20대,서울특별시,300만원 미만,개별 여행,개별 여행,True,True,국내+해외
427787,202507,M,20대,전라남도,모름,개별 여행,여행경험없음,True,False,국내만
429389,202507,M,20대,경기도,300이상500만원 미만,개별 여행,여행경험없음,True,False,국내만
429940,202507,M,20대,충청북도,모름,개별 여행,여행경험없음,True,False,국내만
430325,202507,M,20대,서울특별시,300이상500만원 미만,개별 여행,개별 여행,True,True,국내+해외
431072,202507,M,20대,경기도,700만원 이상,에어텔 또는 에어카텔 패키지 여행,개별 여행,True,True,국내+해외
431274,202507,F,20대,전라북도,모름,여행경험없음,개별 여행,False,True,해외만
432014,202507,M,20대,경기도,300만원 미만,에어텔 또는 에어카텔 패키지 여행,에어텔 또는 에어카텔 패키지 여행,True,True,국내+해외
433118,202507,F,20대,경기도,모름,여행경험없음,개별 여행,False,True,해외만
434563,202507,F,20대,서울특별시,모름,여행경험없음,단체 패키지 여행,False,True,해외만
435164,202507,F,20대,충청남도(세종시 포함),500이상700만원 미만,개별 여행,여행경험없음,True,False,국내만
436443,202507,M,20대,경기도,300이상500만원 미만,개별 여행,여행경험없음,True,False,국내만
436616,202507,M,20대,대구광역시,모름,개별 여행,개별 여행,True,True,국내+해외
437225,202507,F,60대,경기도,300만원 미만,개별 여행,여행경험없음,True,False,국내만
439905,202507,M,30대,경기도,500이상700만원 미만,개별 여행,단체 패키지 여행,True,True,국내+해외
441096,202507,F,20대,서울특별시,300이상500만원 미만,여행경험없음,개별 여행,False,True,해외만
442587,202507,F,40대,경기도,500이상700만원 미만,개별 여행,여행경험없음,True,False,국내만
443855,202507,M,20대,대구광역시,모름,개별 여행,여행경험없음,True,False,국내만
443966,202507,F,20대,경상북도,모름,개별 여행,여행경험없음,True,False,국내만
444111,202507,F,60대,경상남도,모름,단체 패키지 여행,단체 패키지 여행,True,True,국내+해외
444122,202507,F,20대,서울특별시,700만원 이상,개별 여행,개별 여행,True,True,국내+해외
444321,202507,M,20대,강원도,모름,여행경험없음,개별 여행,False,True,해외만
444639,202507,F,20대,경기도,700만원 이상,개별 여행,여행경험없음,True,False,국내만
444958,202507,F,60대,경기도,700만원 이상,단체 패키지 여행,여행경험없음,True,False,국내만
445577,202507,F,20대,경기도,300만원 미만,개별 여행,여행경험없음,True,False,국내만
445611,202507,F,60대,경기도,500이상700만원 미만,개별 여행,여행경험없음,True,False,국내만
446647,202507,F,60대,제주도,500이상700만원 미만,개별 여행,여행경험없음,True,False,국내만
447262,202507,F,60대,경상남도,300이상500만원 미만,개별 여행,개별 여행,True,True,국내+해외
447283,202507,F,60대,경상남도,300이상500만원 미만,개별 여행,여행경험없음,True,False,국내만
447738,202507,F,60대,충청남도(세종시 포함),500이상700만원 미만,개별 여행,여행경험없음,True,False,국내만
448087,202507,M,30대,강원도,500이상700만원 미만,개별 여행,개별 여행,True,True,국내+해외
448284,202507,M,60대,경기도,300이상500만원 미만,개별 여행,여행경험없음,True,False,국내만
448315,202507,M,30대,경상북도,500이상700만원 미만,개별 여행,여행경험없음,True,False,국내만
449311,202507,F,40대,전라남도,700만원 이상,개별 여행,개별 여행,True,True,국내+해외
449813,202507,M,20대,경기도,700만원 이상,개별 여행,여행경험없음,True,False,국내만
450261,202507,M,20대,인천광역시,모름,개별 여행,개별 여행,True,True,국내+해외
451495,202507,M,20대,경기도,700만원 이상,여행경험없음,개별 여행,False,True,해외만
451630,202507,M,20대,대구광역시,모름,개별 여행,여행경험없음,True,False,국내만
451829,202507,M,20대,경기도,모름,단체 패키지 여행,개별 여행,True,True,국내+해외
451850,202507,M,30대,충청남도(세종시 포함),700만원 이상,개별 여행,여행경험없음,True,False,국내만
452561,202507,M,30대,전라남도,300이상500만원 미만,개별 여행,단체 패키지 여행,True,True,국내+해외
452906,202507,M,20대,인천광역시,300이상500만원 미만,에어텔 또는 에어카텔 패키지 여행,여행경험없음,True,False,국내만
452909,202507,F,20대,경상남도,700만원 이상,개별 여행,개별 여행,True,True,국내+해외
453076,202507,F,40대,경상북도,300이상500만원 미만,개별 여행,단체 패키지 여행,True,True,국내+해외
453604,202507,F,60대,경기도,700만원 이상,단체 패키지 여행,여행경험없음,True,False,국내만
453620,202507,F,60대,경기도,모름,개별 여행,단체 패키지 여행,True,True,국내+해외
453775,202507,M,20대,서울특별시,500이상700만원 미만,단체 패키지 여행,개별 여행,True,True,국내+해외
454411,202507,M,20대,강원도,300이상500만원 미만,개별 여행,여행경험없음,True,False,국내만
454802,202507,F,60대,강원도,700만원 이상,에어텔 또는 에어카텔 패키지 여행,여행경험없음,True,False,국내만
454830,202507,M,20대,전라북도,500이상700만원 미만,개별 여행,개별 여행,True,True,국내+해외
455810,202507,F,20대,인천광역시,700만원 이상,여행경험없음,에어텔 또는 에어카텔 패키지 여행,False,True,해외만
456064,202507,M,20대,서울특별시,모름,개별 여행,개별 여행,True,True,국내+해외
456307,202507,F,20대,경기도,모름,개별 여행,여행경험없음,True,False,국내만
456875,202507,F,20대,경기도,300만원 미만,여행경험없음,개별 여행,False,True,해외만
457068,202507,M,60대,경기도,모름,개별 여행,여행경험없음,True,False,국내만
457485,202507,F,20대,전라북도,모름,개별 여행,개별 여행,True,True,국내+해외
457769,202507,F,20대,충청남도(세종시 포함),300이상500만원 미만,개별 여행,개별 여행,True,True,국내+해외
458113,202507,F,20대,서울특별시,300만원 미만,개별 여행,개별 여행,True,True,국내+해외
458554,202507,F,20대,경기도,모름,개별 여행,여행경험없음,True,False,국내만
458614,202507,M,20대,서울특별시,300만원 미만,여행경험없음,개별 여행,False,True,해외만
458694,202507,M,20대,부산광역시,300이상500만원 미만,개별 여행,여행경험없음,True,False,국내만
458782,202507,M,20대,경기도,300이상500만원 미만,개별 여행,여행경험없음,True,False,국내만
458814,202507,F,20대,서울특별시,모름,개별 여행,여행경험없음,True,False,국내만
459022,202507,F,20대,대구광역시,모름,개별 여행,여행경험없음,True,False,국내만
459867,202507,F,20대,경기도,모름,개별 여행,개별 여행,True,True,국내+해외
460212,202507,M,20대,서울특별시,모름,여행경험없음,개별 여행,False,True,해외만
460798,202507,F,20대,강원도,모름,여행경험없음,단체 패키지 여행,False,True,해외만
460821,202507,F,20대,전라남도,모름,개별 여행,여행경험없음,True,False,국내만
461381,202507,F,20대,서울특별시,모름,여행경험없음,개별 여행,False,True,해외만
462402,202507,F,20대,경상남도,300만원 미만,에어텔 또는 에어카텔 패키지 여행,여행경험없음,True,False,국내만
463216,202507,M,20대,경기도,모름,여행경험없음,에어텔 또는 에어카텔 패키지 여행,False,True,해외만
463481,202507,M,20대,광주광역시,700만원 이상,개별 여행,여행경험없음,True,False,국내만
463797,202507,F,20대,경기도,모름,개별 여행,여행경험없음,True,False,국내만
463998,202507,M,20대,서울특별시,500이상700만원 미만,여행경험없음,개별 여행,False,True,해외만
465381,202507,M,20대,경기도,모름,개별 여행,개별 여행,True,True,국내+해외
465516,202507,M,20대,대구광역시,300만원 미만,에어텔 또는 에어카텔 패키지 여행,에어텔 또는 에어카텔 패키지 여행,True,True,국내+해외
465701,202507,M,20대,충청남도(세종시 포함),모름,개별 여행,에어텔 또는 에어카텔 패키지 여행,True,True,국내+해외
466096,202507,M,20대,대구광역시,300이상500만원 미만,여행경험없음,단체 패키지 여행,False,True,해외만
466998,202507,M,30대,전라남도,700만원 이상,개별 여행,여행경험없음,True,False,국내만
467107,202507,M,30대,경상북도,모름,개별 여행,여행경험없음,True,False,국내만
467174,202507,F,20대,경상북도,모름,개별 여행,여행경험없음,True,False,국내만
467477,202507,M,20대,경기도,300이상500만원 미만,에어텔 또는 에어카텔 패키지 여행,여행경험없음,True,False,국내만
467945,202507,M,20대,경상남도,모름,개별 여행,여행경험없음,True,False,국내만
468171,202507,M,20대,서울특별시,모름,개별 여행,개별 여행,True,True,국내+해외
468235,202507,M,20대,대전광역시,300이상500만원 미만,개별 여행,개별 여행,True,True,국내+해외
468493,202507,M,20대,전라남도,300만원 미만,개별 여행,개별 여행,True,True,국내+해외
469287,202507,F,20대,경상남도,300만원 미만,에어텔 또는 에어카텔 패키지 여행,에어텔 또는 에어카텔 패키지 여행,True,True,국내+해외
469290,202507,F,20대,전라남도,모름,개별 여행,여행경험없음,True,False,국내만
469636,202507,M,30대,서울특별시,300만원 미만,여행경험없음,에어텔 또는 에어카텔 패키지 여행,False,True,해외만
469666,202507,M,20대,서울특별시,700만원 이상,개별 여행,단체 패키지 여행,True,True,국내+해외
469695,202507,F,20대,경상북도,700만원 이상,개별 여행,여행경험없음,True,False,국내만
469886,202507,M,20대,경기도,모름,단체 패키지 여행,개별 여행,True,True,국내+해외
469944,202507,M,20대,서울특별시,300만원 미만,단체 패키지 여행,에어텔 또는 에어카텔 패키지 여행,True,True,국내+해외
470417,202507,F,20대,경기도,모름,개별 여행,개별 여행,True,True,국내+해외
470487,202507,F,20대,경기도,모름,개별 여행,여행경험없음,True,False,국내만
470666,202507,F,60대,부산광역시,300이상500만원 미만,에어텔 또는 에어카텔 패키지 여행,여행경험없음,True,False,국내만
470788,202507,M,20대,경상북도,모름,개별 여행,개별 여행,True,True,국내+해외
471323,202507,F,20대,부산광역시,모름,개별 여행,개별 여행,True,True,국내+해외
471661,202507,M,20대,충청남도(세종시 포함),모름,개별 여행,여행경험없음,True,False,국내만
473025,202507,F,20대,경기도,모름,개별 여행,여행경험없음,True,False,국내만
473192,202507,M,20대,대전광역시,모름,개별 여행,여행경험없음,True,False,국내만
473330,202507,M,20대,부산광역시,300이상500만원 미만,개별 여행,여행경험없음,True,False,국내만
473485,202507,M,20대,서울특별시,모름,개별 여행,단체 패키지 여행,True,True,국내+해외
473490,202507,M,30대,경기도,500이상700만원 미만,개별 여행,여행경험없음,True,False,국내만
473544,202507,M,20대,충청남도(세종시 포함),700만원 이상,여행경험없음,개별 여행,False,True,해외만
473694,202507,M,30대,경상북도,500이상700만원 미만,개별 여행,여행경험없음,True,False,국내만
474867,202507,M,20대,서울특별시,700만원 이상,개별 여행,여행경험없음,True,False,국내만
474962,202507,M,20대,경기도,300만원 미만,개별 여행,여행경험없음,True,False,국내만
474981,202507,F,20대,대전광역시,700만원 이상,개별 여행,여행경험없음,True,False,국내만
474990,202507,M,20대,대구광역시,모름,단체 패키지 여행,단체 패키지 여행,True,True,국내+해외
474993,202507,M,20대,충청남도(세종시 포함),300이상500만원 미만,에어텔 또는 에어카텔 패키지 여행,개별 여행,True,True,국내+해외
475098,202507,M,20대,경기도,모름,여행경험없음,단체 패키지 여행,False,True,해외만
475365,202507,F,60대,전라남도,모름,개별 여행,여행경험없음,True,False,국내만
476188,202507,M,30대,충청남도(세종시 포함),500이상700만원 미만,개별 여행,여행경험없음,True,False,국내만
477052,202507,M,30대,충청남도(세종시 포함),500이상700만원 미만,개별 여행,여행경험없음,True,False,국내만
477597,202507,M,60대,경기도,700만원 이상,여행경험없음,개별 여행,False,True,해외만
477859,202507,M,60대,경기도,500이상700만원 미만,여행경험없음,개별 여행,False,True,해외만
478012,202507,F,60대,경상북도,700만원 이상,개별 여행,단체 패키지 여행,True,True,국내+해외
478736,202507,F,60대,부산광역시,300이상500만원 미만,에어텔 또는 에어카텔 패키지 여행,여행경험없음,True,False,국내만
478753,202507,F,20대,경기도,300이상500만원 미만,개별 여행,개별 여행,True,True,국내+해외
479089,202507,M,20대,경기도,500이상700만원 미만,개별 여행,개별 여행,True,True,국내+해외
479208,202507,F,20대,충청남도(세종시 포함),모름,개별 여행,여행경험없음,True,False,국내만
479255,202507,F,20대,경기도,500이상700만원 미만,개별 여행,여행경험없음,True,False,국내만
479500,202507,F,60대,경상남도,700만원 이상,개별 여행,여행경험없음,True,False,국내만
479615,202507,M,20대,충청북도,모름,개별 여행,여행경험없음,True,False,국내만
479673,202507,F,20대,경기도,300이상500만원 미만,개별 여행,개별 여행,True,True,국내+해외
479683,202507,M,30대,경기도,모름,개별 여행,에어텔 또는 에어카텔 패키지 여행,True,True,국내+해외
479714,202507,M,20대,부산광역시,700만원 이상,개별 여행,개별 여행,True,True,국내+해외
479743,202507,M,20대,경상남도,모름,개별 여행,여행경험없음,True,False,국내만
479831,202507,M,30대,인천광역시,300이상500만원 미만,개별 여행,여행경험없음,True,False,국내만
480023,202507,M,30대,전라남도,300이상500만원 미만,개별 여행,개별 여행,True,True,국내+해외
480693,202507,M,20대,대전광역시,300만원 미만,개별 여행,단체 패키지 여행,True,True,국내+해외
480988,202507,F,20대,경상북도,모름,개별 여행,개별 여행,True,True,국내+해외
481142,202507,M,20대,경기도,500이상700만원 미만,에어텔 또는 에어카텔 패키지 여행,개별 여행,True,True,국내+해외
481146,202507,M,20대,광주광역시,모름,개별 여행,여행경험없음,True,False,국내만
481232,202507,M,30대,경상북도,모름,개별 여행,개별 여행,True,True,국내+해외
481308,202507,M,60대,경기도,300이상500만원 미만,개별 여행,개별 여행,True,True,국내+해외
481788,202507,M,20대,경상남도,500이상700만원 미만,개별 여행,개별 여행,True,True,국내+해외
481922,202507,M,30대,전라북도,300이상500만원 미만,개별 여행,개별 여행,True,True,국내+해외
481939,202507,M,30대,경상북도,300만원 미만,개별 여행,개별 여행,True,True,국내+해외
482296,202507,M,30대,전라남도,300만원 미만,여행경험없음,개별 여행,False,True,해외만
482323,202507,M,20대,경기도,700만원 이상,개별 여행,개별 여행,True,True,국내+해외
482330,202507,M,20대,강원도,500이상700만원 미만,개별 여행,개별 여행,True,True,국내+해외
482452,202507,F,20대,경기도,300이상500만원 미만,개별 여행,개별 여행,True,True,국내+해외
482506,202507,M,30대,전라남도,모름,개별 여행,여행경험없음,True,False,국내만
482672,202507,M,30대,경상북도,500이상700만원 미만,개별 여행,여행경험없음,True,False,국내만
482853,202507,M,20대,인천광역시,300이상500만원 미만,개별 여행,개별 여행,True,True,국내+해외
482881,202507,M,20대,대구광역시,모름,개별 여행,개별 여행,True,True,국내+해외
482887,202507,F,30대,경기도,500이상700만원 미만,개별 여행,개별 여행,True,True,국내+해외
483166,202507,F,50대,전라남도,700만원 이상,개별 여행,여행경험없음,True,False,국내만
483598,202507,F,30대,인천광역시,500이상700만원 미만,개별 여행,단체 패키지 여행,True,True,국내+해외
483607,202507,M,30대,강원도,300이상500만원 미만,개별 여행,여행경험없음,True,False,국내만
483731,202507,F,20대,대구광역시,모름,에어텔 또는 에어카텔 패키지 여행,개별 여행,True,True,국내+해외
483772,202507,M,20대,대구광역시,300이상500만원 미만,개별 여행,여행경험없음,True,False,국내만
484009,202507,M,20대,부산광역시,모름,개별 여행,개별 여행,True,True,국내+해외
53322175,202507,F,20대,서울특별시,모름,여행경험없음,단체 패키지 여행,False,True,해외만
53322292,202507,F,50대,서울특별시,500이상700만원 미만,개별 여행,여행경험없음,True,False,국내만
53322377,202507,M,40대,서울특별시,700만원 이상,개별 여행,개별 여행,True,True,국내+해외
53322395,202507,M,40대,서울특별시,500이상700만원 미만,에어텔 또는 에어카텔 패키지 여행,단체 패키지 여행,True,True,국내+해외
53322407,202507,F,40대,서울특별시,700만원 이상,개별 여행,단체 패키지 여행,True,True,국내+해외
53322508,202507,M,40대,서울특별시,300이상500만원 미만,개별 여행,개별 여행,True,True,국내+해외
53322541,202507,F,60대,서울특별시,모름,개별 여행,여행경험없음,True,False,국내만
53322595,202507,F,50대,서울특별시,500이상700만원 미만,개별 여행,여행경험없음,True,False,국내만
