RESPOND_ID,EXAMIN_BEGIN_DE,TOUR_CTPRVN_NM,TOUR_SIGNGU_NM,TOUR_BEGIN_DE,TOUR_PD_VALUE,TOUR_COM_NMPR_NM,COM_ONE_TY,TOUR_PURPS_NM,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,MRRG_AT_NM,CHLDRN_TY_NM,OCCP_NM,HSHLD_INCOME_DGREE_NM,TOUR_TOT_CT_VALUE,TOUR_LDGMNT_CT_VALUE,TOUR_FOOD_CT_VALUE,TOUR_TRNSPORT_CT_VALUE,TOUR_SHOPNG_CT_VALUE,TOUR_ACTVTY_CT_VALUE,TOUR_ETC_CT_VALUE,TOUR_TOT_CT_VALUE_NUM,TOUR_LDGMNT_CT_VALUE_NUM,TOUR_FOOD_CT_VALUE_NUM,TOUR_TRNSPORT_CT_VALUE_NUM,TOUR_SHOPNG_CT_VALUE_NUM,TOUR_ACTVTY_CT_VALUE_NUM,TOUR_ETC_CT_VALUE_NUM,TOUR_PD_VALUE_NUM,TOUR_COM_NMPR_NM_NUM,TRAVEL_MONTH,IS_PEAK_SEASON,TOTAL_EXP_ESTIMATED,TRAVEL_STYLE_GROUP
41927,20250331,제주도,제주시(시내동),20250301,1박 2일,혼자서,혼자서,식도락 (지역 특색/제철 음식),M,20대,미혼,미혼,사무/기술직,300~500만원 미만,40만원 이상,5~7만원 미만,10만원 이상,10만원 이상,1만원 미만,1만원 미만,1만원 미만,45.0,6.0,11.5,11.5,0.5,0.5,0.5,2.0,1.0,3,False,30.5,혼자여행
41927,20250915,제주도,제주시(시내동),20250801,1박 2일,혼자서,혼자서,식도락 (지역 특색/제철 음식),M,20대,미혼,미혼,경영/관리/전문직,500~700만원 미만,20~30만원 미만,5~7만원 미만,5~7만원 미만,10만원 이상,1만원 미만,1만원 미만,1만원 미만,25.0,6.0,6.0,11.5,0.5,0.5,0.5,2.0,1.0,8,True,25.0,혼자여행
41927,20251208,제주도,제주시(시내동),20251101,1박 2일,혼자서,혼자서,식도락 (지역 특색/제철 음식),F,30대,미혼,미혼,경영/관리/전문직,700만원 이상,30~40만원 미만,1만원 미만,10만원 이상,10만원 이상,10만원 이상,1만원 미만,1만원 미만,35.0,0.5,11.5,11.5,11.5,0.5,0.5,2.0,1.0,11,False,36.0,혼자여행
42013,20251020,충청남도,공주시,20250731,3박 4일,5명 이상,부모/형제/자녀 등 가족,친지/친구/친척 만나기,F,50대,미혼,미혼,사무/기술직,모름,모름,모름,모름,모름,모름,모름,모름,,,,,,,,4.0,5.0,7,True,0.0,단체동반
42340,20251229,인천시,모름,20251123,1박 2일,2명,배우자,역사-유적 감상 (유적지/ 박물관 등),F,60대 이상,기혼,자녀 성인(막내 대학),전업주부,500~700만원 미만,모름,모름,모름,모름,모름,모름,모름,,,,,,,,2.0,2.0,11,False,0.0,소규모동반
44592,20251027,강원도,속초시,20250709,1박 2일,혼자서,혼자서,역사-유적 감상 (유적지/ 박물관 등),M,60대 이상,기혼,자녀 성인(막내 대학),자영업,500~700만원 미만,10~20만원 미만,1만원 미만,3~5만원 미만,3~5만원 미만,1~3만원 미만,3~5만원 미만,1만원 미만,15.0,0.5,4.0,4.0,2.0,4.0,0.5,2.0,1.0,7,True,15.0,혼자여행
44974,20250721,전라남도,순천시,20250606,1박 2일,3명,배우자,놀이/테마공원-온천 등 즐기기,F,60대 이상,기혼,자녀 성인(막내 대학),전업주부,700만원 이상,20~30만원 미만,5~7만원 미만,5~7만원 미만,10만원 이상,1만원 미만,3~5만원 미만,1만원 미만,25.0,6.0,6.0,11.5,0.5,4.0,0.5,2.0,3.0,6,True,28.5,소규모동반
44974,20251013,전라남도,순천시,20250725,2박 3일,3명,부모/형제/자녀 등 가족,식도락 (지역 특색/제철 음식),F,60대 이상,기혼,자녀 성인(막내 대학),기타/무직,500~700만원 미만,30~40만원 미만,7~10만원 미만,10만원 이상,10만원 이상,1만원 미만,1~3만원 미만,1만원 미만,35.0,8.5,11.5,11.5,0.5,2.0,0.5,3.0,3.0,7,True,34.5,소규모동반
48008,20250331,제주도,서귀포시(시내동),20250112,6박 7일 이상,5명 이상,부모/형제/자녀 등 가족,놀이/테마공원-온천 등 즐기기,F,60대 이상,기혼,자녀 성장(막내 중고생),사무/기술직,700만원 이상,40만원 이상,5~7만원 미만,10만원 이상,5~7만원 미만,5~7만원 미만,10만원 이상,10만원 이상,45.0,6.0,11.5,6.0,6.0,11.5,11.5,7.0,5.0,1,False,52.5,단체동반
48008,20251117,부산시,모름,20251003,3박 4일,4명,부모/형제/자녀 등 가족,문화-예술 즐기기 (미술관/ 공연 등),F,50대,기혼,자녀 성장(막내 중고생),사무/기술직,500~700만원 미만,40만원 이상,10만원 이상,10만원 이상,10만원 이상,10만원 이상,10만원 이상,1만원 미만,45.0,11.5,11.5,11.5,11.5,11.5,0.5,4.0,4.0,10,False,58.0,단체동반
49530,20250623,서울시,모름,20250301,1박 2일,3명,친구,친지/친구/친척 만나기,M,30대,미혼,미혼,사무/기술직,모름,10~20만원 미만,7~10만원 미만,7~10만원 미만,1만원 미만,1만원 미만,1만원 미만,1만원 미만,15.0,8.5,8.5,0.5,0.5,0.5,0.5,2.0,3.0,3,False,19.0,소규모동반
50471,20250623,강원도,속초시/원주시,20250329,1박 2일,5명 이상,직장동료,친지/친구/친척 만나기,M,30대,미혼,미혼,사무/기술직,모름,20~30만원 미만,3~5만원 미만,10만원 이상,3~5만원 미만,1만원 미만,1~3만원 미만,1만원 미만,25.0,4.0,11.5,4.0,0.5,2.0,0.5,2.0,5.0,3,False,22.5,단체동반
51321,20250324,강원도,평창군,20250215,1박 2일,2명,친구,취미-운동 활동 (등산/ 낚시/ 골프 등),M,30대,기혼,신혼기(자녀 없음),사무/기술직,500~700만원 미만,10~20만원 미만,7~10만원 미만,3~5만원 미만,1~3만원 미만,1만원 미만,7~10만원 미만,1만원 미만,15.0,8.5,4.0,2.0,0.5,8.5,0.5,2.0,2.0,2,False,24.0,소규모동반
51321,20251124,전라북도,군산시/전주시,20251009,2박 3일,2명,배우자,휴식,M,30대,기혼,신혼기(자녀 없음),사무/기술직,300~500만원 미만,40만원 이상,10만원 이상,10만원 이상,10만원 이상,1만원 미만,1만원 미만,1만원 미만,45.0,11.5,11.5,11.5,0.5,0.5,0.5,3.0,2.0,10,False,36.0,소규모동반
51631,20251117,강원도,평창군,20251101,1박 2일,3명,부모/형제/자녀 등 가족,자연 풍경 감상 (산/ 바다 등),M,40대,미혼,미혼,사무/기술직,300~500만원 미만,10~20만원 미만,5~7만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,1~3만원 미만,1만원 미만,15.0,6.0,2.0,2.0,0.5,2.0,0.5,2.0,3.0,11,False,13.0,소규모동반
54830,20250728,제주도,서귀포시(시내동),20250628,1박 2일,혼자서,혼자서,휴식,F,60대 이상,기혼,자녀 성인(막내 대학),사무/기술직,300~500만원 미만,모름,모름,모름,모름,모름,모름,모름,,,,,,,,2.0,1.0,6,True,0.0,혼자여행
56141,20250714,강원도,속초시,20250414,1박 2일,2명,배우자,자연 풍경 감상 (산/ 바다 등),F,60대 이상,기혼,자녀 독립(막내 결혼),기타/무직,700만원 이상,10~20만원 미만,5~7만원 미만,5~7만원 미만,5~7만원 미만,1만원 미만,1만원 미만,1만원 미만,15.0,6.0,6.0,6.0,0.5,0.5,0.5,2.0,2.0,4,False,19.5,소규모동반
64155,20250421,경기도,용인시,20250314,2박 3일,2명,배우자,식도락 (지역 특색/제철 음식),F,60대 이상,기혼,자녀 성인(막내 대학),전업주부,300~500만원 미만,20~30만원 미만,1만원 미만,1만원 미만,10만원 이상,1만원 미만,10만원 이상,1만원 미만,25.0,0.5,0.5,11.5,0.5,11.5,0.5,3.0,2.0,3,False,25.0,소규모동반
64155,20251117,서울시,모름,20250815,1박 2일,5명 이상,부모/형제/자녀 등 가족,놀이/테마공원-온천 등 즐기기,F,60대 이상,기혼,자녀 성인(막내 대학),전업주부,300만원 미만,20~30만원 미만,1만원 미만,10만원 이상,5~7만원 미만,1만원 미만,1~3만원 미만,1~3만원 미만,25.0,0.5,11.5,6.0,0.5,2.0,2.0,2.0,5.0,8,True,22.5,단체동반
66309,20250825,경상남도,산청군,20250817,1박 2일,5명 이상,부모/형제/자녀 등 가족,친지/친구/친척 만나기,F,60대 이상,기혼,자녀 성인(막내 대학),기능/숙련/일반작업직,300~500만원 미만,10~20만원 미만,3~5만원 미만,3~5만원 미만,3~5만원 미만,1만원 미만,1만원 미만,1만원 미만,15.0,4.0,4.0,4.0,0.5,0.5,0.5,2.0,5.0,8,True,13.5,단체동반
66309,20251117,제주도,서귀포시(시내동),20251030,2박 3일,모름,친구,역사-유적 감상 (유적지/ 박물관 등),F,60대 이상,기혼,자녀 성인(막내 대학),기능/숙련/일반작업직,300~500만원 미만,30~40만원 미만,10만원 이상,1만원 미만,10만원 이상,1만원 미만,1만원 미만,10만원 이상,35.0,11.5,0.5,11.5,0.5,0.5,11.5,3.0,,10,False,36.0,
66504,20251020,경상남도,거창군/합천군,20251004,2박 3일,4명,배우자,자연 풍경 감상 (산/ 바다 등),M,50대,기혼,자녀 성인(막내 대학),사무/기술직,700만원 이상,10~20만원 미만,3~5만원 미만,3~5만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,15.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,4.0,10,False,16.0,단체동반
68093,20250721,강원도,속초시,20250618,3박 4일,4명,부모/형제/자녀 등 가족,자연 풍경 감상 (산/ 바다 등),M,60대 이상,기혼,자녀 독립(막내 결혼),경영/관리/전문직,700만원 이상,10~20만원 미만,5~7만원 미만,7~10만원 미만,1~3만원 미만,1만원 미만,1만원 미만,1만원 미만,15.0,6.0,8.5,2.0,0.5,0.5,0.5,4.0,4.0,6,True,18.0,단체동반
69800,20250512,강원도,고성군/속초시,20250503,2박 3일,2명,배우자,자연 풍경 감상 (산/ 바다 등),F,60대 이상,기혼,자녀 독립(막내 결혼),기타/무직,700만원 이상,10~20만원 미만,1만원 미만,7~10만원 미만,7~10만원 미만,1만원 미만,1만원 미만,1만원 미만,15.0,0.5,8.5,8.5,0.5,0.5,0.5,3.0,2.0,5,True,19.0,소규모동반
69842,20250707,강원도,고성군,20250422,2박 3일,4명,친구,취미-운동 활동 (등산/ 낚시/ 골프 등),M,60대 이상,기혼,자녀 독립(막내 결혼),자영업,700만원 이상,30~40만원 미만,10만원 이상,10만원 이상,5~7만원 미만,1만원 미만,1~3만원 미만,3~5만원 미만,35.0,11.5,11.5,6.0,0.5,2.0,4.0,3.0,4.0,4,False,35.5,단체동반
70004,20250505,서울시,모름,20250215,1박 2일,2명,부모/형제/자녀 등 가족,도시 경관 감상 (건축물/ 거리 등),F,60대 이상,기혼,자녀 성인(막내 대학),사무/기술직,700만원 이상,10~20만원 미만,3~5만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,15.0,4.0,2.0,2.0,2.0,2.0,0.5,2.0,2.0,2,False,12.5,소규모동반
70004,20251027,부산시,모름,20250906,1박 2일,3명,부모/형제/자녀 등 가족,역사-유적 감상 (유적지/ 박물관 등),F,60대 이상,기혼,자녀 성인(막내 대학),사무/기술직,500~700만원 미만,10만원 미만,1만원 미만,3~5만원 미만,3~5만원 미만,1만원 미만,1만원 미만,1만원 미만,5.0,0.5,4.0,4.0,0.5,0.5,0.5,2.0,3.0,9,True,10.0,소규모동반
70052,20251027,서울시,모름,20250919,1박 2일,2명,부모/형제/자녀 등 가족,친지/친구/친척 만나기,F,60대 이상,기타,자녀 독립(막내 결혼),기타/무직,300만원 미만,모름,모름,모름,모름,모름,모름,모름,,,,,,,,2.0,2.0,9,True,0.0,소규모동반
70732,20250505,제주도,남원읍/서귀포시(시내동)/애월읍/제주시(시내동)/한림읍,20250415,1박 2일,혼자서,혼자서,휴식,F,60대 이상,기혼,자녀 성인(막내 대학),경영/관리/전문직,700만원 이상,40만원 이상,10만원 이상,10만원 이상,7~10만원 미만,10만원 이상,10만원 이상,1만원 미만,45.0,11.5,11.5,8.5,11.5,11.5,0.5,2.0,1.0,4,False,55.0,혼자여행
71380,20250707,충청남도,세종특별자치시,20250504,1박 2일,2명,배우자,자연 풍경 감상 (산/ 바다 등),M,60대 이상,기혼,신혼기(자녀 없음),경영/관리/전문직,모름,모름,모름,모름,모름,모름,모름,모름,,,,,,,,2.0,2.0,5,True,0.0,소규모동반
76639,20251020,전라남도,해남군,20250920,6박 7일 이상,혼자서,혼자서,휴식,F,60대 이상,기타,자녀 성인(막내 대학),전업주부,모름,모름,모름,모름,모름,모름,모름,모름,,,,,,,,7.0,1.0,9,True,0.0,혼자여행
78380,20250428,경상북도,경주시,20250327,1박 2일,모름,친구,취미-운동 활동 (등산/ 낚시/ 골프 등),M,60대 이상,기혼,자녀 성인(막내 대학),자영업,500~700만원 미만,40만원 이상,10만원 이상,10만원 이상,5~7만원 미만,1만원 미만,5~7만원 미만,10만원 이상,45.0,11.5,11.5,6.0,0.5,6.0,11.5,2.0,,3,False,47.0,
78802,20250324,경기도,김포시,20250214,1박 2일,2명,배우자,휴식,F,60대 이상,기혼,자녀 성장(막내 중고생),전업주부,300만원 미만,10~20만원 미만,1만원 미만,5~7만원 미만,1~3만원 미만,3~5만원 미만,1만원 미만,1만원 미만,15.0,0.5,6.0,2.0,4.0,0.5,0.5,2.0,2.0,2,False,13.5,소규모동반
80125,20250721,경상북도,경주시,20250621,1박 2일,4명,친구,자연 풍경 감상 (산/ 바다 등),F,60대 이상,기혼,자녀 독립(막내 결혼),전업주부,300~500만원 미만,10~20만원 미만,5~7만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,1만원 미만,15.0,6.0,2.0,2.0,2.0,0.5,0.5,2.0,4.0,6,True,13.0,단체동반
80125,20251124,경상북도,포항시,20251025,1박 2일,4명,친구,식도락 (지역 특색/제철 음식),F,60대 이상,기혼,자녀 독립(막내 결혼),기타/무직,300~500만원 미만,10~20만원 미만,3~5만원 미만,5~7만원 미만,1~3만원 미만,1만원 미만,1만원 미만,1만원 미만,15.0,4.0,6.0,2.0,0.5,0.5,0.5,2.0,4.0,10,False,13.5,단체동반
88410,20251013,경기도,양평군,20250915,1박 2일,5명 이상,부모/형제/자녀 등 가족,축제-행사 참여,F,40대,기혼,자녀 성인(막내 대학),전업주부,모름,모름,모름,모름,모름,모름,모름,모름,,,,,,,,2.0,5.0,9,True,0.0,단체동반
90116,20250519,부산시,모름,20250201,3박 4일,2명,배우자,휴식,M,30대,기혼,자녀 유아&성장(막내 입학전~초등생),판매/서비스직,모름,10~20만원 미만,1만원 미만,5~7만원 미만,1만원 미만,5~7만원 미만,5~7만원 미만,1만원 미만,15.0,0.5,6.0,0.5,6.0,6.0,0.5,4.0,2.0,2,False,19.5,소규모동반
90250,20251229,충청남도,서천군,20251128,2박 3일,5명 이상,배우자,자연 풍경 감상 (산/ 바다 등),M,30대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,300~500만원 미만,10만원 미만,1~3만원 미만,3~5만원 미만,1~3만원 미만,1만원 미만,1~3만원 미만,1만원 미만,5.0,2.0,4.0,2.0,0.5,2.0,0.5,3.0,5.0,11,False,11.0,단체동반
92407,20250818,전라남도,여수시,20250816,1박 2일,4명,배우자,놀이/테마공원-온천 등 즐기기,F,30대,기혼,자녀 유아&성장(막내 입학전~초등생),전업주부,모름,10만원 미만,3~5만원 미만,1~3만원 미만,1만원 미만,1만원 미만,1~3만원 미만,1만원 미만,5.0,4.0,2.0,0.5,0.5,2.0,0.5,2.0,4.0,8,True,9.5,단체동반
93276,20250113,전라남도,여수시,20250111,1박 2일,4명,배우자,식도락 (지역 특색/제철 음식),M,30대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,300~500만원 미만,모름,모름,모름,모름,모름,모름,모름,,,,,,,,2.0,4.0,1,False,0.0,단체동반
93276,20250602,전라남도,고흥군,20250517,1박 2일,4명,배우자,자연 풍경 감상 (산/ 바다 등),M,30대,기혼,자녀 유아&성장(막내 입학전~초등생),사무/기술직,300~500만원 미만,10~20만원 미만,3~5만원 미만,3~5만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,1~3만원 미만,15.0,4.0,4.0,2.0,2.0,0.5,2.0,2.0,4.0,5,True,14.5,단체동반
94487,20250428,서울시,모름,20250315,1박 2일,2명,연인,문화-예술 즐기기 (미술관/ 공연 등),M,30대,미혼,미혼,사무/기술직,모름,20~30만원 미만,10만원 이상,3~5만원 미만,7~10만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,25.0,11.5,4.0,8.5,2.0,2.0,0.5,2.0,2.0,3,False,28.5,소규모동반
94696,20250721,강원도,속초시,20250502,2박 3일,5명 이상,부모/형제/자녀 등 가족,놀이/테마공원-온천 등 즐기기,F,60대 이상,기혼,자녀 성인(막내 대학),사무/기술직,500~700만원 미만,20~30만원 미만,5~7만원 미만,5~7만원 미만,5~7만원 미만,1~3만원 미만,3~5만원 미만,1만원 미만,25.0,6.0,6.0,6.0,2.0,4.0,0.5,3.0,5.0,5,True,24.5,단체동반
94696,20251020,강원도,영월군,20250930,1박 2일,2명,배우자,취미-운동 활동 (등산/ 낚시/ 골프 등),F,60대 이상,기혼,자녀 성인(막내 대학),사무/기술직,500~700만원 미만,10~20만원 미만,5~7만원 미만,3~5만원 미만,1~3만원 미만,1만원 미만,1만원 미만,1만원 미만,15.0,6.0,4.0,2.0,0.5,0.5,0.5,2.0,2.0,9,True,13.5,소규모동반
96402,20250714,경기도,고양시,20250401,6박 7일 이상,3명,부모/형제/자녀 등 가족,친지/친구/친척 만나기,F,60대 이상,기혼,자녀 독립(막내 결혼),전업주부,300만원 미만,모름,모름,모름,모름,모름,모름,모름,,,,,,,,7.0,3.0,4,False,0.0,소규모동반
96402,20251020,경기도,고양시,20250815,2박 3일,4명,배우자,친지/친구/친척 만나기,F,60대 이상,기혼,자녀 독립(막내 결혼),자영업,300~500만원 미만,모름,모름,모름,모름,모름,모름,모름,,,,,,,,3.0,4.0,8,True,0.0,단체동반
98584,20250721,강원도,속초시,20250418,3박 4일,3명,부모/형제/자녀 등 가족,식도락 (지역 특색/제철 음식),M,60대 이상,기타,자녀 성인(막내 대학),자영업,300~500만원 미만,30~40만원 미만,5~7만원 미만,7~10만원 미만,7~10만원 미만,1만원 미만,7~10만원 미만,1만원 미만,35.0,6.0,8.5,8.5,0.5,8.5,0.5,4.0,3.0,4,False,32.5,소규모동반
100034,20250602,울산시,모름,20250322,1박 2일,3명,친구,휴식,M,30대,미혼,미혼,사무/기술직,300~500만원 미만,10~20만원 미만,7~10만원 미만,3~5만원 미만,1만원 미만,1만원 미만,1~3만원 미만,3~5만원 미만,15.0,8.5,4.0,0.5,0.5,2.0,4.0,2.0,3.0,3,False,19.5,소규모동반
100034,20251124,경상북도,구미시/포항시,20251003,2박 3일,혼자서,혼자서,친지/친구/친척 만나기,M,30대,미혼,미혼,사무/기술직,300만원 미만,20~30만원 미만,1만원 미만,5~7만원 미만,10만원 이상,1만원 미만,1만원 미만,1만원 미만,25.0,0.5,6.0,11.5,0.5,0.5,0.5,3.0,1.0,10,False,19.5,혼자여행
101996,20251229,강원도,삼척시,20251018,1박 2일,2명,배우자,친지/친구/친척 만나기,M,30대,기혼,신혼기(자녀 없음),사무/기술직,700만원 이상,20~30만원 미만,1만원 미만,10만원 이상,7~10만원 미만,1~3만원 미만,1만원 미만,1만원 미만,25.0,0.5,11.5,8.5,2.0,0.5,0.5,2.0,2.0,10,False,23.5,소규모동반
104100,20250512,충청남도,논산시/아산시,20250414,1박 2일,모름,부모/형제/자녀 등 가족,친지/친구/친척 만나기,F,60대 이상,기혼,자녀 독립(막내 결혼),판매/서비스직,모름,20~30만원 미만,3~5만원 미만,10만원 이상,3~5만원 미만,1만원 미만,3~5만원 미만,1만원 미만,25.0,4.0,11.5,4.0,0.5,4.0,0.5,2.0,,4,False,24.5,
104100,20250825,전라북도,남원시,20250519,1박 2일,2명,배우자,역사-유적 감상 (유적지/ 박물관 등),F,60대 이상,기혼,자녀 독립(막내 결혼),기타/무직,500~700만원 미만,20~30만원 미만,3~5만원 미만,10만원 이상,3~5만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,25.0,4.0,11.5,4.0,2.0,2.0,2.0,2.0,2.0,5,True,25.5,소규모동반
104100,20251124,경상북도,청송군,20251102,1박 2일,2명,배우자,휴식,F,60대 이상,기혼,자녀 독립(막내 결혼),판매/서비스직,500~700만원 미만,모름,모름,모름,모름,모름,모름,모름,,,,,,,,2.0,2.0,11,False,0.0,소규모동반
104881,20250929,전라북도,전주시,20250808,1박 2일,5명 이상,부모/형제/자녀 등 가족,식도락 (지역 특색/제철 음식),F,30대,미혼,미혼,사무/기술직,모름,모름,모름,모름,모름,모름,모름,모름,,,,,,,,2.0,5.0,8,True,0.0,단체동반
105156,20250721,충청북도,청주시,20250606,1박 2일,2명,배우자,친지/친구/친척 만나기,M,60대 이상,기혼,자녀 독립(막내 결혼),기능/숙련/일반작업직,300~500만원 미만,10~20만원 미만,3~5만원 미만,3~5만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,1만원 미만,15.0,4.0,4.0,2.0,2.0,2.0,0.5,2.0,2.0,6,True,14.5,소규모동반
106280,20250915,경기도,성남시,20250815,1박 2일,2명,배우자,친지/친구/친척 만나기,F,60대 이상,기혼,신혼기(자녀 없음),기타/무직,500~700만원 미만,10~20만원 미만,1만원 미만,5~7만원 미만,3~5만원 미만,1~3만원 미만,1만원 미만,5~7만원 미만,15.0,0.5,6.0,4.0,2.0,0.5,6.0,2.0,2.0,8,True,19.0,소규모동반
107327,20250623,강원도,인제군,20250622,1박 2일,3명,친구,휴식,F,60대 이상,기타,자녀 독립(막내 결혼),사무/기술직,300만원 미만,10~20만원 미만,3~5만원 미만,3~5만원 미만,3~5만원 미만,1만원 미만,1~3만원 미만,1~3만원 미만,15.0,4.0,4.0,4.0,0.5,2.0,2.0,2.0,3.0,6,True,16.5,소규모동반
107336,20250602,울산시,모름,20250324,1박 2일,5명 이상,배우자,휴식,F,60대 이상,기혼,자녀 성인(막내 대학),기타/무직,500~700만원 미만,10~20만원 미만,3~5만원 미만,5~7만원 미만,3~5만원 미만,1만원 미만,1~3만원 미만,1만원 미만,15.0,4.0,6.0,4.0,0.5,2.0,0.5,2.0,5.0,3,False,17.0,단체동반
107336,20251215,강원도,고성군/속초시,20251020,2박 3일,5명 이상,배우자,자연 풍경 감상 (산/ 바다 등),F,60대 이상,기혼,자녀 성인(막내 대학),전업주부,700만원 이상,30~40만원 미만,7~10만원 미만,10만원 이상,10만원 이상,1만원 미만,1만원 미만,1~3만원 미만,35.0,8.5,11.5,11.5,0.5,0.5,2.0,3.0,5.0,10,False,34.5,단체동반
108552,20251020,대구시,모름,20250906,1박 2일,4명,배우자,친지/친구/친척 만나기,M,60대 이상,기혼,자녀 성인(막내 대학),기능/숙련/일반작업직,700만원 이상,20~30만원 미만,1만원 미만,10만원 이상,5~7만원 미만,5~7만원 미만,1만원 미만,1만원 미만,25.0,0.5,11.5,6.0,6.0,0.5,0.5,2.0,4.0,9,True,25.0,단체동반
111544,20250818,경기도,양평군,20250719,1박 2일,3명,친구,친지/친구/친척 만나기,F,60대 이상,기혼,자녀 독립(막내 결혼),전업주부,500~700만원 미만,10~20만원 미만,1만원 미만,3~5만원 미만,1~3만원 미만,1~3만원 미만,1~3만원 미만,3~5만원 미만,15.0,0.5,4.0,2.0,2.0,2.0,4.0,2.0,3.0,7,True,14.5,소규모동반
112458,20251013,제주도,서귀포시(시내동)/성산읍/애월읍/우도면/제주시(시내동)/표선면,20250930,6박 7일 이상,4명,배우자,자연 풍경 감상 (산/ 바다 등),F,60대 이상,기혼,자녀 성인(막내 대학),전업주부,700만원 이상,40만원 이상,10만원 이상,10만원 이상,10만원 이상,3~5만원 미만,10만원 이상,1만원 미만,45.0,11.5,11.5,11.5,4.0,11.5,0.5,7.0,4.0,9,True,50.5,단체동반
121209,20251027,전라북도,군산시,20251026,1박 2일,2명,배우자,자연 풍경 감상 (산/ 바다 등),F,60대 이상,기혼,자녀 독립(막내 결혼),전업주부,500~700만원 미만,10만원 미만,1~3만원 미만,3~5만원 미만,1만원 미만,1만원 미만,1만원 미만,1만원 미만,5.0,2.0,4.0,0.5,0.5,0.5,0.5,2.0,2.0,10,False,8.0,소규모동반
122832,20250428,제주도,성산읍,20250301,1박 2일,4명,배우자,휴식,M,50대,기혼,자녀 성장(막내 중고생),사무/기술직,500~700만원 미만,30~40만원 미만,10만원 이상,5~7만원 미만,3~5만원 미만,5~7만원 미만,3~5만원 미만,3~5만원 미만,35.0,11.5,6.0,4.0,6.0,4.0,4.0,2.0,4.0,3,False,35.5,단체동반
127577,20250825,서울시,모름,20250815,1박 2일,5명 이상,친구,친지/친구/친척 만나기,M,30대,기타,신혼기(자녀 없음),사무/기술직,500~700만원 미만,20~30만원 미만,3~5만원 미만,10만원 이상,1~3만원 미만,1만원 미만,1만원 미만,1만원 미만,25.0,4.0,11.5,2.0,0.5,0.5,0.5,2.0,5.0,8,True,19.0,단체동반
128136,20250324,충청남도,태안군,20250301,2박 3일,5명 이상,부모/형제/자녀 등 가족,휴식,M,50대,기혼,자녀 성장(막내 중고생),기능/숙련/일반작업직,500~700만원 미만,20~30만원 미만,5~7만원 미만,5~7만원 미만,3~5만원 미만,3~5만원 미만,1~3만원 미만,1~3만원 미만,25.0,6.0,6.0,4.0,4.0,2.0,2.0,3.0,5.0,3,False,24.0,단체동반
130808,20250519,제주도,성산읍/제주시(시내동),20250213,4박 5일,모름,배우자,자연 풍경 감상 (산/ 바다 등),F,60대 이상,기혼,자녀 독립(막내 결혼),기타/무직,500~700만원 미만,모름,모름,모름,모름,모름,모름,모름,,,,,,,,5.0,,2,False,0.0,
130808,20251117,인천시,모름,20250810,6박 7일 이상,2명,배우자,자연 풍경 감상 (산/ 바다 등),F,60대 이상,기혼,자녀 독립(막내 결혼),기타/무직,300~500만원 미만,모름,모름,모름,모름,모름,모름,모름,,,,,,,,7.0,2.0,8,True,0.0,소규모동반
133200,20250421,경기도,용인시,20250104,2박 3일,2명,배우자,친지/친구/친척 만나기,F,60대 이상,기혼,자녀 독립(막내 결혼),자영업,300~500만원 미만,10~20만원 미만,1만원 미만,10만원 이상,1만원 미만,1만원 미만,3~5만원 미만,1~3만원 미만,15.0,0.5,11.5,0.5,0.5,4.0,2.0,3.0,2.0,1,False,19.0,소규모동반
133200,20250825,경상남도,함양군,20250707,1박 2일,2명,배우자,친지/친구/친척 만나기,F,60대 이상,기혼,자녀 독립(막내 결혼),자영업,300~500만원 미만,10~20만원 미만,1만원 미만,7~10만원 미만,3~5만원 미만,1만원 미만,1만원 미만,1만원 미만,15.0,0.5,8.5,4.0,0.5,0.5,0.5,2.0,2.0,7,True,14.5,소규모동반
135798,20250707,경상남도,거창군,20250426,1박 2일,4명,부모/형제/자녀 등 가족,휴식,M,60대 이상,기혼,자녀 성인(막내 대학),기타/무직,모름,모름,모름,모름,모름,모름,모름,모름,,,,,,,,2.0,4.0,4,False,0.0,단체동반
135798,20251020,경상남도,거창군,20250903,1박 2일,2명,부모/형제/자녀 등 가족,친지/친구/친척 만나기,M,60대 이상,기혼,자녀 성인(막내 대학),기타/무직,모름,모름,모름,모름,모름,모름,모름,모름,,,,,,,,2.0,2.0,9,True,0.0,소규모동반
